iteration,train_rmse,validation_rmse
0,0.16323847260236007,0.16365519101331258
1,0.16261281677636646,0.163224513647668
2,0.16198633468669993,0.1628460667159531
3,0.1614372920473936,0.1624245209610238
4,0.16090277864892527,0.1620379672163795
5,0.16043507195763448,0.1617413846272279
6,0.15997772255185191,0.1615079573827953
7,0.15954653566293345,0.16121961594698034
8,0.15915161767493574,0.16103401381020127
9,0.15873908755028593,0.16078142117465988
10,0.15838200031747365,0.1605279809689705
11,0.15805896497614277,0.16036754555226176
12,0.15772231685595262,0.1601430690293657
13,0.15738385322279927,0.1599607607631334
14,0.15709490378079183,0.15980635587641118
15,0.15681437524892838,0.1596625891416433
16,0.15653413033762648,0.15951626880669423
17,0.15622158785762494,0.1593751946286806
18,0.15597869332246184,0.15923169198966672
19,0.155708788797579,0.15913535425532868
20,0.1554383498782108,0.15897948167102963
21,0.15519817038904346,0.15887558018248013
22,0.15497351245261556,0.15878476210555034
23,0.15472693253226147,0.15866847513760635
24,0.154546829628649,0.15863679189687702
25,0.1543096885925055,0.158609318182504
26,0.15404783697313681,0.15850859281350102
27,0.1538679595953099,0.1584410896806858
28,0.15365299879397046,0.15833628049265286
29,0.15343381008525134,0.15827080732876644
30,0.15323539043635956,0.15823474166965337
31,0.15302427843473923,0.15823231771544802
32,0.15279411573273224,0.1582315633386846
33,0.15259736414236172,0.15824819643671603
34,0.15237289892610062,0.15824365274718705
35,0.15214086269789703,0.15815715363825264
36,0.15196395139309501,0.15811792297028984
37,0.15176404313408987,0.1580441686985882
38,0.1515623695599908,0.15794706955990043
39,0.15140662217703602,0.15792896161115916
40,0.1512430245527833,0.15795154751824356
41,0.15106201553333404,0.15781251084437176
42,0.15091259162984222,0.1577816894996657
43,0.1507972318615748,0.1577816744141481
44,0.15062524341872063,0.15771921112994572
45,0.1504334772673795,0.15763610295795197
46,0.1502496451081271,0.15758263090525543
47,0.1500764429671667,0.15753595389031602
48,0.14989603428813822,0.15750628178743922
49,0.14972222669094443,0.15746196836736395
50,0.14952860562373527,0.15738874841465803
51,0.14935422221003392,0.1573387748579502
52,0.14918124120729798,0.1573082322003827
53,0.14902012637076714,0.15731202076256845
54,0.14891740318680036,0.1572685429069984
55,0.14872743209030526,0.15724355960408049
56,0.14860011015900007,0.15717211556229485
57,0.1484658286041256,0.15714679094376044
58,0.14833548025215565,0.15710587545520263
59,0.14816384019365247,0.1570525720713418
60,0.1479957220937752,0.15701035420835227
61,0.14787055220593534,0.15700093850988162
62,0.14770591214499817,0.1569376411459462
63,0.14754966467588532,0.15689572133333968
64,0.14740242830355146,0.15693337904351812
65,0.14727682901410943,0.15689357254061947
66,0.14714231442962458,0.15684790755557565
67,0.14698071052976935,0.15683608391707263
68,0.14686401092134885,0.1568303383756443
69,0.14674727405484073,0.15685768980546863
70,0.14657977259991617,0.15679209935605407
71,0.1464473131252486,0.15680884317031032
72,0.14631925401865606,0.1568043221347175
73,0.14618963018651265,0.15681094302420623
74,0.1460656544303106,0.15682478193643026
75,0.145976266910361,0.15682347851594688
76,0.1458128464869561,0.15678755811919368
77,0.1456668985800853,0.1568290975537892
78,0.14557796181301244,0.1567709482755195
79,0.14544471641592222,0.15673126757445927
80,0.14534688925358621,0.15668927322042306
81,0.14523811739993744,0.15669053821510737
82,0.14512172251361347,0.15670695909109342
83,0.14500913993706566,0.15675752793272996
84,0.14489456351236754,0.15675812308262702
85,0.1447581013145233,0.15674248677716088
86,0.1446088561058776,0.15677468522862867
87,0.14451317634051994,0.15677490629932814
88,0.14440336391217531,0.15677497819186592
89,0.1442920099112221,0.15674234425937308
90,0.14416668828010926,0.15672923418924053
91,0.1440464990472827,0.15670197127388313
92,0.14388819663913088,0.15669399177828386
93,0.14373100295369032,0.15669946265112525
94,0.14363965599479783,0.15671051336078407
95,0.14351184609855216,0.15673526374256067
96,0.1434010154693778,0.15672025108549906
97,0.1432831265995692,0.15672971071564418
98,0.14318515475753407,0.15673527961574865
99,0.1430420618816381,0.15670550952589354
100,0.1429632944330777,0.15672046527805206
101,0.1428302291972858,0.15666364337928
102,0.14272994738280126,0.15666332254071216
103,0.14260402855099288,0.15670590722300567
104,0.14248762404914705,0.15668438524175587
105,0.1423862610430507,0.1566917023495461
106,0.14229526737986362,0.15673261694273125
107,0.14214842980891207,0.15673597606857342
108,0.14208236392860396,0.15670908978022433
109,0.14199656931256105,0.15669913861519458
110,0.14192766437181514,0.15670045783409114
111,0.1418581559141689,0.15667991572550274
112,0.14171521115251656,0.1566640978659849
113,0.14160819319803614,0.15669548826525362
114,0.1415050570613381,0.15667675408353335
115,0.14141047854244937,0.15665662914056896
116,0.14130120206557656,0.15667555241119382
117,0.1411837583549541,0.156678259692536
