epoch,train_loss,validation_loss
1,0.027855147430501832,0.0234576721683844
2,0.025719818766416134,0.023601187692026036
3,0.025443930076035255,0.023650224000147366
4,0.02540611450058226,0.02373707142485159
5,0.024882822102615033,0.0238301163404445
6,0.02484166336734033,0.023526712892726717
7,0.024456287301878744,0.023180904699483546
8,0.02411273325747101,0.023260046831867824
9,0.024042065000769712,0.024417949049135666
10,0.02394798387987279,0.024050211969929004
11,0.023615968173043452,0.023254055684497586
12,0.023477661810007808,0.023343432768764435
13,0.022971937227194296,0.023902584243137553
14,0.02271902811318006,0.023734796242143842
15,0.02270125574099018,0.023543677230157378
16,0.022378657910853483,0.023097884331517923
17,0.022025929459185932,0.024583270190381454
18,0.021599576209850188,0.025022659047344492
19,0.02143617153634973,0.024415533742759978
20,0.02093991296951187,0.024300779988574325
21,0.02106083447307897,0.023846052124334667
22,0.020490597202185473,0.025156735226233372
23,0.02045961611363948,0.024349862713901684
24,0.020022719646483438,0.024466326620649063
25,0.019771171684853667,0.025056341303847346
26,0.019475576603034766,0.025031781335848078
27,0.019272047816823352,0.024791626931688997
28,0.019070410275680724,0.024521953433525343
29,0.018910459249744466,0.025612774918888685
30,0.018874328273672917,0.02539169342611237
31,0.018586102800079364,0.024963453210158276
32,0.01832936389400956,0.02489313641107399
33,0.0180847793474702,0.02515666670549006
34,0.018134669414083406,0.02596980556879006
35,0.017445324104972536,0.025632942306187505
36,0.017490290630997326,0.02519205663065732
