Feature,Linear_Coefficient,SE,t_stat,p_value,FDR
pos1_A,-0.0013752362046952082,0.0042185857682212466,-0.32599460583565953,0.7444340354020111,1.0
pos1_C,-0.015963093631850084,0.004089539892583688,-3.903395993470778,9.536319225489365e-05,0.0007724418572646385
pos1_G,0.027904810883373068,0.004208116621614559,6.631187629174266,3.4706015838992244e-11,9.370624276527906e-10
pos1_CTCF,-0.04290116821713141,0.034990225186277306,-1.2260900862666257,0.2201884742487621,0.7134106565659891
pos1_Dnase,3946952033.698158,17863571074.133404,0.22094977635313784,0.8251352417897455,1.0
pos1_H3K4me3,4381776.13239652,19831548.167730518,0.22094977635313692,0.8251352417897462,1.0
pos1_RRBS,-625898540.1207498,2832763854.534961,-0.22094977635313695,0.8251352417897462,1.0
pos2_A,0.01616289450074503,0.004588096644649574,3.5227885880724523,0.00042859551793239525,0.0026704797655787704
pos2_C,0.011292599861129323,0.004505521605346836,2.5063912350854247,0.012209981617232302,0.05993990975732221
pos2_G,0.01547991329932573,0.004480302775677168,3.455104280756125,0.000551953553397988,0.003311721320387928
pos2_CTCF,0.04044545489267893,0.044232068422368646,0.9143921217174013,0.36052893632173433,1.0
pos2_Dnase,389624541.11543554,1763407718.9230213,0.22094977635313615,0.8251352417897466,1.0
pos2_H3K4me3,75948064.84999691,343734517.8779985,0.22094977635313634,0.8251352417897464,1.0
pos2_RRBS,311610686.218383,1410323610.0150797,0.22094977635313867,0.8251352417897446,1.0
pos3_A,-0.007444924126117985,0.004113800720207362,-1.8097435030209028,0.07036020521580921,0.2713893629752641
pos3_C,-0.018356147614534236,0.004202568630883437,-4.367840058491924,1.2651818279252325e-05,0.0001576611200952982
pos3_G,0.0011585103713840827,0.004217468696741337,0.27469329464833153,0.7835565409201979,1.0
pos3_CTCF,0.02788673049802069,0.04240533013871259,0.6576232376165937,0.5107926831669096,1.0
pos3_Dnase,133470989.27907917,604078408.596152,0.2209497763531378,0.8251352417897455,1.0
pos3_H3K4me3,144647269.8733052,654661309.2837875,0.22094977635313778,0.8251352417897455,1.0
pos3_RRBS,307505675.25442034,1391744677.5910916,0.22094977635313692,0.8251352417897462,1.0
pos4_A,0.018507930767875665,0.004374323443121645,4.231038469955451,2.3431680389318643e-05,0.00025306214820464135
pos4_C,0.0034872813622632,0.004234584434684505,0.8235238701818488,0.4102262687819538,1.0
pos4_G,0.014988292405190957,0.004228011987760504,3.54499761319976,0.00039408847312194517,0.00266009719357313
pos4_CTCF,-0.018872231378562424,0.04787266078094281,-0.3942173063017859,0.6934275094942737,1.0
pos4_Dnase,-140173446.82674208,634413164.567804,-0.22094977635313684,0.8251352417897462,1.0
pos4_H3K4me3,87729058.23379618,397054297.50506514,0.22094977635313728,0.825135241789746,1.0
pos4_RRBS,-51133964.32590803,231427997.66487345,-0.22094977635313667,0.8251352417897462,1.0
pos5_A,0.006973305426396165,0.004352745829133052,1.6020474661588628,0.10917103895551361,0.39301574023984903
pos5_C,0.008407613050445094,0.0042601868975491895,1.9735315028741687,0.04845760069953964,0.19625328283313553
pos5_G,-0.004311672108983161,0.004255838374038925,-1.0131193269191865,0.31102328755720476,0.9330698626716143
pos5_CTCF,-0.017514303661359254,0.04794192131874421,-0.3653233575040631,0.7148763867545647,1.0
pos5_Dnase,29096435.83050305,131688007.61309259,0.2209497763531373,0.825135241789746,1.0
pos5_H3K4me3,21526338.704640605,97426388.29484868,0.220949776353136,0.8251352417897468,1.0
pos5_RRBS,108143276.28559765,489447321.7875339,0.22094977635313734,0.825135241789746,1.0
pos6_A,0.004633439973214165,0.00406559305109616,1.1396713628199713,0.2544456481705115,0.7926960577619782
pos6_C,0.019544539797382555,0.0041364423583281976,4.724963653375255,2.3272912765825993e-06,3.184498802155655e-05
pos6_G,0.02473257629268864,0.004238550830691038,5.835149153715901,5.510983225320842e-09,9.919769805577516e-08
pos6_CTCF,-0.011033867045604636,0.04740714337590672,-0.2327469292573379,0.8159618352565152,1.0
pos6_Dnase,49542989.58050092,224227380.53066832,0.22094977635313706,0.825135241789746,1.0
pos6_H3K4me3,8694984.840519242,39352765.9725814,0.22094977635313806,0.8251352417897453,1.0
pos6_RRBS,-25489720.2495015,115364317.94690794,-0.22094977635313703,0.8251352417897462,1.0
pos7_A,0.007923071862329326,0.004367176172036888,1.8142322521955736,0.06966656333107313,0.2713893629752641
pos7_C,0.005224305698052491,0.004220503978152575,1.2378393019165703,0.21579950647888024,0.7134106565659891
pos7_G,0.0026560933543827094,0.004204129036241118,0.6317820722166758,0.52754114425331,1.0
pos7_CTCF,-0.029393445923269,0.04857360857981497,-0.6051320209197636,0.5451025506431062,1.0
pos7_Dnase,19993384.71012521,90488368.17182559,0.2209497763531373,0.825135241789746,1.0
pos7_H3K4me3,-17735677.639218874,80270176.92415541,-0.22094977635313695,0.8251352417897462,1.0
pos7_RRBS,-8770181.787334746,39693100.99376419,-0.2209497763531387,0.8251352417897446,1.0
pos8_A,4.773784557943026e-05,0.004300551573171954,0.01110040067353972,0.9911435253239724,1.0
pos8_C,0.013427253462898732,0.0042646987435348655,3.1484647029884534,0.0016452674432085868,0.009519047349992538
pos8_G,0.011810642723986207,0.004242761054343465,2.7837162104368884,0.005382286037001194,0.028126785096586882
pos8_CTCF,0.09758560596667638,0.046542612361438994,2.096693782653399,0.03604125784337886,0.1536495729112467
pos8_Dnase,606650.281531826,2745647.864165447,0.22094977635313778,0.8251352417897455,1.0
pos8_H3K4me3,-2442996.3799982895,11056794.988983016,-0.22094977635313756,0.8251352417897457,1.0
pos8_RRBS,-2167079.098113034,9808016.708056998,-0.22094977635313795,0.8251352417897455,1.0
pos9_A,0.0061924398319930995,0.004075909070561236,1.519278208809606,0.12871843189048593,0.4533127383969287
pos9_C,-0.008581248398952433,0.004157708073545891,-2.063937209433258,0.03904479562036567,0.1621860741153651
pos9_G,-0.0069204647489236135,0.0041751150799493614,-1.657550658222228,0.09743394262753946,0.36707671408514864
