epoch,train_loss,validation_loss
1,0.03188516647928969,0.02880865679247173
2,0.029440176816320805,0.028683891109242216
3,0.028283883287819892,0.027089494258517356
4,0.02756162468002572,0.02694418612779595
5,0.0277195107141595,0.026879856404005073
6,0.02638676063712395,0.026841855257397563
7,0.02573221394757055,0.02630674309852555
8,0.025690000489193475,0.027067667753325673
9,0.025090886646444908,0.027584700509319156
10,0.02480170787425054,0.02627371981681332
11,0.02420759993301569,0.028126294063184204
12,0.02351907117548336,0.029009244922460535
13,0.022763243969278837,0.028781385112583168
14,0.022448138727974697,0.027113003999464154
15,0.02149032319662465,0.03262574611099686
16,0.0221560447805654,0.026828986570591063
17,0.021165166105422368,0.027147995539772228
18,0.020360714386937755,0.04107890100343021
19,0.02020398829624338,0.026459257600931672
20,0.019189717388659152,0.031043005153888793
21,0.02022503637721275,0.02644464390015039
22,0.018222734959660515,0.02638868005198287
23,0.018352368251593768,0.028396979522869344
24,0.017985464251949138,0.028975263331818768
25,0.01727559887414994,0.026590355306746454
26,0.01658870813981542,0.02653710742693717
27,0.016318629192052826,0.02807740032614216
28,0.016336760752284622,0.027105215511570767
29,0.015192239474997206,0.02807916924064084
30,0.015527788097807018,0.02633045520780124
