Feature,MLP_IG,IG_SNR
pos18_C,0.017718729,0.6145803
pos18_A,0.01187224,0.6917425
pos20_G,0.009214016,0.5854948
pos16_Dnase,0.008506096,1.6488092
pos13_Dnase,0.0079033235,1.5880084
pos1_G,0.0067815394,0.52942145
pos6_Dnase,0.00633248,1.3569679
pos19_Dnase,0.0059692278,1.0854752
pos7_Dnase,0.005453773,0.9877625
pos23_G,0.005406102,1.3667736
pos18_Dnase,0.005349446,1.2902201
pos14_G,0.0050048986,0.5410524
pos1_Dnase,0.004894108,0.8007115
pos20_Dnase,0.0047241165,0.85214055
pos5_Dnase,0.0046897144,1.1127203
pos14_Dnase,0.004465695,0.9239738
pos17_G,0.004456716,0.5849927
pos12_Dnase,0.0044504167,1.0909177
pos21_Dnase,0.004447054,0.9533978
pos10_Dnase,0.0044446164,0.9786605
pos1_C,0.00442252,0.54826367
pos16_C,0.0043645366,0.5017466
pos20_C,0.004356342,0.5366917
pos4_Dnase,0.0042672777,1.0642267
pos15_Dnase,0.0040145335,0.8748456
pos15_G,0.0040136417,0.4868908
pos14_T,0.0039422577,0.440478
pos16_G,0.003856338,0.50448906
pos9_Dnase,0.0038437876,0.89575803
pos12_A,0.0038012054,0.5276761
pos8_Dnase,0.0036959155,0.7919127
pos10_A,0.003640987,0.48090154
pos19_G,0.003637167,0.53110313
pos23_Dnase,0.003619323,0.81324637
pos18_G,0.0035730815,0.49440765
pos22_G,0.0035603957,0.80526024
pos6_G,0.003514657,0.4581852
pos3_Dnase,0.0034955805,0.78770554
pos17_Dnase,0.0034458134,0.86009675
pos3_C,0.0034397456,0.47805446
pos21_T,0.0033879294,0.5384652
pos22_Dnase,0.0033383141,0.96793556
pos11_C,0.0033047406,0.5438264
pos11_Dnase,0.003211606,0.77196246
pos2_Dnase,0.0030263092,0.8071438
pos17_A,0.0030030026,0.4483642
pos11_A,0.0029460802,0.49839348
pos8_C,0.0029147728,0.49083593
pos2_G,0.0028722393,0.49826708
pos21_A,0.0028655373,0.53453887
pos6_T,0.0027235015,0.465438
pos5_G,0.0026611532,0.5041767
pos7_G,0.0025345231,0.4767136
pos14_C,0.0025262316,0.49891648
pos21_G,0.002489932,0.3754806
pos12_T,0.0024877668,0.47906587
pos20_A,0.00247804,0.4771488
pos13_G,0.0024672232,0.5086405
pos15_T,0.002442432,0.41298422
pos19_A,0.0024379876,0.4558215
pos9_T,0.0024224764,0.480226
pos2_A,0.00235544,0.42946082
pos16_T,0.0023011905,0.38847017
pos19_C,0.0022964464,0.47846293
pos6_A,0.002150599,0.4816642
pos3_G,0.0021496457,0.4552277
pos15_A,0.0020645666,0.42136896
pos4_A,0.0020256545,0.419194
pos13_T,0.002005265,0.42174214
pos12_G,0.0019712993,0.39807114
pos4_C,0.0018928951,0.43212706
pos5_C,0.001836585,0.43716124
pos7_C,0.0018274329,0.4526639
pos5_A,0.0018096353,0.4114942
pos4_G,0.0017961243,0.4381513
pos15_C,0.0017866832,0.40000522
pos16_A,0.0017431056,0.39993367
pos9_A,0.001736352,0.3805546
pos10_T,0.0016989149,0.40892187
pos17_C,0.0016691495,0.432418
pos11_T,0.0016438885,0.39596146
pos3_T,0.0015880697,0.4068799
pos9_C,0.0015468689,0.4010261
pos12_C,0.0015269364,0.41218922
pos8_G,0.0014949614,0.42376313
pos13_C,0.0014639628,0.4293757
pos2_C,0.0014188597,0.3996843
pos3_A,0.0013575391,0.39227787
pos1_A,0.0013356085,0.37027222
pos10_G,0.0012785249,0.39267594
pos2_T,0.0012726386,0.35981748
pos19_T,0.0012689045,0.20777227
pos13_A,0.0012534714,0.3757937
pos7_T,0.0012322399,0.37620807
pos8_T,0.0012155413,0.35600868
pos6_C,0.001214942,0.4207899
pos8_A,0.0012042304,0.37759626
pos4_T,0.0011902703,0.37536007
pos14_A,0.0011721762,0.35806242
pos9_G,0.0011406268,0.37616193
pos7_A,0.0011394764,0.36780202
pos11_G,0.0011286268,0.41200706
pos1_T,0.0011089543,0.38274974
pos10_C,0.0010907564,0.40774223
pos17_T,0.0010455059,0.20312388
pos5_T,0.00095688837,0.36315316
pos20_T,0.00093583774,0.19471517
pos18_T,0.0009255587,0.22047755
pos21_C,0.000845191,0.28625646
pos16_RRBS,0.00032307615,0.103047885
pos17_RRBS,0.00030343907,0.09041305
pos6_RRBS,0.00023293319,0.09906466
pos1_RRBS,0.00019801794,0.087633416
pos22_RRBS,0.0001968635,0.12731797
pos14_RRBS,0.00015817797,0.10402568
pos12_RRBS,0.00011716388,0.07376866
pos13_RRBS,0.00010603014,0.08728412
pos21_RRBS,9.8881676e-05,0.113917306
pos10_RRBS,8.657081e-05,0.076631464
pos9_RRBS,7.810998e-05,0.06473729
pos4_RRBS,7.5959964e-05,0.0899936
pos5_RRBS,7.0126305e-05,0.07484648
pos18_RRBS,6.953553e-05,0.08835332
pos20_RRBS,6.54172e-05,0.08886602
pos8_RRBS,6.5105174e-05,0.07208958
pos2_RRBS,5.8812544e-05,0.07680394
pos3_RRBS,5.6880934e-05,0.07485866
