split_type,cell_line,model,environment_added,background,background_set,delta_r2_mean,delta_mae_mean,delta_rmse_mean,n_paired
mixed,none,cnn(7|3),h3k4me3,sequence_dnase,dnase,-0.003818,-0.001143,0.000299,4
mixed,none,cnn(7|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.004068,-0.000309,0.00034,4
mixed,none,cnn(7|3),h3k4me3,sequence_rrbs,rrbs,0.015042,-0.000455,-0.001296,4
mixed,none,cnn(7|3),rrbs,sequence,,-0.011996,0.00105,0.001034,4
mixed,none,cnn(7|3),rrbs,sequence_ctcf,ctcf,0.004852,-0.000258,-0.000451,4
mixed,none,cnn(7|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.008966,3.8e-05,-0.000769,4
mixed,none,cnn(7|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.003199,-1.1e-05,-0.000274,4
mixed,none,cnn(7|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000917,-0.000752,-6.7e-05,4
mixed,none,cnn(7|3),rrbs,sequence_dnase,dnase,-0.000134,-0.002188,-2e-06,4
mixed,none,cnn(7|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.000384,-0.001354,3.9e-05,4
mixed,none,cnn(7|3),rrbs,sequence_h3k4me3,h3k4me3,0.010678,-0.000244,-0.000932,4
mixed,none,linear,ctcf,sequence,,-0.001313,0.000179,0.000114,4
mixed,none,linear,ctcf,sequence_dnase,dnase,1.1330020225705198e+19,-5461697.914747,-274501264.133986,4
mixed,none,linear,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",4.23050641905349e+18,-3337401.926764,-167735576.381811,4
mixed,none,linear,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",3.690232091320314e+18,-2346090.239901,-117912917.702099,4
mixed,none,linear,ctcf,sequence_dnase_rrbs,"dnase,rrbs",5.239172631947264e+18,-3542213.138852,-178029250.202097,4
mixed,none,linear,ctcf,sequence_h3k4me3,h3k4me3,-0.001115,0.000173,9.7e-05,4
mixed,none,linear,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.001081,0.000157,9.4e-05,4
mixed,none,linear,ctcf,sequence_rrbs,rrbs,-0.001307,0.000175,0.000114,4
mixed,none,linear,dnase,sequence,,-1.1330020225705198e+19,5461697.914932,274501264.134075,4
mixed,none,linear,dnase,sequence_ctcf,ctcf,0.000283,5e-06,-2.5e-05,4
mixed,none,linear,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000264,-6e-06,-2.3e-05,4
mixed,none,linear,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-3.0600719432790125e+17,897590.302128,45112284.911495,4
mixed,none,linear,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-1.176102193972497e+16,175968.472094,8844057.030634,4
mixed,none,linear,dnase,sequence_h3k4me3,h3k4me3,-4.23050641905349e+18,3337401.92693,167735576.381885,4
mixed,none,linear,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-3.996239285648215e+18,3243680.542186,163025202.613688,4
mixed,none,linear,dnase,sequence_rrbs,rrbs,-5.250933653886989e+18,3718181.611121,186873307.232844,4
mixed,none,linear,h3k4me3,sequence,,-0.002025,6.6e-05,0.000173,4
mixed,none,linear,h3k4me3,sequence_ctcf,ctcf,-0.001827,6e-05,0.000156,4
mixed,none,linear,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.001845,4.9e-05,0.000158,4
mixed,none,linear,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-2.9424617238817626e+17,721621.830075,36268227.881021,4
mixed,none,linear,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.001874,4.1e-05,0.00016,4
mixed,none,linear,h3k4me3,sequence_dnase,dnase,7.099513806651707e+18,-2124295.987935,-106765687.752016,4
mixed,none,linear,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",1.2546943682387743e+18,-474501.068876,-23848104.618977,4
mixed,none,linear,h3k4me3,sequence_rrbs,rrbs,-0.002099,5.9e-05,0.00018,4
mixed,none,linear,rrbs,sequence,,-0.001147,-3.4e-05,0.0001,4
mixed,none,linear,rrbs,sequence_ctcf,ctcf,-0.001141,-3.9e-05,9.9e-05,4
mixed,none,linear,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-1.176102193972497e+16,175968.47205,8844057.030758,4
mixed,none,linear,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-3.0600719432790125e+17,897590.302076,45112284.911622,4
mixed,none,linear,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.001188,-5.8e-05,0.000103,4
mixed,none,linear,rrbs,sequence_dnase,dnase,6.079086571818208e+18,-1743516.303845,-87627956.901131,4
mixed,none,linear,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",2.3426713340527514e+17,-93721.384786,-4710373.768091,4
mixed,none,linear,rrbs,sequence_h3k4me3,h3k4me3,-0.001222,-4.2e-05,0.000106,4
mixed,none,mlp,ctcf,sequence,,0.002067,-0.000196,-0.000174,4
mixed,none,mlp,ctcf,sequence_dnase,dnase,0.00476,0.000384,-0.000403,4
mixed,none,mlp,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.000257,0.000178,1.8e-05,4
mixed,none,mlp,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.001979,0.000496,0.000164,4
mixed,none,mlp,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.00356,0.000832,-0.000303,4
mixed,none,mlp,ctcf,sequence_h3k4me3,h3k4me3,0.001655,0.00026,-0.000139,4
mixed,none,mlp,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.000624,0.000553,-4.6e-05,4
mixed,none,mlp,ctcf,sequence_rrbs,rrbs,-0.006115,0.000732,0.000527,4
mixed,none,mlp,dnase,sequence,,-0.001922,-0.000793,0.000172,4
mixed,none,mlp,dnase,sequence_ctcf,ctcf,0.000771,-0.000213,-5.6e-05,4
mixed,none,mlp,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.001449,0.000253,-0.000129,4
mixed,none,mlp,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.004233,-0.000793,-0.000371,4
mixed,none,mlp,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.008985,0.000867,-0.000766,4
mixed,none,mlp,dnase,sequence_h3k4me3,h3k4me3,0.003361,0.000335,-0.000286,4
mixed,none,mlp,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.006836,-0.000737,-0.000581,4
mixed,none,mlp,dnase,sequence_rrbs,rrbs,-0.00069,0.000766,6.4e-05,4
mixed,none,mlp,h3k4me3,sequence,,0.000612,-0.000768,-4.8e-05,4
mixed,none,mlp,h3k4me3,sequence_ctcf,ctcf,0.000201,-0.000313,-1.3e-05,4
mixed,none,mlp,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.000878,0.000153,-8.5e-05,4
mixed,none,mlp,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.000174,-0.001279,-1.8e-05,4
mixed,none,mlp,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.004927,0.000381,-0.000413,4
mixed,none,mlp,h3k4me3,sequence_dnase,dnase,0.005896,0.00036,-0.000506,4
mixed,none,mlp,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.005714,-0.000943,-0.000485,4
mixed,none,mlp,h3k4me3,sequence_rrbs,rrbs,-0.001812,0.00056,0.00016,4
mixed,none,mlp,rrbs,sequence,,0.000762,-0.000497,-6.4e-05,4
mixed,none,mlp,rrbs,sequence_ctcf,ctcf,-0.00742,0.000431,0.000637,4
mixed,none,mlp,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.000794,0.00151,-7.2e-05,4
mixed,none,mlp,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",9.1e-05,7.8e-05,-5e-06,4
mixed,none,mlp,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.002693,0.001125,0.000237,4
mixed,none,mlp,rrbs,sequence_dnase,dnase,0.001994,0.001062,-0.000172,4
mixed,none,mlp,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.001813,-0.00024,-0.000151,4
mixed,none,mlp,rrbs,sequence_h3k4me3,h3k4me3,-0.001662,0.000832,0.000144,4
mixed,none,transformer,ctcf,sequence,,-0.004106,-0.001024,0.000357,4
mixed,none,transformer,ctcf,sequence_dnase,dnase,-0.007686,-0.000339,0.000677,4
mixed,none,transformer,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.001608,0.001667,0.000144,4
mixed,none,transformer,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.005991,-4.3e-05,0.000523,4
mixed,none,transformer,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.001623,-0.000644,0.000157,4
mixed,none,transformer,ctcf,sequence_h3k4me3,h3k4me3,0.002124,-2e-05,-0.000176,4
mixed,none,transformer,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.001538,-0.001323,-0.000121,4
mixed,none,transformer,ctcf,sequence_rrbs,rrbs,-0.007096,2.9e-05,0.000615,4
mixed,none,transformer,dnase,sequence,,0.000977,-0.000399,-8.7e-05,4
mixed,none,transformer,dnase,sequence_ctcf,ctcf,-0.002604,0.000286,0.000233,4
mixed,none,transformer,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.004068,0.000363,-0.00035,4
mixed,none,transformer,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.005536,0.001072,0.000478,4
mixed,none,transformer,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.0055,-0.000396,-0.000483,4
mixed,none,transformer,dnase,sequence_h3k4me3,h3k4me3,0.0078,-0.001324,-0.00067,4
mixed,none,transformer,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.001993,-0.000208,-0.000165,4
mixed,none,transformer,dnase,sequence_rrbs,rrbs,2.7e-05,0.000277,-2.5e-05,4
mixed,none,transformer,h3k4me3,sequence,,-0.005621,-0.000274,0.000486,4
mixed,none,transformer,h3k4me3,sequence_ctcf,ctcf,0.000609,0.000729,-4.8e-05,4
mixed,none,transformer,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.007281,0.000807,-0.000631,4
mixed,none,transformer,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.003618,0.00049,0.000315,4
mixed,none,transformer,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.007418,-0.000977,-0.000646,4
mixed,none,transformer,h3k4me3,sequence_dnase,dnase,0.001202,-0.001199,-9.7e-05,4
mixed,none,transformer,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.00075,-0.000111,-5.1e-05,4
mixed,none,transformer,h3k4me3,sequence_rrbs,rrbs,-0.001215,0.000374,9e-05,4
mixed,none,transformer,rrbs,sequence,,-0.002712,-0.000246,0.000243,4
mixed,none,transformer,rrbs,sequence_ctcf,ctcf,-0.005702,0.000807,0.000501,4
mixed,none,transformer,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.002401,0.000125,-0.000216,4
mixed,none,transformer,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.008498,-0.000192,0.00073,4
mixed,none,transformer,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.001107,-0.0009,-9.8e-05,4
mixed,none,transformer,rrbs,sequence_dnase,dnase,-0.003662,0.00043,0.000305,4
mixed,none,transformer,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.004114,0.001519,0.000351,4
mixed,none,transformer,rrbs,sequence_h3k4me3,h3k4me3,0.001693,0.000402,-0.000153,4
mixed,none,xgboost,ctcf,sequence,,-0.000628,-9.1e-05,5.4e-05,4
mixed,none,xgboost,ctcf,sequence_dnase,dnase,0.002781,-0.000375,-0.000237,4
mixed,none,xgboost,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.002352,-0.000227,-0.000205,4
mixed,none,xgboost,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.002325,-0.000197,-0.000202,4
mixed,none,xgboost,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.001893,-9.6e-05,-0.000155,4
mixed,none,xgboost,ctcf,sequence_h3k4me3,h3k4me3,-7.2e-05,7e-06,5e-06,4
mixed,none,xgboost,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.003586,-0.000233,-0.000307,4
mixed,none,xgboost,ctcf,sequence_rrbs,rrbs,-6e-05,0.000149,6e-06,4
mixed,none,xgboost,dnase,sequence,,-0.003879,0.000329,0.000332,4
mixed,none,xgboost,dnase,sequence_ctcf,ctcf,-0.000471,4.5e-05,4.2e-05,4
mixed,none,xgboost,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.003641,-0.000281,-0.000316,4
mixed,none,xgboost,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.00011,-9.5e-05,8e-06,4
mixed,none,xgboost,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.001471,-7.1e-05,-0.000122,4
mixed,none,xgboost,dnase,sequence_h3k4me3,h3k4me3,0.001216,-4.7e-05,-0.000106,4
mixed,none,xgboost,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.001152,-0.000131,-9.6e-05,4
mixed,none,xgboost,dnase,sequence_rrbs,rrbs,-0.000482,0.000174,4e-05,4
mixed,none,xgboost,h3k4me3,sequence,,-0.003354,0.000197,0.00029,4
mixed,none,xgboost,h3k4me3,sequence_ctcf,ctcf,-0.002799,0.000295,0.000241,4
mixed,none,xgboost,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.001313,-3.1e-05,-0.000116,4
mixed,none,xgboost,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.001077,-0.000105,8.9e-05,4
mixed,none,xgboost,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.000503,-8.1e-05,-4.1e-05,4
mixed,none,xgboost,h3k4me3,sequence_dnase,dnase,0.001741,-0.000179,-0.000149,4
mixed,none,xgboost,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.001509,-3e-06,0.000136,4
mixed,none,xgboost,h3k4me3,sequence_rrbs,rrbs,-0.003142,0.000301,0.000272,4
mixed,none,xgboost,rrbs,sequence,,-0.00118,-0.00012,9.9e-05,4
mixed,none,xgboost,rrbs,sequence_ctcf,ctcf,-0.000611,0.00012,5.2e-05,4
mixed,none,xgboost,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.00133,5e-06,-0.000111,4
mixed,none,xgboost,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.00106,-6.9e-05,9.4e-05,4
mixed,none,xgboost,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.002691,-0.000256,-0.000231,4
mixed,none,xgboost,rrbs,sequence_dnase,dnase,0.002218,-0.000275,-0.000193,4
mixed,none,xgboost,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.001032,-0.0001,9.1e-05,4
mixed,none,xgboost,rrbs,sequence_h3k4me3,h3k4me3,-0.000967,-1.6e-05,8.1e-05,4
single,hct116,cnn(3|3),ctcf,sequence,,0.014383,-0.000987,-0.001357,1
single,hct116,cnn(3|3),ctcf,sequence_dnase,dnase,0.005468,-0.001391,-0.00051,1
single,hct116,cnn(3|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.014933,-0.000154,-0.001387,1
single,hct116,cnn(3|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.01477,-0.000417,-0.001379,1
single,hct116,cnn(3|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.005303,-0.001204,-0.000498,1
single,hct116,cnn(3|3),ctcf,sequence_h3k4me3,h3k4me3,-0.012029,0.000482,0.001121,1
single,hct116,cnn(3|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.01061,0.00046,0.000994,1
single,hct116,cnn(3|3),ctcf,sequence_rrbs,rrbs,0.009279,-0.000231,-0.000872,1
single,hct116,cnn(3|3),dnase,sequence,,-0.016978,0.00035,0.001588,1
single,hct116,cnn(3|3),dnase,sequence_ctcf,ctcf,-0.025892,-5.4e-05,0.002435,1
single,hct116,cnn(3|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.007478,0.000656,-0.000696,1
single,hct116,cnn(3|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.006459,-0.000667,-0.000604,1
single,hct116,cnn(3|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.003288,-0.001017,0.000309,1
single,hct116,cnn(3|3),dnase,sequence_h3k4me3,h3k4me3,-0.019484,0.001292,0.001812,1
single,hct116,cnn(3|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.018921,0.00021,0.001768,1
single,hct116,cnn(3|3),dnase,sequence_rrbs,rrbs,0.000688,-4.5e-05,-6.4e-05,1
single,hct116,cnn(3|3),h3k4me3,sequence,,-0.009366,-0.000647,0.000878,1
single,hct116,cnn(3|3),h3k4me3,sequence_ctcf,ctcf,-0.035778,0.000822,0.003355,1
single,hct116,cnn(3|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.002407,0.001532,0.000225,1
single,hct116,cnn(3|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.005501,0.002818,0.000516,1
single,hct116,cnn(3|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.015248,0.002468,0.00143,1
single,hct116,cnn(3|3),h3k4me3,sequence_dnase,dnase,-0.011872,0.000296,0.001102,1
single,hct116,cnn(3|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.014968,0.002031,0.001397,1
single,hct116,cnn(3|3),h3k4me3,sequence_rrbs,rrbs,0.004641,0.001777,-0.000435,1
single,hct116,cnn(3|3),rrbs,sequence,,-0.005245,-0.001546,0.000492,1
single,hct116,cnn(3|3),rrbs,sequence_ctcf,ctcf,-0.010348,-0.00079,0.000977,1
single,hct116,cnn(3|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.012256,-0.001754,-0.001148,1
single,hct116,cnn(3|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.009162,-0.000468,-0.000857,1
single,hct116,cnn(3|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.010181,0.000855,-0.000948,1
single,hct116,cnn(3|3),rrbs,sequence_dnase,dnase,0.012421,-0.001941,-0.00116,1
single,hct116,cnn(3|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.009325,-0.000205,-0.000865,1
single,hct116,cnn(3|3),rrbs,sequence_h3k4me3,h3k4me3,0.008762,0.000877,-0.000821,1
single,hct116,cnn(5|3),ctcf,sequence,,-0.016915,-0.0017,0.001612,1
single,hct116,cnn(5|3),ctcf,sequence_dnase,dnase,0.009118,0.003559,-0.000866,1
single,hct116,cnn(5|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.009539,-0.003451,-0.000911,1
single,hct116,cnn(5|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.009486,0.001498,0.000898,1
single,hct116,cnn(5|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.021093,0.000676,0.002012,1
single,hct116,cnn(5|3),ctcf,sequence_h3k4me3,h3k4me3,-0.007406,0.0006,0.000703,1
single,hct116,cnn(5|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.019528,-0.001398,-0.001832,1
single,hct116,cnn(5|3),ctcf,sequence_rrbs,rrbs,0.034748,0.002429,-0.003328,1
single,hct116,cnn(5|3),dnase,sequence,,-0.018122,-0.000975,0.001726,1
single,hct116,cnn(5|3),dnase,sequence_ctcf,ctcf,0.007911,0.004284,-0.000752,1
single,hct116,cnn(5|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.019448,-0.001731,-0.001852,1
single,hct116,cnn(5|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.001143,0.003261,-0.000108,1
single,hct116,cnn(5|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.03498,0.001525,0.00335,1
single,hct116,cnn(5|3),dnase,sequence_h3k4me3,h3k4me3,0.002503,0.002321,-0.000238,1
single,hct116,cnn(5|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.030156,0.000364,-0.002837,1
single,hct116,cnn(5|3),dnase,sequence_rrbs,rrbs,0.02086,0.003278,-0.00199,1
single,hct116,cnn(5|3),h3k4me3,sequence,,-0.012279,0.001034,0.001172,1
single,hct116,cnn(5|3),h3k4me3,sequence_ctcf,ctcf,-0.00277,0.003334,0.000263,1
single,hct116,cnn(5|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.008768,-0.002681,-0.000837,1
single,hct116,cnn(5|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.008785,-0.000484,0.000831,1
single,hct116,cnn(5|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.044908,-0.00222,0.004289,1
single,hct116,cnn(5|3),h3k4me3,sequence_dnase,dnase,0.008346,0.004329,-0.000793,1
single,hct116,cnn(5|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.020393,-0.001306,0.001946,1
single,hct116,cnn(5|3),h3k4me3,sequence_rrbs,rrbs,-0.029689,0.001608,0.002793,1
single,hct116,cnn(5|3),rrbs,sequence,,-0.016812,-0.001851,0.001602,1
single,hct116,cnn(5|3),rrbs,sequence_ctcf,ctcf,0.03485,0.002279,-0.003338,1
single,hct116,cnn(5|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.008041,-0.000481,0.000764,1
single,hct116,cnn(5|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.025594,0.001716,0.002433,1
single,hct116,cnn(5|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.007288,-0.003275,0.000689,1
single,hct116,cnn(5|3),rrbs,sequence_dnase,dnase,0.02217,0.002402,-0.002114,1
single,hct116,cnn(5|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.006568,-0.003233,0.000624,1
single,hct116,cnn(5|3),rrbs,sequence_h3k4me3,h3k4me3,-0.034221,-0.001277,0.003224,1
single,hct116,cnn(7|3),ctcf,sequence,,0.028611,-0.001645,-0.002761,1
single,hct116,cnn(7|3),ctcf,sequence_dnase,dnase,-0.004659,0.0005,0.000455,1
single,hct116,cnn(7|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.015788,-0.002005,-0.001539,1
single,hct116,cnn(7|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.008083,-0.002546,0.000789,1
single,hct116,cnn(7|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.00572,0.005227,0.000557,1
single,hct116,cnn(7|3),ctcf,sequence_h3k4me3,h3k4me3,0.009637,0.000903,-0.000932,1
single,hct116,cnn(7|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.020492,9.4e-05,-0.001994,1
single,hct116,cnn(7|3),ctcf,sequence_rrbs,rrbs,0.020698,-0.002539,-0.001986,1
single,hct116,cnn(7|3),dnase,sequence,,0.038688,-0.003486,-0.003744,1
single,hct116,cnn(7|3),dnase,sequence_ctcf,ctcf,0.005418,-0.001341,-0.000528,1
single,hct116,cnn(7|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.016269,-0.000576,-0.001586,1
single,hct116,cnn(7|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.008708,-0.002203,0.00085,1
single,hct116,cnn(7|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.011912,0.004862,-0.001153,1
single,hct116,cnn(7|3),dnase,sequence_h3k4me3,h3k4me3,0.010118,0.002333,-0.000979,1
single,hct116,cnn(7|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.019867,0.000437,-0.001933,1
single,hct116,cnn(7|3),dnase,sequence_rrbs,rrbs,0.03833,-0.002905,-0.003696,1
single,hct116,cnn(7|3),h3k4me3,sequence,,0.013803,-0.003862,-0.001326,1
single,hct116,cnn(7|3),h3k4me3,sequence_ctcf,ctcf,-0.00517,-0.001314,0.000502,1
single,hct116,cnn(7|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.00568,-0.000548,-0.000555,1
single,hct116,cnn(7|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.003853,-0.006253,-0.000375,1
single,hct116,cnn(7|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.024473,0.000811,-0.002378,1
single,hct116,cnn(7|3),h3k4me3,sequence_dnase,dnase,-0.014767,0.001957,0.001439,1
single,hct116,cnn(7|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.006216,0.00152,-0.000607,1
single,hct116,cnn(7|3),h3k4me3,sequence_rrbs,rrbs,0.024679,-0.001822,-0.00237,1
single,hct116,cnn(7|3),rrbs,sequence,,-0.00633,-0.001869,0.000605,1
single,hct116,cnn(7|3),rrbs,sequence_ctcf,ctcf,-0.014242,-0.002763,0.00138,1
single,hct116,cnn(7|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.007749,0.00344,0.000755,1
single,hct116,cnn(7|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.009576,-0.002265,0.000935,1
single,hct116,cnn(7|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.015401,-0.000638,-0.001501,1
single,hct116,cnn(7|3),rrbs,sequence_dnase,dnase,-0.006688,-0.001288,0.000653,1
single,hct116,cnn(7|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.014295,-0.001725,-0.001393,1
single,hct116,cnn(7|3),rrbs,sequence_h3k4me3,h3k4me3,0.004546,0.000171,-0.000439,1
single,hct116,linear,ctcf,sequence,,-0.013757,0.00067,0.001326,1
single,hct116,linear,ctcf,sequence_dnase,dnase,-0.013795,0.000897,0.00133,1
single,hct116,linear,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.01452,0.001025,0.001397,1
single,hct116,linear,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.014705,0.000974,0.001414,1
single,hct116,linear,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.013721,0.000908,0.001321,1
single,hct116,linear,ctcf,sequence_h3k4me3,h3k4me3,-0.014445,0.000895,0.00139,1
single,hct116,linear,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.01447,0.00088,0.00139,1
single,hct116,linear,ctcf,sequence_rrbs,rrbs,-0.013666,0.000765,0.001315,1
single,hct116,linear,dnase,sequence,,0.000436,-0.000151,-4.2e-05,1
