motif_id,comparison_type,group,n_supporting,n_total,supporting_members,shared_with,similarity,status,reason
motif_cnn53_hct116_sequence_cnn_ig_240,cnn_kernel_variant,sequence|cnn_ig,8,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hl60_sequence_cnn_ig_394;cnn33:motif_cnn33_hl60_sequence_cnn_ig_458;cnn53:motif_cnn53_hl60_sequence_cnn_ig_393;cnn53:motif_cnn53_hl60_sequence_cnn_ig_398;cnn73:motif_cnn73_hct116_sequence_cnn_ig_242;cnn73:motif_cnn73_hl60_sequence_cnn_ig_401;cnn73:motif_cnn73_hl60_sequence_cnn_ig_403,1.0,ok,
motif_cnn73_hct116_sequence_cnn_ig_242,cnn_kernel_variant,sequence|cnn_ig,8,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hl60_sequence_cnn_ig_394;cnn33:motif_cnn33_hl60_sequence_cnn_ig_458;cnn53:motif_cnn53_hct116_sequence_cnn_ig_240;cnn53:motif_cnn53_hl60_sequence_cnn_ig_393;cnn53:motif_cnn53_hl60_sequence_cnn_ig_398;cnn73:motif_cnn73_hl60_sequence_cnn_ig_401;cnn73:motif_cnn73_hl60_sequence_cnn_ig_403,1.0,ok,
motif_cnn33_hl60_sequence_cnn_ig_248,cnn_kernel_variant,sequence|cnn_ig,21,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_072;cnn33:motif_cnn33_hct116_sequence_cnn_ig_074;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_205;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_208;cnn33:motif_cnn33_hela_sequence_cnn_ig_001;cnn53:motif_cnn53_hct116_sequence_cnn_ig_076;cnn53:motif_cnn53_hct116_sequence_cnn_ig_078;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_209;cnn53:motif_cnn53_hela_sequence_cnn_ig_003;cnn53:motif_cnn53_hela_sequence_cnn_ig_010;cnn53:motif_cnn53_hl60_sequence_cnn_ig_251;cnn53:motif_cnn53_hl60_sequence_cnn_ig_254;cnn73:motif_cnn73_hct116_sequence_cnn_ig_080;cnn73:motif_cnn73_hct116_sequence_cnn_ig_082;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_212;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_214;cnn73:motif_cnn73_hela_sequence_cnn_ig_005;cnn73:motif_cnn73_hela_sequence_cnn_ig_007;cnn73:motif_cnn73_hl60_sequence_cnn_ig_256;cnn73:motif_cnn73_hl60_sequence_cnn_ig_258,1.0,ok,
motif_cnn53_hl60_sequence_cnn_ig_251,cnn_kernel_variant,sequence|cnn_ig,21,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_072;cnn33:motif_cnn33_hct116_sequence_cnn_ig_074;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_205;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_208;cnn33:motif_cnn33_hela_sequence_cnn_ig_001;cnn33:motif_cnn33_hl60_sequence_cnn_ig_248;cnn53:motif_cnn53_hct116_sequence_cnn_ig_076;cnn53:motif_cnn53_hct116_sequence_cnn_ig_078;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_209;cnn53:motif_cnn53_hela_sequence_cnn_ig_003;cnn53:motif_cnn53_hela_sequence_cnn_ig_010;cnn53:motif_cnn53_hl60_sequence_cnn_ig_254;cnn73:motif_cnn73_hct116_sequence_cnn_ig_080;cnn73:motif_cnn73_hct116_sequence_cnn_ig_082;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_212;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_214;cnn73:motif_cnn73_hela_sequence_cnn_ig_005;cnn73:motif_cnn73_hela_sequence_cnn_ig_007;cnn73:motif_cnn73_hl60_sequence_cnn_ig_256;cnn73:motif_cnn73_hl60_sequence_cnn_ig_258,1.0,ok,
motif_cnn53_hek293t_sequence_cnn_ig_252,cnn_kernel_variant,sequence|cnn_ig,23,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_095;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_225;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_228;cnn33:motif_cnn33_hela_sequence_cnn_ig_012;cnn33:motif_cnn33_hela_sequence_cnn_ig_013;cnn33:motif_cnn33_hl60_sequence_cnn_ig_311;cnn33:motif_cnn33_hl60_sequence_cnn_ig_314;cnn53:motif_cnn53_hct116_sequence_cnn_ig_098;cnn53:motif_cnn53_hct116_sequence_cnn_ig_100;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_230;cnn53:motif_cnn53_hela_sequence_cnn_ig_015;cnn53:motif_cnn53_hela_sequence_cnn_ig_024;cnn53:motif_cnn53_hl60_sequence_cnn_ig_316;cnn53:motif_cnn53_hl60_sequence_cnn_ig_344;cnn73:motif_cnn73_hct116_sequence_cnn_ig_102;cnn73:motif_cnn73_hct116_sequence_cnn_ig_104;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_234;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_236;cnn73:motif_cnn73_hela_sequence_cnn_ig_018;cnn73:motif_cnn73_hela_sequence_cnn_ig_020;cnn73:motif_cnn73_hl60_sequence_cnn_ig_318;cnn73:motif_cnn73_hl60_sequence_cnn_ig_320,1.0,ok,
motif_cnn53_hl60_sequence_cnn_ig_254,cnn_kernel_variant,sequence|cnn_ig,21,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_072;cnn33:motif_cnn33_hct116_sequence_cnn_ig_074;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_205;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_208;cnn33:motif_cnn33_hela_sequence_cnn_ig_001;cnn33:motif_cnn33_hl60_sequence_cnn_ig_248;cnn53:motif_cnn53_hct116_sequence_cnn_ig_076;cnn53:motif_cnn53_hct116_sequence_cnn_ig_078;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_209;cnn53:motif_cnn53_hela_sequence_cnn_ig_003;cnn53:motif_cnn53_hela_sequence_cnn_ig_010;cnn53:motif_cnn53_hl60_sequence_cnn_ig_251;cnn73:motif_cnn73_hct116_sequence_cnn_ig_080;cnn73:motif_cnn73_hct116_sequence_cnn_ig_082;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_212;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_214;cnn73:motif_cnn73_hela_sequence_cnn_ig_005;cnn73:motif_cnn73_hela_sequence_cnn_ig_007;cnn73:motif_cnn73_hl60_sequence_cnn_ig_256;cnn73:motif_cnn73_hl60_sequence_cnn_ig_258,1.0,ok,
motif_cnn73_hl60_sequence_cnn_ig_256,cnn_kernel_variant,sequence|cnn_ig,21,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_072;cnn33:motif_cnn33_hct116_sequence_cnn_ig_074;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_205;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_208;cnn33:motif_cnn33_hela_sequence_cnn_ig_001;cnn33:motif_cnn33_hl60_sequence_cnn_ig_248;cnn53:motif_cnn53_hct116_sequence_cnn_ig_076;cnn53:motif_cnn53_hct116_sequence_cnn_ig_078;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_209;cnn53:motif_cnn53_hela_sequence_cnn_ig_003;cnn53:motif_cnn53_hela_sequence_cnn_ig_010;cnn53:motif_cnn53_hl60_sequence_cnn_ig_251;cnn53:motif_cnn53_hl60_sequence_cnn_ig_254;cnn73:motif_cnn73_hct116_sequence_cnn_ig_080;cnn73:motif_cnn73_hct116_sequence_cnn_ig_082;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_212;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_214;cnn73:motif_cnn73_hela_sequence_cnn_ig_005;cnn73:motif_cnn73_hela_sequence_cnn_ig_007;cnn73:motif_cnn73_hl60_sequence_cnn_ig_258,1.0,ok,
motif_cnn73_hl60_sequence_cnn_ig_258,cnn_kernel_variant,sequence|cnn_ig,21,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_072;cnn33:motif_cnn33_hct116_sequence_cnn_ig_074;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_205;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_208;cnn33:motif_cnn33_hela_sequence_cnn_ig_001;cnn33:motif_cnn33_hl60_sequence_cnn_ig_248;cnn53:motif_cnn53_hct116_sequence_cnn_ig_076;cnn53:motif_cnn53_hct116_sequence_cnn_ig_078;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_209;cnn53:motif_cnn53_hela_sequence_cnn_ig_003;cnn53:motif_cnn53_hela_sequence_cnn_ig_010;cnn53:motif_cnn53_hl60_sequence_cnn_ig_251;cnn53:motif_cnn53_hl60_sequence_cnn_ig_254;cnn73:motif_cnn73_hct116_sequence_cnn_ig_080;cnn73:motif_cnn73_hct116_sequence_cnn_ig_082;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_212;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_214;cnn73:motif_cnn73_hela_sequence_cnn_ig_005;cnn73:motif_cnn73_hela_sequence_cnn_ig_007;cnn73:motif_cnn73_hl60_sequence_cnn_ig_256,1.0,ok,
motif_cnn33_hek293t_sequence_cnn_ig_261,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_126;cnn33:motif_cnn33_hct116_sequence_cnn_ig_128;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_263;cnn33:motif_cnn33_hela_sequence_cnn_ig_033;cnn33:motif_cnn33_hela_sequence_cnn_ig_066;cnn33:motif_cnn33_hl60_sequence_cnn_ig_335;cnn33:motif_cnn33_hl60_sequence_cnn_ig_416;cnn53:motif_cnn53_hct116_sequence_cnn_ig_129;cnn53:motif_cnn53_hct116_sequence_cnn_ig_152;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_264;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_273;cnn53:motif_cnn53_hela_sequence_cnn_ig_036;cnn53:motif_cnn53_hela_sequence_cnn_ig_042;cnn53:motif_cnn53_hl60_sequence_cnn_ig_338;cnn53:motif_cnn53_hl60_sequence_cnn_ig_442;cnn73:motif_cnn73_hct116_sequence_cnn_ig_131;cnn73:motif_cnn73_hct116_sequence_cnn_ig_133;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_266;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_268;cnn73:motif_cnn73_hela_sequence_cnn_ig_038;cnn73:motif_cnn73_hela_sequence_cnn_ig_040;cnn73:motif_cnn73_hl60_sequence_cnn_ig_340;cnn73:motif_cnn73_hl60_sequence_cnn_ig_342,1.0,ok,
motif_cnn33_hek293t_sequence_cnn_ig_263,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_126;cnn33:motif_cnn33_hct116_sequence_cnn_ig_128;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_261;cnn33:motif_cnn33_hela_sequence_cnn_ig_033;cnn33:motif_cnn33_hela_sequence_cnn_ig_066;cnn33:motif_cnn33_hl60_sequence_cnn_ig_335;cnn33:motif_cnn33_hl60_sequence_cnn_ig_416;cnn53:motif_cnn53_hct116_sequence_cnn_ig_129;cnn53:motif_cnn53_hct116_sequence_cnn_ig_152;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_264;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_273;cnn53:motif_cnn53_hela_sequence_cnn_ig_036;cnn53:motif_cnn53_hela_sequence_cnn_ig_042;cnn53:motif_cnn53_hl60_sequence_cnn_ig_338;cnn53:motif_cnn53_hl60_sequence_cnn_ig_442;cnn73:motif_cnn73_hct116_sequence_cnn_ig_131;cnn73:motif_cnn73_hct116_sequence_cnn_ig_133;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_266;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_268;cnn73:motif_cnn73_hela_sequence_cnn_ig_038;cnn73:motif_cnn73_hela_sequence_cnn_ig_040;cnn73:motif_cnn73_hl60_sequence_cnn_ig_340;cnn73:motif_cnn73_hl60_sequence_cnn_ig_342,1.0,ok,
motif_cnn53_hek293t_sequence_cnn_ig_264,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_126;cnn33:motif_cnn33_hct116_sequence_cnn_ig_128;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_261;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_263;cnn33:motif_cnn33_hela_sequence_cnn_ig_033;cnn33:motif_cnn33_hela_sequence_cnn_ig_066;cnn33:motif_cnn33_hl60_sequence_cnn_ig_335;cnn33:motif_cnn33_hl60_sequence_cnn_ig_416;cnn53:motif_cnn53_hct116_sequence_cnn_ig_129;cnn53:motif_cnn53_hct116_sequence_cnn_ig_152;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_273;cnn53:motif_cnn53_hela_sequence_cnn_ig_036;cnn53:motif_cnn53_hela_sequence_cnn_ig_042;cnn53:motif_cnn53_hl60_sequence_cnn_ig_338;cnn53:motif_cnn53_hl60_sequence_cnn_ig_442;cnn73:motif_cnn73_hct116_sequence_cnn_ig_131;cnn73:motif_cnn73_hct116_sequence_cnn_ig_133;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_266;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_268;cnn73:motif_cnn73_hela_sequence_cnn_ig_038;cnn73:motif_cnn73_hela_sequence_cnn_ig_040;cnn73:motif_cnn73_hl60_sequence_cnn_ig_340;cnn73:motif_cnn73_hl60_sequence_cnn_ig_342,1.0,ok,
motif_cnn73_hek293t_sequence_cnn_ig_266,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_126;cnn33:motif_cnn33_hct116_sequence_cnn_ig_128;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_261;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_263;cnn33:motif_cnn33_hela_sequence_cnn_ig_033;cnn33:motif_cnn33_hela_sequence_cnn_ig_066;cnn33:motif_cnn33_hl60_sequence_cnn_ig_335;cnn33:motif_cnn33_hl60_sequence_cnn_ig_416;cnn53:motif_cnn53_hct116_sequence_cnn_ig_129;cnn53:motif_cnn53_hct116_sequence_cnn_ig_152;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_264;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_273;cnn53:motif_cnn53_hela_sequence_cnn_ig_036;cnn53:motif_cnn53_hela_sequence_cnn_ig_042;cnn53:motif_cnn53_hl60_sequence_cnn_ig_338;cnn53:motif_cnn53_hl60_sequence_cnn_ig_442;cnn73:motif_cnn73_hct116_sequence_cnn_ig_131;cnn73:motif_cnn73_hct116_sequence_cnn_ig_133;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_268;cnn73:motif_cnn73_hela_sequence_cnn_ig_038;cnn73:motif_cnn73_hela_sequence_cnn_ig_040;cnn73:motif_cnn73_hl60_sequence_cnn_ig_340;cnn73:motif_cnn73_hl60_sequence_cnn_ig_342,1.0,ok,
motif_cnn73_hek293t_sequence_cnn_ig_268,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_126;cnn33:motif_cnn33_hct116_sequence_cnn_ig_128;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_261;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_263;cnn33:motif_cnn33_hela_sequence_cnn_ig_033;cnn33:motif_cnn33_hela_sequence_cnn_ig_066;cnn33:motif_cnn33_hl60_sequence_cnn_ig_335;cnn33:motif_cnn33_hl60_sequence_cnn_ig_416;cnn53:motif_cnn53_hct116_sequence_cnn_ig_129;cnn53:motif_cnn53_hct116_sequence_cnn_ig_152;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_264;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_273;cnn53:motif_cnn53_hela_sequence_cnn_ig_036;cnn53:motif_cnn53_hela_sequence_cnn_ig_042;cnn53:motif_cnn53_hl60_sequence_cnn_ig_338;cnn53:motif_cnn53_hl60_sequence_cnn_ig_442;cnn73:motif_cnn73_hct116_sequence_cnn_ig_131;cnn73:motif_cnn73_hct116_sequence_cnn_ig_133;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_266;cnn73:motif_cnn73_hela_sequence_cnn_ig_038;cnn73:motif_cnn73_hela_sequence_cnn_ig_040;cnn73:motif_cnn73_hl60_sequence_cnn_ig_340;cnn73:motif_cnn73_hl60_sequence_cnn_ig_342,1.0,ok,
motif_cnn53_hl60_sequence_cnn_ig_269,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_136;cnn33:motif_cnn33_hct116_sequence_cnn_ig_176;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_290;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_292;cnn33:motif_cnn33_hela_sequence_cnn_ig_025;cnn33:motif_cnn33_hela_sequence_cnn_ig_065;cnn33:motif_cnn33_hl60_sequence_cnn_ig_275;cnn33:motif_cnn33_hl60_sequence_cnn_ig_405;cnn53:motif_cnn53_hct116_sequence_cnn_ig_112;cnn53:motif_cnn53_hct116_sequence_cnn_ig_113;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_293;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_333;cnn53:motif_cnn53_hela_sequence_cnn_ig_027;cnn53:motif_cnn53_hela_sequence_cnn_ig_067;cnn53:motif_cnn53_hl60_sequence_cnn_ig_278;cnn73:motif_cnn73_hct116_sequence_cnn_ig_115;cnn73:motif_cnn73_hct116_sequence_cnn_ig_117;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_295;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_297;cnn73:motif_cnn73_hela_sequence_cnn_ig_029;cnn73:motif_cnn73_hela_sequence_cnn_ig_031;cnn73:motif_cnn73_hl60_sequence_cnn_ig_281;cnn73:motif_cnn73_hl60_sequence_cnn_ig_284,1.0,ok,
motif_cnn33_hct116_sequence_cnn_ig_270,cnn_kernel_variant,sequence|cnn_ig,10,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_223;cnn33:motif_cnn33_hct116_sequence_cnn_ig_271;cnn53:motif_cnn53_hct116_sequence_cnn_ig_229;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_507;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_522;cnn53:motif_cnn53_hela_sequence_cnn_ig_121;cnn73:motif_cnn73_hct116_sequence_cnn_ig_232;cnn73:motif_cnn73_hela_sequence_cnn_ig_123;cnn73:motif_cnn73_hela_sequence_cnn_ig_125,1.0,ok,
motif_cnn33_hct116_sequence_cnn_ig_271,cnn_kernel_variant,sequence|cnn_ig,10,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_223;cnn33:motif_cnn33_hct116_sequence_cnn_ig_270;cnn53:motif_cnn53_hct116_sequence_cnn_ig_229;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_507;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_522;cnn53:motif_cnn53_hela_sequence_cnn_ig_121;cnn73:motif_cnn73_hct116_sequence_cnn_ig_232;cnn73:motif_cnn73_hela_sequence_cnn_ig_123;cnn73:motif_cnn73_hela_sequence_cnn_ig_125,1.0,ok,
motif_cnn53_hek293t_sequence_cnn_ig_273,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_126;cnn33:motif_cnn33_hct116_sequence_cnn_ig_128;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_261;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_263;cnn33:motif_cnn33_hela_sequence_cnn_ig_033;cnn33:motif_cnn33_hela_sequence_cnn_ig_066;cnn33:motif_cnn33_hl60_sequence_cnn_ig_335;cnn33:motif_cnn33_hl60_sequence_cnn_ig_416;cnn53:motif_cnn53_hct116_sequence_cnn_ig_129;cnn53:motif_cnn53_hct116_sequence_cnn_ig_152;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_264;cnn53:motif_cnn53_hela_sequence_cnn_ig_036;cnn53:motif_cnn53_hela_sequence_cnn_ig_042;cnn53:motif_cnn53_hl60_sequence_cnn_ig_338;cnn53:motif_cnn53_hl60_sequence_cnn_ig_442;cnn73:motif_cnn73_hct116_sequence_cnn_ig_131;cnn73:motif_cnn73_hct116_sequence_cnn_ig_133;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_266;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_268;cnn73:motif_cnn73_hela_sequence_cnn_ig_038;cnn73:motif_cnn73_hela_sequence_cnn_ig_040;cnn73:motif_cnn73_hl60_sequence_cnn_ig_340;cnn73:motif_cnn73_hl60_sequence_cnn_ig_342,1.0,ok,
motif_cnn33_hl60_sequence_cnn_ig_275,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_136;cnn33:motif_cnn33_hct116_sequence_cnn_ig_176;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_290;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_292;cnn33:motif_cnn33_hela_sequence_cnn_ig_025;cnn33:motif_cnn33_hela_sequence_cnn_ig_065;cnn33:motif_cnn33_hl60_sequence_cnn_ig_405;cnn53:motif_cnn53_hct116_sequence_cnn_ig_112;cnn53:motif_cnn53_hct116_sequence_cnn_ig_113;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_293;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_333;cnn53:motif_cnn53_hela_sequence_cnn_ig_027;cnn53:motif_cnn53_hela_sequence_cnn_ig_067;cnn53:motif_cnn53_hl60_sequence_cnn_ig_269;cnn53:motif_cnn53_hl60_sequence_cnn_ig_278;cnn73:motif_cnn73_hct116_sequence_cnn_ig_115;cnn73:motif_cnn73_hct116_sequence_cnn_ig_117;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_295;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_297;cnn73:motif_cnn73_hela_sequence_cnn_ig_029;cnn73:motif_cnn73_hela_sequence_cnn_ig_031;cnn73:motif_cnn73_hl60_sequence_cnn_ig_281;cnn73:motif_cnn73_hl60_sequence_cnn_ig_284,1.0,ok,
motif_cnn53_hl60_sequence_cnn_ig_278,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_136;cnn33:motif_cnn33_hct116_sequence_cnn_ig_176;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_290;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_292;cnn33:motif_cnn33_hela_sequence_cnn_ig_025;cnn33:motif_cnn33_hela_sequence_cnn_ig_065;cnn33:motif_cnn33_hl60_sequence_cnn_ig_275;cnn33:motif_cnn33_hl60_sequence_cnn_ig_405;cnn53:motif_cnn53_hct116_sequence_cnn_ig_112;cnn53:motif_cnn53_hct116_sequence_cnn_ig_113;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_293;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_333;cnn53:motif_cnn53_hela_sequence_cnn_ig_027;cnn53:motif_cnn53_hela_sequence_cnn_ig_067;cnn53:motif_cnn53_hl60_sequence_cnn_ig_269;cnn73:motif_cnn73_hct116_sequence_cnn_ig_115;cnn73:motif_cnn73_hct116_sequence_cnn_ig_117;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_295;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_297;cnn73:motif_cnn73_hela_sequence_cnn_ig_029;cnn73:motif_cnn73_hela_sequence_cnn_ig_031;cnn73:motif_cnn73_hl60_sequence_cnn_ig_281;cnn73:motif_cnn73_hl60_sequence_cnn_ig_284,1.0,ok,
motif_cnn73_hl60_sequence_cnn_ig_281,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_136;cnn33:motif_cnn33_hct116_sequence_cnn_ig_176;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_290;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_292;cnn33:motif_cnn33_hela_sequence_cnn_ig_025;cnn33:motif_cnn33_hela_sequence_cnn_ig_065;cnn33:motif_cnn33_hl60_sequence_cnn_ig_275;cnn33:motif_cnn33_hl60_sequence_cnn_ig_405;cnn53:motif_cnn53_hct116_sequence_cnn_ig_112;cnn53:motif_cnn53_hct116_sequence_cnn_ig_113;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_293;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_333;cnn53:motif_cnn53_hela_sequence_cnn_ig_027;cnn53:motif_cnn53_hela_sequence_cnn_ig_067;cnn53:motif_cnn53_hl60_sequence_cnn_ig_269;cnn53:motif_cnn53_hl60_sequence_cnn_ig_278;cnn73:motif_cnn73_hct116_sequence_cnn_ig_115;cnn73:motif_cnn73_hct116_sequence_cnn_ig_117;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_295;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_297;cnn73:motif_cnn73_hela_sequence_cnn_ig_029;cnn73:motif_cnn73_hela_sequence_cnn_ig_031;cnn73:motif_cnn73_hl60_sequence_cnn_ig_284,1.0,ok,
motif_cnn73_hl60_sequence_cnn_ig_284,cnn_kernel_variant,sequence|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_sequence_cnn_ig_136;cnn33:motif_cnn33_hct116_sequence_cnn_ig_176;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_290;cnn33:motif_cnn33_hek293t_sequence_cnn_ig_292;cnn33:motif_cnn33_hela_sequence_cnn_ig_025;cnn33:motif_cnn33_hela_sequence_cnn_ig_065;cnn33:motif_cnn33_hl60_sequence_cnn_ig_275;cnn33:motif_cnn33_hl60_sequence_cnn_ig_405;cnn53:motif_cnn53_hct116_sequence_cnn_ig_112;cnn53:motif_cnn53_hct116_sequence_cnn_ig_113;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_293;cnn53:motif_cnn53_hek293t_sequence_cnn_ig_333;cnn53:motif_cnn53_hela_sequence_cnn_ig_027;cnn53:motif_cnn53_hela_sequence_cnn_ig_067;cnn53:motif_cnn53_hl60_sequence_cnn_ig_269;cnn53:motif_cnn53_hl60_sequence_cnn_ig_278;cnn73:motif_cnn73_hct116_sequence_cnn_ig_115;cnn73:motif_cnn73_hct116_sequence_cnn_ig_117;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_295;cnn73:motif_cnn73_hek293t_sequence_cnn_ig_297;cnn73:motif_cnn73_hela_sequence_cnn_ig_029;cnn73:motif_cnn73_hela_sequence_cnn_ig_031;cnn73:motif_cnn73_hl60_sequence_cnn_ig_281,1.0,ok,
