motif_id,comparison_type,group,n_supporting,n_total,supporting_members,shared_with,similarity,status,reason
motif_cnn73_hek293t_all_cnn_ig_365,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_164;cnn33:motif_cnn33_hct116_all_cnn_ig_343;cnn33:motif_cnn33_hek293t_all_cnn_ig_362;cnn33:motif_cnn33_hek293t_all_cnn_ig_404;cnn33:motif_cnn33_hela_all_cnn_ig_134;cnn33:motif_cnn33_hela_all_cnn_ig_150;cnn33:motif_cnn33_hl60_all_cnn_ig_300;cnn33:motif_cnn33_hl60_all_cnn_ig_392;cnn53:motif_cnn53_hct116_all_cnn_ig_165;cnn53:motif_cnn53_hct116_all_cnn_ig_185;cnn53:motif_cnn53_hek293t_all_cnn_ig_375;cnn53:motif_cnn53_hek293t_all_cnn_ig_378;cnn53:motif_cnn53_hela_all_cnn_ig_058;cnn53:motif_cnn53_hela_all_cnn_ig_083;cnn53:motif_cnn53_hl60_all_cnn_ig_302;cnn53:motif_cnn53_hl60_all_cnn_ig_304;cnn73:motif_cnn73_hct116_all_cnn_ig_168;cnn73:motif_cnn73_hct116_all_cnn_ig_170;cnn73:motif_cnn73_hek293t_all_cnn_ig_367;cnn73:motif_cnn73_hela_all_cnn_ig_060;cnn73:motif_cnn73_hela_all_cnn_ig_062;cnn73:motif_cnn73_hl60_all_cnn_ig_305;cnn73:motif_cnn73_hl60_all_cnn_ig_307,1.0,ok,
motif_cnn73_hek293t_all_cnn_ig_367,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_164;cnn33:motif_cnn33_hct116_all_cnn_ig_343;cnn33:motif_cnn33_hek293t_all_cnn_ig_362;cnn33:motif_cnn33_hek293t_all_cnn_ig_404;cnn33:motif_cnn33_hela_all_cnn_ig_134;cnn33:motif_cnn33_hela_all_cnn_ig_150;cnn33:motif_cnn33_hl60_all_cnn_ig_300;cnn33:motif_cnn33_hl60_all_cnn_ig_392;cnn53:motif_cnn53_hct116_all_cnn_ig_165;cnn53:motif_cnn53_hct116_all_cnn_ig_185;cnn53:motif_cnn53_hek293t_all_cnn_ig_375;cnn53:motif_cnn53_hek293t_all_cnn_ig_378;cnn53:motif_cnn53_hela_all_cnn_ig_058;cnn53:motif_cnn53_hela_all_cnn_ig_083;cnn53:motif_cnn53_hl60_all_cnn_ig_302;cnn53:motif_cnn53_hl60_all_cnn_ig_304;cnn73:motif_cnn73_hct116_all_cnn_ig_168;cnn73:motif_cnn73_hct116_all_cnn_ig_170;cnn73:motif_cnn73_hek293t_all_cnn_ig_365;cnn73:motif_cnn73_hela_all_cnn_ig_060;cnn73:motif_cnn73_hela_all_cnn_ig_062;cnn73:motif_cnn73_hl60_all_cnn_ig_305;cnn73:motif_cnn73_hl60_all_cnn_ig_307,1.0,ok,
motif_cnn33_hek293t_all_cnn_ig_369,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_139;cnn33:motif_cnn33_hct116_all_cnn_ig_219;cnn33:motif_cnn33_hek293t_all_cnn_ig_373;cnn33:motif_cnn33_hela_all_cnn_ig_050;cnn33:motif_cnn33_hela_all_cnn_ig_055;cnn33:motif_cnn33_hl60_all_cnn_ig_431;cnn33:motif_cnn33_hl60_all_cnn_ig_434;cnn53:motif_cnn53_hct116_all_cnn_ig_142;cnn53:motif_cnn53_hct116_all_cnn_ig_154;cnn53:motif_cnn53_hek293t_all_cnn_ig_377;cnn53:motif_cnn53_hek293t_all_cnn_ig_395;cnn53:motif_cnn53_hela_all_cnn_ig_052;cnn53:motif_cnn53_hela_all_cnn_ig_064;cnn53:motif_cnn53_hl60_all_cnn_ig_435;cnn53:motif_cnn53_hl60_all_cnn_ig_452;cnn73:motif_cnn73_hct116_all_cnn_ig_143;cnn73:motif_cnn73_hct116_all_cnn_ig_145;cnn73:motif_cnn73_hek293t_all_cnn_ig_379;cnn73:motif_cnn73_hek293t_all_cnn_ig_381;cnn73:motif_cnn73_hela_all_cnn_ig_046;cnn73:motif_cnn73_hela_all_cnn_ig_048;cnn73:motif_cnn73_hl60_all_cnn_ig_437;cnn73:motif_cnn73_hl60_all_cnn_ig_439,1.0,ok,
motif_cnn33_hek293t_all_cnn_ig_373,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_139;cnn33:motif_cnn33_hct116_all_cnn_ig_219;cnn33:motif_cnn33_hek293t_all_cnn_ig_369;cnn33:motif_cnn33_hela_all_cnn_ig_050;cnn33:motif_cnn33_hela_all_cnn_ig_055;cnn33:motif_cnn33_hl60_all_cnn_ig_431;cnn33:motif_cnn33_hl60_all_cnn_ig_434;cnn53:motif_cnn53_hct116_all_cnn_ig_142;cnn53:motif_cnn53_hct116_all_cnn_ig_154;cnn53:motif_cnn53_hek293t_all_cnn_ig_377;cnn53:motif_cnn53_hek293t_all_cnn_ig_395;cnn53:motif_cnn53_hela_all_cnn_ig_052;cnn53:motif_cnn53_hela_all_cnn_ig_064;cnn53:motif_cnn53_hl60_all_cnn_ig_435;cnn53:motif_cnn53_hl60_all_cnn_ig_452;cnn73:motif_cnn73_hct116_all_cnn_ig_143;cnn73:motif_cnn73_hct116_all_cnn_ig_145;cnn73:motif_cnn73_hek293t_all_cnn_ig_379;cnn73:motif_cnn73_hek293t_all_cnn_ig_381;cnn73:motif_cnn73_hela_all_cnn_ig_046;cnn73:motif_cnn73_hela_all_cnn_ig_048;cnn73:motif_cnn73_hl60_all_cnn_ig_437;cnn73:motif_cnn73_hl60_all_cnn_ig_439,1.0,ok,
motif_cnn53_hek293t_all_cnn_ig_375,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_164;cnn33:motif_cnn33_hct116_all_cnn_ig_343;cnn33:motif_cnn33_hek293t_all_cnn_ig_362;cnn33:motif_cnn33_hek293t_all_cnn_ig_404;cnn33:motif_cnn33_hela_all_cnn_ig_134;cnn33:motif_cnn33_hela_all_cnn_ig_150;cnn33:motif_cnn33_hl60_all_cnn_ig_300;cnn33:motif_cnn33_hl60_all_cnn_ig_392;cnn53:motif_cnn53_hct116_all_cnn_ig_165;cnn53:motif_cnn53_hct116_all_cnn_ig_185;cnn53:motif_cnn53_hek293t_all_cnn_ig_378;cnn53:motif_cnn53_hela_all_cnn_ig_058;cnn53:motif_cnn53_hela_all_cnn_ig_083;cnn53:motif_cnn53_hl60_all_cnn_ig_302;cnn53:motif_cnn53_hl60_all_cnn_ig_304;cnn73:motif_cnn73_hct116_all_cnn_ig_168;cnn73:motif_cnn73_hct116_all_cnn_ig_170;cnn73:motif_cnn73_hek293t_all_cnn_ig_365;cnn73:motif_cnn73_hek293t_all_cnn_ig_367;cnn73:motif_cnn73_hela_all_cnn_ig_060;cnn73:motif_cnn73_hela_all_cnn_ig_062;cnn73:motif_cnn73_hl60_all_cnn_ig_305;cnn73:motif_cnn73_hl60_all_cnn_ig_307,1.0,ok,
motif_cnn53_hek293t_all_cnn_ig_377,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_139;cnn33:motif_cnn33_hct116_all_cnn_ig_219;cnn33:motif_cnn33_hek293t_all_cnn_ig_369;cnn33:motif_cnn33_hek293t_all_cnn_ig_373;cnn33:motif_cnn33_hela_all_cnn_ig_050;cnn33:motif_cnn33_hela_all_cnn_ig_055;cnn33:motif_cnn33_hl60_all_cnn_ig_431;cnn33:motif_cnn33_hl60_all_cnn_ig_434;cnn53:motif_cnn53_hct116_all_cnn_ig_142;cnn53:motif_cnn53_hct116_all_cnn_ig_154;cnn53:motif_cnn53_hek293t_all_cnn_ig_395;cnn53:motif_cnn53_hela_all_cnn_ig_052;cnn53:motif_cnn53_hela_all_cnn_ig_064;cnn53:motif_cnn53_hl60_all_cnn_ig_435;cnn53:motif_cnn53_hl60_all_cnn_ig_452;cnn73:motif_cnn73_hct116_all_cnn_ig_143;cnn73:motif_cnn73_hct116_all_cnn_ig_145;cnn73:motif_cnn73_hek293t_all_cnn_ig_379;cnn73:motif_cnn73_hek293t_all_cnn_ig_381;cnn73:motif_cnn73_hela_all_cnn_ig_046;cnn73:motif_cnn73_hela_all_cnn_ig_048;cnn73:motif_cnn73_hl60_all_cnn_ig_437;cnn73:motif_cnn73_hl60_all_cnn_ig_439,1.0,ok,
motif_cnn53_hek293t_all_cnn_ig_378,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_164;cnn33:motif_cnn33_hct116_all_cnn_ig_343;cnn33:motif_cnn33_hek293t_all_cnn_ig_362;cnn33:motif_cnn33_hek293t_all_cnn_ig_404;cnn33:motif_cnn33_hela_all_cnn_ig_134;cnn33:motif_cnn33_hela_all_cnn_ig_150;cnn33:motif_cnn33_hl60_all_cnn_ig_300;cnn33:motif_cnn33_hl60_all_cnn_ig_392;cnn53:motif_cnn53_hct116_all_cnn_ig_165;cnn53:motif_cnn53_hct116_all_cnn_ig_185;cnn53:motif_cnn53_hek293t_all_cnn_ig_375;cnn53:motif_cnn53_hela_all_cnn_ig_058;cnn53:motif_cnn53_hela_all_cnn_ig_083;cnn53:motif_cnn53_hl60_all_cnn_ig_302;cnn53:motif_cnn53_hl60_all_cnn_ig_304;cnn73:motif_cnn73_hct116_all_cnn_ig_168;cnn73:motif_cnn73_hct116_all_cnn_ig_170;cnn73:motif_cnn73_hek293t_all_cnn_ig_365;cnn73:motif_cnn73_hek293t_all_cnn_ig_367;cnn73:motif_cnn73_hela_all_cnn_ig_060;cnn73:motif_cnn73_hela_all_cnn_ig_062;cnn73:motif_cnn73_hl60_all_cnn_ig_305;cnn73:motif_cnn73_hl60_all_cnn_ig_307,1.0,ok,
motif_cnn73_hek293t_all_cnn_ig_379,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_139;cnn33:motif_cnn33_hct116_all_cnn_ig_219;cnn33:motif_cnn33_hek293t_all_cnn_ig_369;cnn33:motif_cnn33_hek293t_all_cnn_ig_373;cnn33:motif_cnn33_hela_all_cnn_ig_050;cnn33:motif_cnn33_hela_all_cnn_ig_055;cnn33:motif_cnn33_hl60_all_cnn_ig_431;cnn33:motif_cnn33_hl60_all_cnn_ig_434;cnn53:motif_cnn53_hct116_all_cnn_ig_142;cnn53:motif_cnn53_hct116_all_cnn_ig_154;cnn53:motif_cnn53_hek293t_all_cnn_ig_377;cnn53:motif_cnn53_hek293t_all_cnn_ig_395;cnn53:motif_cnn53_hela_all_cnn_ig_052;cnn53:motif_cnn53_hela_all_cnn_ig_064;cnn53:motif_cnn53_hl60_all_cnn_ig_435;cnn53:motif_cnn53_hl60_all_cnn_ig_452;cnn73:motif_cnn73_hct116_all_cnn_ig_143;cnn73:motif_cnn73_hct116_all_cnn_ig_145;cnn73:motif_cnn73_hek293t_all_cnn_ig_381;cnn73:motif_cnn73_hela_all_cnn_ig_046;cnn73:motif_cnn73_hela_all_cnn_ig_048;cnn73:motif_cnn73_hl60_all_cnn_ig_437;cnn73:motif_cnn73_hl60_all_cnn_ig_439,1.0,ok,
motif_cnn73_hek293t_all_cnn_ig_381,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_139;cnn33:motif_cnn33_hct116_all_cnn_ig_219;cnn33:motif_cnn33_hek293t_all_cnn_ig_369;cnn33:motif_cnn33_hek293t_all_cnn_ig_373;cnn33:motif_cnn33_hela_all_cnn_ig_050;cnn33:motif_cnn33_hela_all_cnn_ig_055;cnn33:motif_cnn33_hl60_all_cnn_ig_431;cnn33:motif_cnn33_hl60_all_cnn_ig_434;cnn53:motif_cnn53_hct116_all_cnn_ig_142;cnn53:motif_cnn53_hct116_all_cnn_ig_154;cnn53:motif_cnn53_hek293t_all_cnn_ig_377;cnn53:motif_cnn53_hek293t_all_cnn_ig_395;cnn53:motif_cnn53_hela_all_cnn_ig_052;cnn53:motif_cnn53_hela_all_cnn_ig_064;cnn53:motif_cnn53_hl60_all_cnn_ig_435;cnn53:motif_cnn53_hl60_all_cnn_ig_452;cnn73:motif_cnn73_hct116_all_cnn_ig_143;cnn73:motif_cnn73_hct116_all_cnn_ig_145;cnn73:motif_cnn73_hek293t_all_cnn_ig_379;cnn73:motif_cnn73_hela_all_cnn_ig_046;cnn73:motif_cnn73_hela_all_cnn_ig_048;cnn73:motif_cnn73_hl60_all_cnn_ig_437;cnn73:motif_cnn73_hl60_all_cnn_ig_439,1.0,ok,
motif_cnn33_hek293t_all_cnn_ig_384,cnn_kernel_variant,all|cnn_ig,6,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_486;cnn53:motif_cnn53_hek293t_all_cnn_ig_386;cnn53:motif_cnn53_hek293t_all_cnn_ig_409;cnn73:motif_cnn73_hek293t_all_cnn_ig_387;cnn73:motif_cnn73_hek293t_all_cnn_ig_389,1.0,ok,
motif_cnn53_hek293t_all_cnn_ig_386,cnn_kernel_variant,all|cnn_ig,6,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_384;cnn33:motif_cnn33_hek293t_all_cnn_ig_486;cnn53:motif_cnn53_hek293t_all_cnn_ig_409;cnn73:motif_cnn73_hek293t_all_cnn_ig_387;cnn73:motif_cnn73_hek293t_all_cnn_ig_389,1.0,ok,
motif_cnn73_hek293t_all_cnn_ig_387,cnn_kernel_variant,all|cnn_ig,6,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_384;cnn33:motif_cnn33_hek293t_all_cnn_ig_486;cnn53:motif_cnn53_hek293t_all_cnn_ig_386;cnn53:motif_cnn53_hek293t_all_cnn_ig_409;cnn73:motif_cnn73_hek293t_all_cnn_ig_389,1.0,ok,
motif_cnn73_hek293t_all_cnn_ig_389,cnn_kernel_variant,all|cnn_ig,6,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_384;cnn33:motif_cnn33_hek293t_all_cnn_ig_486;cnn53:motif_cnn53_hek293t_all_cnn_ig_386;cnn53:motif_cnn53_hek293t_all_cnn_ig_409;cnn73:motif_cnn73_hek293t_all_cnn_ig_387,1.0,ok,
motif_cnn33_hl60_all_cnn_ig_392,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_164;cnn33:motif_cnn33_hct116_all_cnn_ig_343;cnn33:motif_cnn33_hek293t_all_cnn_ig_362;cnn33:motif_cnn33_hek293t_all_cnn_ig_404;cnn33:motif_cnn33_hela_all_cnn_ig_134;cnn33:motif_cnn33_hela_all_cnn_ig_150;cnn33:motif_cnn33_hl60_all_cnn_ig_300;cnn53:motif_cnn53_hct116_all_cnn_ig_165;cnn53:motif_cnn53_hct116_all_cnn_ig_185;cnn53:motif_cnn53_hek293t_all_cnn_ig_375;cnn53:motif_cnn53_hek293t_all_cnn_ig_378;cnn53:motif_cnn53_hela_all_cnn_ig_058;cnn53:motif_cnn53_hela_all_cnn_ig_083;cnn53:motif_cnn53_hl60_all_cnn_ig_302;cnn53:motif_cnn53_hl60_all_cnn_ig_304;cnn73:motif_cnn73_hct116_all_cnn_ig_168;cnn73:motif_cnn73_hct116_all_cnn_ig_170;cnn73:motif_cnn73_hek293t_all_cnn_ig_365;cnn73:motif_cnn73_hek293t_all_cnn_ig_367;cnn73:motif_cnn73_hela_all_cnn_ig_060;cnn73:motif_cnn73_hela_all_cnn_ig_062;cnn73:motif_cnn73_hl60_all_cnn_ig_305;cnn73:motif_cnn73_hl60_all_cnn_ig_307,1.0,ok,
motif_cnn53_hek293t_all_cnn_ig_395,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_139;cnn33:motif_cnn33_hct116_all_cnn_ig_219;cnn33:motif_cnn33_hek293t_all_cnn_ig_369;cnn33:motif_cnn33_hek293t_all_cnn_ig_373;cnn33:motif_cnn33_hela_all_cnn_ig_050;cnn33:motif_cnn33_hela_all_cnn_ig_055;cnn33:motif_cnn33_hl60_all_cnn_ig_431;cnn33:motif_cnn33_hl60_all_cnn_ig_434;cnn53:motif_cnn53_hct116_all_cnn_ig_142;cnn53:motif_cnn53_hct116_all_cnn_ig_154;cnn53:motif_cnn53_hek293t_all_cnn_ig_377;cnn53:motif_cnn53_hela_all_cnn_ig_052;cnn53:motif_cnn53_hela_all_cnn_ig_064;cnn53:motif_cnn53_hl60_all_cnn_ig_435;cnn53:motif_cnn53_hl60_all_cnn_ig_452;cnn73:motif_cnn73_hct116_all_cnn_ig_143;cnn73:motif_cnn73_hct116_all_cnn_ig_145;cnn73:motif_cnn73_hek293t_all_cnn_ig_379;cnn73:motif_cnn73_hek293t_all_cnn_ig_381;cnn73:motif_cnn73_hela_all_cnn_ig_046;cnn73:motif_cnn73_hela_all_cnn_ig_048;cnn73:motif_cnn73_hl60_all_cnn_ig_437;cnn73:motif_cnn73_hl60_all_cnn_ig_439,1.0,ok,
motif_cnn53_hl60_all_cnn_ig_397,cnn_kernel_variant,all|cnn_ig,6,3,cnn53;cnn73,cnn53:motif_cnn53_hct116_all_cnn_ig_239;cnn53:motif_cnn53_hl60_all_cnn_ig_399;cnn73:motif_cnn73_hct116_all_cnn_ig_241;cnn73:motif_cnn73_hl60_all_cnn_ig_400;cnn73:motif_cnn73_hl60_all_cnn_ig_402,1.0,ok,
motif_cnn53_hl60_all_cnn_ig_399,cnn_kernel_variant,all|cnn_ig,6,3,cnn53;cnn73,cnn53:motif_cnn53_hct116_all_cnn_ig_239;cnn53:motif_cnn53_hl60_all_cnn_ig_397;cnn73:motif_cnn73_hct116_all_cnn_ig_241;cnn73:motif_cnn73_hl60_all_cnn_ig_400;cnn73:motif_cnn73_hl60_all_cnn_ig_402,1.0,ok,
motif_cnn73_hl60_all_cnn_ig_400,cnn_kernel_variant,all|cnn_ig,6,3,cnn53;cnn73,cnn53:motif_cnn53_hct116_all_cnn_ig_239;cnn53:motif_cnn53_hl60_all_cnn_ig_397;cnn53:motif_cnn53_hl60_all_cnn_ig_399;cnn73:motif_cnn73_hct116_all_cnn_ig_241;cnn73:motif_cnn73_hl60_all_cnn_ig_402,1.0,ok,
motif_cnn73_hl60_all_cnn_ig_402,cnn_kernel_variant,all|cnn_ig,6,3,cnn53;cnn73,cnn53:motif_cnn53_hct116_all_cnn_ig_239;cnn53:motif_cnn53_hl60_all_cnn_ig_397;cnn53:motif_cnn53_hl60_all_cnn_ig_399;cnn73:motif_cnn73_hct116_all_cnn_ig_241;cnn73:motif_cnn73_hl60_all_cnn_ig_400,1.0,ok,
motif_cnn33_hek293t_all_cnn_ig_404,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_164;cnn33:motif_cnn33_hct116_all_cnn_ig_343;cnn33:motif_cnn33_hek293t_all_cnn_ig_362;cnn33:motif_cnn33_hela_all_cnn_ig_134;cnn33:motif_cnn33_hela_all_cnn_ig_150;cnn33:motif_cnn33_hl60_all_cnn_ig_300;cnn33:motif_cnn33_hl60_all_cnn_ig_392;cnn53:motif_cnn53_hct116_all_cnn_ig_165;cnn53:motif_cnn53_hct116_all_cnn_ig_185;cnn53:motif_cnn53_hek293t_all_cnn_ig_375;cnn53:motif_cnn53_hek293t_all_cnn_ig_378;cnn53:motif_cnn53_hela_all_cnn_ig_058;cnn53:motif_cnn53_hela_all_cnn_ig_083;cnn53:motif_cnn53_hl60_all_cnn_ig_302;cnn53:motif_cnn53_hl60_all_cnn_ig_304;cnn73:motif_cnn73_hct116_all_cnn_ig_168;cnn73:motif_cnn73_hct116_all_cnn_ig_170;cnn73:motif_cnn73_hek293t_all_cnn_ig_365;cnn73:motif_cnn73_hek293t_all_cnn_ig_367;cnn73:motif_cnn73_hela_all_cnn_ig_060;cnn73:motif_cnn73_hela_all_cnn_ig_062;cnn73:motif_cnn73_hl60_all_cnn_ig_305;cnn73:motif_cnn73_hl60_all_cnn_ig_307,1.0,ok,
motif_cnn53_hek293t_all_cnn_ig_409,cnn_kernel_variant,all|cnn_ig,6,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_384;cnn33:motif_cnn33_hek293t_all_cnn_ig_486;cnn53:motif_cnn53_hek293t_all_cnn_ig_386;cnn73:motif_cnn73_hek293t_all_cnn_ig_387;cnn73:motif_cnn73_hek293t_all_cnn_ig_389,1.0,ok,
motif_cnn33_hct116_all_cnn_ig_411,cnn_kernel_variant,all|cnn_ig,1,3,cnn33,,1.0,ok,
motif_cnn33_hct116_all_cnn_ig_412,cnn_kernel_variant,all|cnn_ig,6,3,cnn33;cnn53,cnn33:motif_cnn33_hela_all_cnn_ig_175;cnn33:motif_cnn33_hela_all_cnn_ig_181;cnn33:motif_cnn33_hl60_all_cnn_ig_460;cnn33:motif_cnn33_hl60_all_cnn_ig_461;cnn53:motif_cnn53_hela_all_cnn_ig_163,1.0,ok,
motif_cnn53_hl60_all_cnn_ig_415,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_127;cnn33:motif_cnn33_hct116_all_cnn_ig_179;cnn33:motif_cnn33_hek293t_all_cnn_ig_260;cnn33:motif_cnn33_hek293t_all_cnn_ig_262;cnn33:motif_cnn33_hela_all_cnn_ig_032;cnn33:motif_cnn33_hela_all_cnn_ig_034;cnn33:motif_cnn33_hl60_all_cnn_ig_334;cnn33:motif_cnn33_hl60_all_cnn_ig_336;cnn53:motif_cnn53_hct116_all_cnn_ig_148;cnn53:motif_cnn53_hct116_all_cnn_ig_149;cnn53:motif_cnn53_hek293t_all_cnn_ig_272;cnn53:motif_cnn53_hek293t_all_cnn_ig_299;cnn53:motif_cnn53_hela_all_cnn_ig_035;cnn53:motif_cnn53_hela_all_cnn_ig_043;cnn53:motif_cnn53_hl60_all_cnn_ig_337;cnn73:motif_cnn73_hct116_all_cnn_ig_130;cnn73:motif_cnn73_hct116_all_cnn_ig_132;cnn73:motif_cnn73_hek293t_all_cnn_ig_265;cnn73:motif_cnn73_hek293t_all_cnn_ig_267;cnn73:motif_cnn73_hela_all_cnn_ig_037;cnn73:motif_cnn73_hela_all_cnn_ig_039;cnn73:motif_cnn73_hl60_all_cnn_ig_339;cnn73:motif_cnn73_hl60_all_cnn_ig_341,1.0,ok,
motif_cnn33_hl60_all_cnn_ig_418,cnn_kernel_variant,all|cnn_ig,24,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hct116_all_cnn_ig_110;cnn33:motif_cnn33_hct116_all_cnn_ig_259;cnn33:motif_cnn33_hek293t_all_cnn_ig_291;cnn33:motif_cnn33_hek293t_all_cnn_ig_347;cnn33:motif_cnn33_hela_all_cnn_ig_070;cnn33:motif_cnn33_hela_all_cnn_ig_109;cnn33:motif_cnn33_hl60_all_cnn_ig_274;cnn53:motif_cnn53_hct116_all_cnn_ig_111;cnn53:motif_cnn53_hct116_all_cnn_ig_155;cnn53:motif_cnn53_hek293t_all_cnn_ig_298;cnn53:motif_cnn53_hek293t_all_cnn_ig_355;cnn53:motif_cnn53_hela_all_cnn_ig_026;cnn53:motif_cnn53_hela_all_cnn_ig_069;cnn53:motif_cnn53_hl60_all_cnn_ig_277;cnn53:motif_cnn53_hl60_all_cnn_ig_279;cnn73:motif_cnn73_hct116_all_cnn_ig_114;cnn73:motif_cnn73_hct116_all_cnn_ig_116;cnn73:motif_cnn73_hek293t_all_cnn_ig_294;cnn73:motif_cnn73_hek293t_all_cnn_ig_296;cnn73:motif_cnn73_hela_all_cnn_ig_028;cnn73:motif_cnn73_hela_all_cnn_ig_030;cnn73:motif_cnn73_hl60_all_cnn_ig_280;cnn73:motif_cnn73_hl60_all_cnn_ig_283,1.0,ok,
motif_cnn33_hl60_all_cnn_ig_421,cnn_kernel_variant,all|cnn_ig,12,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_322;cnn33:motif_cnn33_hek293t_all_cnn_ig_324;cnn33:motif_cnn33_hl60_all_cnn_ig_423;cnn53:motif_cnn53_hek293t_all_cnn_ig_326;cnn53:motif_cnn53_hek293t_all_cnn_ig_328;cnn53:motif_cnn53_hl60_all_cnn_ig_424;cnn53:motif_cnn53_hl60_all_cnn_ig_441;cnn73:motif_cnn73_hek293t_all_cnn_ig_329;cnn73:motif_cnn73_hek293t_all_cnn_ig_331;cnn73:motif_cnn73_hl60_all_cnn_ig_426;cnn73:motif_cnn73_hl60_all_cnn_ig_428,1.0,ok,
motif_cnn33_hl60_all_cnn_ig_423,cnn_kernel_variant,all|cnn_ig,12,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_322;cnn33:motif_cnn33_hek293t_all_cnn_ig_324;cnn33:motif_cnn33_hl60_all_cnn_ig_421;cnn53:motif_cnn53_hek293t_all_cnn_ig_326;cnn53:motif_cnn53_hek293t_all_cnn_ig_328;cnn53:motif_cnn53_hl60_all_cnn_ig_424;cnn53:motif_cnn53_hl60_all_cnn_ig_441;cnn73:motif_cnn73_hek293t_all_cnn_ig_329;cnn73:motif_cnn73_hek293t_all_cnn_ig_331;cnn73:motif_cnn73_hl60_all_cnn_ig_426;cnn73:motif_cnn73_hl60_all_cnn_ig_428,1.0,ok,
motif_cnn53_hl60_all_cnn_ig_424,cnn_kernel_variant,all|cnn_ig,12,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_322;cnn33:motif_cnn33_hek293t_all_cnn_ig_324;cnn33:motif_cnn33_hl60_all_cnn_ig_421;cnn33:motif_cnn33_hl60_all_cnn_ig_423;cnn53:motif_cnn53_hek293t_all_cnn_ig_326;cnn53:motif_cnn53_hek293t_all_cnn_ig_328;cnn53:motif_cnn53_hl60_all_cnn_ig_441;cnn73:motif_cnn73_hek293t_all_cnn_ig_329;cnn73:motif_cnn73_hek293t_all_cnn_ig_331;cnn73:motif_cnn73_hl60_all_cnn_ig_426;cnn73:motif_cnn73_hl60_all_cnn_ig_428,1.0,ok,
motif_cnn73_hl60_all_cnn_ig_426,cnn_kernel_variant,all|cnn_ig,12,3,cnn33;cnn53;cnn73,cnn33:motif_cnn33_hek293t_all_cnn_ig_322;cnn33:motif_cnn33_hek293t_all_cnn_ig_324;cnn33:motif_cnn33_hl60_all_cnn_ig_421;cnn33:motif_cnn33_hl60_all_cnn_ig_423;cnn53:motif_cnn53_hek293t_all_cnn_ig_326;cnn53:motif_cnn53_hek293t_all_cnn_ig_328;cnn53:motif_cnn53_hl60_all_cnn_ig_424;cnn53:motif_cnn53_hl60_all_cnn_ig_441;cnn73:motif_cnn73_hek293t_all_cnn_ig_329;cnn73:motif_cnn73_hek293t_all_cnn_ig_331;cnn73:motif_cnn73_hl60_all_cnn_ig_428,1.0,ok,
