split_type,cell_line,model,combination,environment_count,CTCF,DNase,H3K4me3,RRBS,r2,rmse,mae,pearson,spearman,sample_count,eligible_count,n_invalid,status,warning
all,hct116,cnn(3|3),sequence_ctcf_dnase_h3k4me3,3,True,True,True,False,0.0412892124301426,0.1681401212292792,0.1349086297601364,0.2066454726015766,0.1949033904495677,1,1,0,ok,
all,hct116,cnn(3|3),sequence_ctcf_dnase_rrbs,3,True,True,False,True,0.046835997591478,0.1676530139384193,0.1353873424328332,0.2168704390975881,0.2290227011086089,1,1,0,ok,
all,hct116,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,3,True,False,True,True,0.0424132485970503,0.1680415247552047,0.1350266043835519,0.2076586180814674,0.2157584145282859,1,1,0,ok,
all,hct116,cnn(3|3),sequence_dnase_h3k4me3_rrbs,3,False,True,True,True,0.046539709600671,0.1676790691161793,0.1343747617065296,0.217258077639608,0.2299072606293678,1,1,0,ok,
all,hct116,cnn(3|3),all,4,True,True,True,True,0.045791921139245,0.1677448106571773,0.1343345511708734,0.2184670776828303,0.2211506790735672,1,1,0,ok,
all,hct116,cnn(5|3),sequence,0,False,False,False,False,0.0791453814297618,0.1647870520274983,0.1329611493509309,0.2829949249160709,0.2736958473807805,1,1,0,ok,
all,hct116,cnn(5|3),sequence_ctcf,1,True,False,False,False,0.0625826656447715,0.166262397667038,0.1323460073059019,0.2702058192750255,0.2849400934805827,1,1,0,ok,
all,hct116,cnn(5|3),sequence_dnase,1,False,True,False,False,0.0744864128239665,0.1652033876047977,0.1320017208205379,0.2850804164828898,0.2907375412153552,1,1,0,ok,
all,hct116,cnn(5|3),sequence_h3k4me3,1,False,False,True,False,0.0776871892595865,0.1649174722550269,0.1322937628223632,0.2808533930865531,0.2831154403820282,1,1,0,ok,
all,hct116,cnn(5|3),sequence_rrbs,1,False,False,False,True,0.0781535927034768,0.1648757685061808,0.130831498098131,0.2924419285172134,0.2857996724859488,1,1,0,ok,
all,hct116,cnn(5|3),sequence_ctcf_dnase,2,True,True,False,False,0.0664458160199222,0.1659194555628693,0.1342488957529552,0.2632541993921232,0.2752746240958735,1,1,0,ok,
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3,2,True,False,True,False,0.0648207107475539,0.1660638067664194,0.1356634413803368,0.2690320957236647,0.2831715082195996,1,1,0,ok,
