Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_16,16,RRBS,0.1067158430814743,4.034725666046143,1.3939439058303833
H3K4me3_pos_16,16,H3K4me3,0.1067158430814743,4.034725666046143,1.3939439058303833
Dnase_pos_16,16,Dnase,0.1067158430814743,4.034725666046143,1.3939439058303833
CTCF_pos_16,16,CTCF,0.1067158430814743,4.034725666046143,1.3939439058303833
T_pos_16,16,T,0.1067158430814743,4.034725666046143,1.3939439058303833
G_pos_16,16,G,0.1067158430814743,4.034725666046143,1.3939439058303833
C_pos_16,16,C,0.1067158430814743,4.034725666046143,1.3939439058303833
A_pos_16,16,A,0.1067158430814743,4.034725666046143,1.3939439058303833
RRBS_pos_17,17,RRBS,0.09343846142292023,4.034725666046143,1.485999584197998
H3K4me3_pos_17,17,H3K4me3,0.09343846142292023,4.034725666046143,1.485999584197998
Dnase_pos_17,17,Dnase,0.09343846142292023,4.034725666046143,1.485999584197998
CTCF_pos_17,17,CTCF,0.09343846142292023,4.034725666046143,1.485999584197998
T_pos_17,17,T,0.09343846142292023,4.034725666046143,1.485999584197998
G_pos_17,17,G,0.09343846142292023,4.034725666046143,1.485999584197998
C_pos_17,17,C,0.09343846142292023,4.034725666046143,1.485999584197998
A_pos_17,17,A,0.09343846142292023,4.034725666046143,1.485999584197998
A_pos_18,18,A,0.06560461968183517,4.034725666046143,1.6702293157577515
C_pos_18,18,C,0.06560461968183517,4.034725666046143,1.6702293157577515
G_pos_18,18,G,0.06560461968183517,4.034725666046143,1.6702293157577515
T_pos_18,18,T,0.06560461968183517,4.034725666046143,1.6702293157577515
CTCF_pos_18,18,CTCF,0.06560461968183517,4.034725666046143,1.6702293157577515
Dnase_pos_18,18,Dnase,0.06560461968183517,4.034725666046143,1.6702293157577515
H3K4me3_pos_18,18,H3K4me3,0.06560461968183517,4.034725666046143,1.6702293157577515
RRBS_pos_18,18,RRBS,0.06560461968183517,4.034725666046143,1.6702293157577515
A_pos_15,15,A,0.0641498938202858,4.034725666046143,1.383535623550415
C_pos_15,15,C,0.0641498938202858,4.034725666046143,1.383535623550415
G_pos_15,15,G,0.0641498938202858,4.034725666046143,1.383535623550415
T_pos_15,15,T,0.0641498938202858,4.034725666046143,1.383535623550415
CTCF_pos_15,15,CTCF,0.0641498938202858,4.034725666046143,1.383535623550415
Dnase_pos_15,15,Dnase,0.0641498938202858,4.034725666046143,1.383535623550415
H3K4me3_pos_15,15,H3K4me3,0.0641498938202858,4.034725666046143,1.383535623550415
RRBS_pos_15,15,RRBS,0.0641498938202858,4.034725666046143,1.383535623550415
RRBS_pos_12,12,RRBS,0.05912253260612488,4.034725666046143,1.4285516738891602
H3K4me3_pos_12,12,H3K4me3,0.05912253260612488,4.034725666046143,1.4285516738891602
Dnase_pos_12,12,Dnase,0.05912253260612488,4.034725666046143,1.4285516738891602
CTCF_pos_12,12,CTCF,0.05912253260612488,4.034725666046143,1.4285516738891602
T_pos_12,12,T,0.05912253260612488,4.034725666046143,1.4285516738891602
G_pos_12,12,G,0.05912253260612488,4.034725666046143,1.4285516738891602
C_pos_12,12,C,0.05912253260612488,4.034725666046143,1.4285516738891602
A_pos_12,12,A,0.05912253260612488,4.034725666046143,1.4285516738891602
A_pos_19,19,A,0.058184172958135605,4.034725666046143,1.557656168937683
C_pos_19,19,C,0.058184172958135605,4.034725666046143,1.557656168937683
G_pos_19,19,G,0.058184172958135605,4.034725666046143,1.557656168937683
T_pos_19,19,T,0.058184172958135605,4.034725666046143,1.557656168937683
CTCF_pos_19,19,CTCF,0.058184172958135605,4.034725666046143,1.557656168937683
Dnase_pos_19,19,Dnase,0.058184172958135605,4.034725666046143,1.557656168937683
H3K4me3_pos_19,19,H3K4me3,0.058184172958135605,4.034725666046143,1.557656168937683
RRBS_pos_19,19,RRBS,0.058184172958135605,4.034725666046143,1.557656168937683
RRBS_pos_13,13,RRBS,0.056393761187791824,4.034725666046143,1.2547107934951782
H3K4me3_pos_13,13,H3K4me3,0.056393761187791824,4.034725666046143,1.2547107934951782
Dnase_pos_13,13,Dnase,0.056393761187791824,4.034725666046143,1.2547107934951782
CTCF_pos_13,13,CTCF,0.056393761187791824,4.034725666046143,1.2547107934951782
T_pos_13,13,T,0.056393761187791824,4.034725666046143,1.2547107934951782
G_pos_13,13,G,0.056393761187791824,4.034725666046143,1.2547107934951782
C_pos_13,13,C,0.056393761187791824,4.034725666046143,1.2547107934951782
A_pos_13,13,A,0.056393761187791824,4.034725666046143,1.2547107934951782
RRBS_pos_0,0,RRBS,0.04923528432846069,4.034725666046143,1.199478268623352
H3K4me3_pos_0,0,H3K4me3,0.04923528432846069,4.034725666046143,1.199478268623352
Dnase_pos_0,0,Dnase,0.04923528432846069,4.034725666046143,1.199478268623352
CTCF_pos_0,0,CTCF,0.04923528432846069,4.034725666046143,1.199478268623352
T_pos_0,0,T,0.04923528432846069,4.034725666046143,1.199478268623352
G_pos_0,0,G,0.04923528432846069,4.034725666046143,1.199478268623352
C_pos_0,0,C,0.04923528432846069,4.034725666046143,1.199478268623352
A_pos_0,0,A,0.04923528432846069,4.034725666046143,1.199478268623352
RRBS_pos_14,14,RRBS,0.0482272133231163,4.034725666046143,1.3686532974243164
H3K4me3_pos_14,14,H3K4me3,0.0482272133231163,4.034725666046143,1.3686532974243164
Dnase_pos_14,14,Dnase,0.0482272133231163,4.034725666046143,1.3686532974243164
CTCF_pos_14,14,CTCF,0.0482272133231163,4.034725666046143,1.3686532974243164
T_pos_14,14,T,0.0482272133231163,4.034725666046143,1.3686532974243164
G_pos_14,14,G,0.0482272133231163,4.034725666046143,1.3686532974243164
C_pos_14,14,C,0.0482272133231163,4.034725666046143,1.3686532974243164
A_pos_14,14,A,0.0482272133231163,4.034725666046143,1.3686532974243164
A_pos_6,6,A,0.04093348979949951,4.034725666046143,1.329310655593872
C_pos_6,6,C,0.04093348979949951,4.034725666046143,1.329310655593872
G_pos_6,6,G,0.04093348979949951,4.034725666046143,1.329310655593872
T_pos_6,6,T,0.04093348979949951,4.034725666046143,1.329310655593872
CTCF_pos_6,6,CTCF,0.04093348979949951,4.034725666046143,1.329310655593872
Dnase_pos_6,6,Dnase,0.04093348979949951,4.034725666046143,1.329310655593872
H3K4me3_pos_6,6,H3K4me3,0.04093348979949951,4.034725666046143,1.329310655593872
RRBS_pos_6,6,RRBS,0.04093348979949951,4.034725666046143,1.329310655593872
A_pos_5,5,A,0.036252621561288834,4.034725666046143,1.47213876247406
C_pos_5,5,C,0.036252621561288834,4.034725666046143,1.47213876247406
G_pos_5,5,G,0.036252621561288834,4.034725666046143,1.47213876247406
T_pos_5,5,T,0.036252621561288834,4.034725666046143,1.47213876247406
CTCF_pos_5,5,CTCF,0.036252621561288834,4.034725666046143,1.47213876247406
Dnase_pos_5,5,Dnase,0.036252621561288834,4.034725666046143,1.47213876247406
H3K4me3_pos_5,5,H3K4me3,0.036252621561288834,4.034725666046143,1.47213876247406
RRBS_pos_5,5,RRBS,0.036252621561288834,4.034725666046143,1.47213876247406
A_pos_1,1,A,0.03330075740814209,4.034725666046143,1.2314722537994385
C_pos_1,1,C,0.03330075740814209,4.034725666046143,1.2314722537994385
G_pos_1,1,G,0.03330075740814209,4.034725666046143,1.2314722537994385
T_pos_1,1,T,0.03330075740814209,4.034725666046143,1.2314722537994385
CTCF_pos_1,1,CTCF,0.03330075740814209,4.034725666046143,1.2314722537994385
