Feature,MLP_IG,IG_SNR
pos18_C,0.018072389,0.60092723
pos22_Dnase,0.012999214,1.9728777
pos20_G,0.009471994,0.5834586
pos18_A,0.008437488,0.6315044
pos9_Dnase,0.008068411,1.5581257
pos1_C,0.0066673253,0.5338755
pos19_C,0.0062278355,0.5042532
pos14_T,0.0061450326,0.48787627
pos12_Dnase,0.0059848726,0.8516278
pos23_G,0.005891916,1.2618635
pos17_Dnase,0.005718353,1.0792441
pos16_C,0.005652706,0.5369921
pos15_A,0.0054721613,0.53794193
pos20_C,0.005433781,0.5066193
pos4_Dnase,0.0052754073,0.98490095
pos1_G,0.0051184455,0.5098794
pos10_Dnase,0.005033619,0.81407565
pos8_Dnase,0.0050095995,0.8094938
pos2_Dnase,0.0049294382,0.98515594
pos6_Dnase,0.0049156216,0.7950365
pos19_G,0.004913634,0.5119077
pos15_Dnase,0.0048295693,0.9664881
pos14_Dnase,0.0048228386,0.925136
pos22_G,0.0047973203,0.76467633
pos18_Dnase,0.004793332,0.95070225
pos19_Dnase,0.004686146,0.86640596
pos21_Dnase,0.004581132,0.81533164
pos5_Dnase,0.0045665377,0.8067687
pos3_C,0.0045294673,0.51802933
pos23_Dnase,0.0045102565,0.7991962
pos17_G,0.004487741,0.5940358
pos3_Dnase,0.0043954584,0.86952424
pos13_Dnase,0.004389781,0.8744464
pos16_Dnase,0.0043503987,0.7558452
pos6_G,0.0043410254,0.46466327
pos18_G,0.0040735886,0.46473324
pos20_Dnase,0.004043577,0.78354317
pos19_A,0.0039417692,0.5608401
pos11_Dnase,0.0039181416,0.87834954
pos21_G,0.0039055652,0.37654752
pos1_Dnase,0.0038537052,0.8048779
pos8_G,0.0038144349,0.52754
pos14_G,0.0037802258,0.48362935
pos21_T,0.0037367532,0.5411946
pos16_G,0.003633074,0.48113927
pos7_Dnase,0.0033578502,0.7732698
pos10_A,0.0033185296,0.48688158
pos16_T,0.003229644,0.42805448
pos5_C,0.0032191442,0.48490286
pos15_G,0.003204583,0.45424742
pos9_C,0.0030921442,0.4554944
pos17_A,0.0030636482,0.46492112
pos6_C,0.002942691,0.46276224
pos10_T,0.0028619396,0.44176704
pos11_C,0.00272593,0.4880228
pos17_C,0.0026549557,0.5027238
pos21_A,0.002624816,0.5015
pos7_G,0.002614061,0.42941242
pos2_C,0.002575938,0.4467556
pos3_G,0.0024974511,0.44147983
pos12_C,0.002379424,0.393575
pos12_A,0.0023661496,0.4684831
pos15_C,0.0023114206,0.42387134
pos11_G,0.0022574856,0.47724214
pos4_A,0.0022360226,0.39706054
pos10_C,0.0021631683,0.47371903
pos6_T,0.0021531817,0.40590906
pos3_T,0.0021329448,0.41073647
pos20_A,0.0021245356,0.4295806
pos5_G,0.0021200818,0.44108543
pos9_T,0.0020719997,0.43550158
pos7_C,0.0020157043,0.42423883
pos8_A,0.002011351,0.4101418
pos11_A,0.0020059808,0.38879564
pos13_T,0.0019693775,0.42869642
pos9_G,0.0019455885,0.39261755
pos1_T,0.0019313729,0.3977042
pos10_G,0.0019148531,0.43095863
pos8_T,0.0019130429,0.42722648
pos4_C,0.0018696005,0.4036854
pos8_C,0.0018497321,0.40404123
pos12_T,0.0018450681,0.42700034
pos1_A,0.0018377624,0.4042672
pos15_T,0.0017709576,0.38458398
pos2_A,0.0017585963,0.40306813
pos12_G,0.0017170105,0.41628116
pos5_T,0.0016969864,0.38583896
pos4_T,0.001668583,0.37345308
pos2_T,0.0016623556,0.3515367
pos14_C,0.0016577216,0.38082287
pos2_G,0.001651122,0.41823688
pos4_G,0.0016464993,0.42145407
pos9_A,0.0016416117,0.4095716
pos13_G,0.001601488,0.43601695
pos14_A,0.0015887608,0.37672737
pos6_A,0.0015833274,0.40511468
pos7_T,0.0015728913,0.39078847
pos3_A,0.001513642,0.3550698
pos13_A,0.001453347,0.38791457
pos11_T,0.0014111485,0.3801083
pos13_C,0.0013041522,0.3887545
pos5_A,0.0012744777,0.33901674
pos16_A,0.0011605867,0.3665231
pos7_A,0.0009982481,0.3557877
pos17_T,0.0008441082,0.17676727
pos21_C,0.00080473477,0.28709978
pos19_T,0.00063331844,0.16002306
pos18_T,0.0006032158,0.2101196
pos20_T,0.0005731689,0.16631316
pos17_RRBS,0.00038587148,0.10665321
pos16_RRBS,0.0003392421,0.108727
pos21_RRBS,0.0002293667,0.13583946
pos22_RRBS,0.00021810154,0.12243932
pos12_RRBS,0.00013254903,0.0925521
pos14_RRBS,0.000117102536,0.07298319
pos20_RRBS,0.00010535165,0.08264546
pos13_RRBS,9.840117e-05,0.08666678
pos9_RRBS,9.57856e-05,0.07142596
pos4_RRBS,8.8663866e-05,0.07002769
pos19_RRBS,8.073911e-05,0.07700677
pos18_RRBS,7.715446e-05,0.081866495
pos8_RRBS,6.909894e-05,0.06219446
pos11_RRBS,6.042397e-05,0.07332984
pos15_RRBS,5.823711e-05,0.07224028
pos2_RRBS,5.691556e-05,0.055518962
pos7_RRBS,5.4578686e-05,0.0598473
pos5_RRBS,5.1815932e-05,0.075068295
pos3_RRBS,4.560355e-05,0.07042465
pos6_RRBS,4.4479202e-05,0.07013482
pos1_RRBS,3.2518627e-05,0.052801467
pos10_RRBS,1.7643395e-05,0.06472627
pos2_CTCF,0.0,0.0
pos3_CTCF,0.0,0.0
pos3_H3K4me3,0.0,0.0
pos1_H3K4me3,0.0,0.0
pos1_CTCF,0.0,0.0
pos7_H3K4me3,0.0,0.0
pos7_CTCF,0.0,0.0
pos6_CTCF,0.0,0.0
pos6_H3K4me3,0.0,0.0
pos4_H3K4me3,0.0,0.0
pos4_CTCF,0.0,0.0
pos5_CTCF,0.0,0.0
pos5_H3K4me3,0.0,0.0
pos2_H3K4me3,0.0,0.0
pos9_CTCF,0.0,0.0
pos8_CTCF,0.0,0.0
pos8_H3K4me3,0.0,0.0
pos10_H3K4me3,0.0,0.0
pos10_CTCF,0.0,0.0
pos11_CTCF,0.0,0.0
pos11_H3K4me3,0.0,0.0
pos15_H3K4me3,0.0,0.0
pos15_CTCF,0.0,0.0
pos14_CTCF,0.0,0.0
pos14_H3K4me3,0.0,0.0
pos12_H3K4me3,0.0,0.0
pos12_CTCF,0.0,0.0
pos13_CTCF,0.0,0.0
pos13_H3K4me3,0.0,0.0
pos9_H3K4me3,0.0,0.0
pos19_CTCF,0.0,0.0
pos18_CTCF,0.0,0.0
pos18_H3K4me3,0.0,0.0
pos16_H3K4me3,0.0,0.0
pos16_CTCF,0.0,0.0
pos17_CTCF,0.0,0.0
pos17_H3K4me3,0.0,0.0
pos19_H3K4me3,0.0,0.0
pos21_CTCF,0.0,0.0
pos20_CTCF,0.0,0.0
pos20_H3K4me3,0.0,0.0
pos21_H3K4me3,0.0,0.0
pos22_C,0.0,0.0
pos22_T,0.0,0.0
pos22_A,0.0,0.0
pos22_H3K4me3,0.0,0.0
pos22_CTCF,0.0,0.0
pos23_C,0.0,0.0
pos23_A,0.0,0.0
pos23_T,0.0,0.0
pos23_CTCF,0.0,0.0
pos23_H3K4me3,0.0,0.0
pos23_RRBS,0.0,0.0
