Feature,Linear_Coefficient,SE,t_stat,p_value,FDR
pos1_A,-0.00010915660902085372,0.004255828669484646,-0.025648732009240376,0.9795379564445228,1.0
pos1_C,-0.014762655415919857,0.004178180750842806,-3.5332735217216227,0.0004120399457618884,0.0030341123278829966
pos1_G,0.02339692304629392,0.004253754591662825,5.500299216167965,3.8716496453261584e-08,7.840090531785471e-07
pos1_CTCF,3.617521160042773e-15,3.162277660168379e-08,1.1439606349589662e-07,0.9999999087271096,1.0
pos1_Dnase,-0.1046593132480302,0.09179510913149042,-1.1401404087674503,0.2542512927877012,0.6752247447804524
pos1_H3K4me3,1.6333779531568374e-15,3.162277660168379e-08,5.165194611879421e-08,0.9999999587885957,1.0
pos1_RRBS,0.016796002680788305,0.018951525932218966,0.8862612298798529,0.3754951038553562,0.8751664383608113
pos2_A,0.01558257806675388,0.004564222486892425,3.4140706574896527,0.0006421842850201642,0.004001302083587177
pos2_C,0.01108716282418438,0.0044933609533582336,2.4674543040879215,0.013622053988437965,0.05516931865317376
pos2_G,0.01626262437122002,0.004485215360824523,3.625829099147302,0.0002892668956064881,0.0024663808993816354
pos2_CTCF,-9.147282087621581e-17,3.162277660168379e-08,-2.89262457969441e-09,0.999999997692069,1.0
pos2_Dnase,0.034957611533132,0.11609602415943532,0.3011094633621951,0.7633364089190049,1.0
pos2_H3K4me3,9.915001323258503e-16,3.162277660168379e-08,3.135398718508028e-08,0.9999999749836757,1.0
pos2_RRBS,-0.005242372545002157,0.016848239178988547,-0.3111525477119249,0.7556902327584467,1.0
pos3_A,-0.008893816578023581,0.0041860059637578014,-2.1246545406350905,0.03363648398238617,0.1210913423365902
pos3_C,-0.013652351315182797,0.004267729384688714,-3.198973056764843,0.001382879482850763,0.008000945579350842
pos3_G,0.0023416880801531864,0.0043000190682448945,0.5445762083815537,0.5860554644941125,1.0
pos3_CTCF,5.148502936178924e-16,3.162277660168379e-08,1.628099581838992e-08,0.9999999870099241,1.0
pos3_Dnase,0.4606582288533937,0.1332062492063526,3.4582328651847134,0.0005456781506054664,0.0035359944159234226
pos3_H3K4me3,1.4592291114290164e-15,3.162277660168379e-08,4.6144876201393334e-08,0.9999999631825074,1.0
pos3_RRBS,-0.013443118731849986,0.01865790997828348,-0.7205050698334835,0.47122856278626424,0.9663167996376558
pos4_A,0.015365669784123848,0.004418727920244627,3.4773966764790494,0.0005081588622912747,0.0034300723204661043
pos4_C,0.005048532845898325,0.004316456835890349,1.169601142288956,0.24218549076276008,0.6752247447804524
pos4_G,0.01134021849652775,0.004293904773441384,2.64100372385274,0.008277132387833674,0.041407637267811784
pos4_CTCF,-2.359444347772648e-15,3.162277660168379e-08,-7.461218151371998e-08,0.9999999404693722,1.0
pos4_Dnase,-0.15115737250741795,0.19468870944613356,-0.7764054368506672,0.4375254275758951,0.9326199903591447
pos4_H3K4me3,1.718173981165567e-15,3.162277660168379e-08,5.433343196922439e-08,0.9999999566491256,1.0
pos4_RRBS,0.017535701118811024,0.020435087397580407,0.8581172557591957,0.39084540691484815,0.8751664383608113
pos5_A,0.005048492098139485,0.0044056554051662465,1.1459117052639711,0.2518552691121916,0.6752247447804524
pos5_C,0.008235979154732474,0.004314446309600779,1.908930732642391,0.05629561912953562,0.19404021912733554
pos5_G,-0.000518480630075693,0.0043410470085210005,-0.11943676929965795,0.9049313953828673,1.0
pos5_CTCF,-1.2297403520321465e-16,3.162277660168379e-08,-3.888780443038855e-09,0.9999999968972688,1.0
pos5_Dnase,-0.2332675943408166,0.17159953381861148,-1.3593719583608603,0.17405511335188484,0.5221653400556545
pos5_H3K4me3,1.2021807388789265e-15,3.162277660168379e-08,3.801629294041545e-08,0.9999999696680388,1.0
pos5_RRBS,-0.02446003130745082,0.018361973928500946,-1.332102496316294,0.18285261735871372,0.538584072947484
pos6_A,-0.0006601152468765229,0.004179447075970705,-0.15794320035101933,0.8745042988707716,1.0
pos6_C,0.015623542264757515,0.004220656226738799,3.7016855733899594,0.000215161346093673,0.0020503610627750015
pos6_G,0.018225467573083576,0.004296768320926368,4.241668670922017,2.2358139541545086e-05,0.00032131204518559553
pos6_CTCF,-1.0286509225508394e-15,3.162277660168379e-08,-3.2528798324941136e-08,0.9999999740463319,1.0
pos6_Dnase,-0.16890840944477303,0.10245853190593884,-1.6485538715295853,0.0992660805684824,0.3281858173896765
pos6_H3K4me3,-2.1602193819902178e-16,3.162277660168379e-08,-6.831213492730409e-09,0.9999999945495974,1.0
pos6_RRBS,-0.021109169121050896,0.01994645075675784,-1.0582919928197816,0.2899443260800765,0.7339215753901935
pos7_A,0.003178002465628291,0.0043864013095942355,0.7245124741954522,0.468765748985154,0.9663167996376558
pos7_C,0.0019770223974671704,0.004299243742608864,0.45985352676642505,0.6456299573568671,1.0
pos7_G,0.00617300955011039,0.004294458704844795,1.4374360016889456,0.15062105347641808,0.47844334633685737
pos7_CTCF,-2.118189500776946e-15,3.162277660168379e-08,-6.698303338310149e-08,0.9999999465564209,1.0
pos7_Dnase,0.1319191683864311,0.05117337131776414,2.577886994532197,0.009952842845129206,0.04357731191651944
pos7_H3K4me3,3.206095096266046e-15,3.162277660168379e-08,1.0138562899297508e-07,0.9999999191077111,1.0
pos7_RRBS,0.0055526166432746035,0.017690579732012303,0.313874204655191,0.7536222131580068,1.0
pos8_A,0.0018450286993097233,0.004344173622028036,0.42471338851516466,0.671053480694479,1.0
pos8_C,0.011273411027915134,0.0043532120855089155,2.5896764978307294,0.0096185920296874,0.04357731191651944
pos8_G,0.010092234094599537,0.004348670672831583,2.320763022514212,0.020316845852238252,0.08027631775762431
pos8_CTCF,-8.814624141574136e-16,3.162277660168379e-08,-2.787428900568077e-08,0.9999999777600135,1.0
pos8_Dnase,0.13191916838642906,0.051173371317764456,2.5778869945321405,0.009952842845130982,0.04357731191651944
pos8_H3K4me3,-8.800854950732601e-16,3.162277660168379e-08,-2.783074700108399e-08,0.9999999777947539,1.0
pos8_RRBS,0.003083050418470009,0.018768412993366644,0.1642680401139754,0.8695229953287309,1.0
pos9_A,0.004753251212537179,0.004124912358294689,1.1523278071542487,0.24921008399548739,0.6752247447804524
pos9_C,-0.010613636432405782,0.004252278143437778,-2.495988285428838,0.012574416184387482,0.05223219030437877
pos9_G,-0.003267686596207243,0.004276411702619598,-0.764118804137955,0.44481195204912627,0.9358381328825774
pos9_CTCF,1.451004024947064e-15,3.162277660168379e-08,4.5884776129045024e-08,0.9999999633900327,1.0
pos9_Dnase,-0.19104547634050045,0.12959621515174236,-1.4741593812505098,0.14046575471439549,0.45510904527464136
pos9_H3K4me3,4.049954519240369e-17,3.162277660168379e-08,1.2807080700891789e-09,0.9999999989781649,1.0
pos9_RRBS,0.026747221620466353,0.018774344914180893,1.424668703101501,0.1542798272553061,0.4806410002953767
pos10_A,0.015470116153508236,0.004415683395231608,3.503447772141918,0.0004610029426044271,0.003247064204431182
pos10_C,0.0037334615673913192,0.004335606021996317,0.8611164271960897,0.3891916782729461,0.8751664383608113
pos10_G,-0.003675038220395531,0.0043020890819545346,-0.8542450308178834,0.3929868355668731,0.8751664383608113
pos10_CTCF,5.830432782350546e-16,3.162277660168379e-08,1.8437447336740498e-08,0.9999999852893617,1.0
pos10_Dnase,0.041723849409283774,0.12735149726294706,0.32762747439973233,0.7431992441915491,1.0
pos10_H3K4me3,-1.451949327833528e-17,3.162277660168379e-08,-4.5914669231044604e-10,0.9999999996336619,1.0
pos10_RRBS,-0.013885088078068791,0.01658375798237821,-0.8372703034392441,0.40245785520481014,0.8751664383608113
pos11_A,0.017419158482390364,0.0044122513372470105,3.9479071229108427,7.930181739346231e-05,0.0009176353155529211
pos11_C,-0.007443502829332839,0.004365375887241537,-1.7051230000806088,0.08819819715387811,0.29766891539433865
pos11_G,0.005215209018869942,0.004325825879200305,1.205598460156712,0.22799688514330652,0.6479911472493974
pos11_CTCF,1.4632741659405022e-16,3.162277660168379e-08,4.627279205655169e-09,0.9999999963080446,1.0
pos11_Dnase,0.030541642942120445,0.09300576951923444,0.3283843905598153,0.7426269568003128,1.0
pos11_H3K4me3,-7.297295937809536e-17,3.162277660168379e-08,-2.3076075923772557e-09,0.9999999981588352,1.0
pos11_RRBS,0.003180321774668561,0.01787755938740514,0.1778946278824345,0.8588088286731506,1.0
pos12_A,0.015402684620419216,0.0041548166227605545,3.7071875894694295,0.0002105473067104402,0.0020503610627750015
pos12_C,0.0027970184729465353,0.004259537874051934,0.6566483397143361,0.5114200536528499,1.0
pos12_G,-1.7124078946210552e-05,0.004374700008013787,-0.003914343592667346,0.9968768808052897,1.0
pos12_CTCF,-3.9952291039435063e-16,3.162277660168379e-08,-1.2634023742655082e-08,0.9999999899197243,1.0
pos12_Dnase,-0.11705595859616078,0.11592349043498218,-1.0097690999203803,0.3126269388205327,0.77916252444502
pos12_H3K4me3,1.0851702733637484e-16,3.162277660168379e-08,3.431609712936995e-09,0.9999999972620304,1.0
