iteration,train_rmse,validation_rmse
0,0.16411556671851357,0.16652944312241283
1,0.16347705086924136,0.16598894211077117
2,0.16302801517420126,0.16563878376062613
3,0.1624282046800446,0.16518559833909163
4,0.16189744516305987,0.164814815952152
5,0.16138537035649284,0.1645034208039851
6,0.16090836554062898,0.16416384394231126
7,0.16046218379537563,0.1638904744883542
8,0.1600556703505827,0.1636427343869186
9,0.1596730387400936,0.16350485417152302
10,0.1593399210473699,0.16329459943388283
11,0.1589383742527435,0.1630768835128458
12,0.15856861734960867,0.16286135450870443
13,0.15824043590334655,0.16270176814203346
14,0.1579609841321949,0.16256713087705085
15,0.15764105282665009,0.16243751123133207
16,0.15733619126073312,0.16224958083821123
17,0.15707134287490912,0.16211237211479523
18,0.15681994267980073,0.16194883633218815
19,0.15656813717525936,0.16190228684757157
20,0.15631063130138134,0.16177812011889586
21,0.1561134190295495,0.1616570680451365
22,0.15583716094765976,0.16149395266981656
23,0.1555915698635899,0.1613765105625553
24,0.1553989721880229,0.16124719913649224
25,0.155178955407631,0.16114354841357953
26,0.15498691295185557,0.16106640071452327
27,0.15479336118392933,0.16097856297236016
28,0.15459819789275522,0.1609222505438266
29,0.15439673832247294,0.1608659866449827
30,0.15422057973781964,0.1607848717078334
31,0.1540177506998432,0.16076231839878474
32,0.15382380222765565,0.160773086786972
33,0.1536131882914476,0.16080919313129646
34,0.15343201139652637,0.16077571370124719
35,0.1532202103746429,0.16064173933132994
36,0.15304183148921824,0.16062675196160475
37,0.15289226150275914,0.16061165723163526
38,0.152719678212056,0.16058541093818188
39,0.15252201822403347,0.16051657181025744
40,0.15235264800850712,0.16037285655177605
41,0.15218938903248064,0.16032448603685065
42,0.15201929077151263,0.16029015483176584
43,0.1518667530654075,0.1602703781673881
44,0.15171980648464212,0.16020338794467184
45,0.15154751135712383,0.1602035335018245
46,0.15138560484385707,0.1602364581518982
47,0.1512452777034891,0.1601917730724125
48,0.1510768680653462,0.16015099160114987
49,0.15091894116876658,0.16014381952264126
50,0.15076654832981023,0.16010312920470807
51,0.15061528308299538,0.1600623478172679
52,0.15047787306118263,0.16004970328307977
53,0.15033474657021434,0.1600251008177683
54,0.15020587083801487,0.1600221381393451
55,0.15008029057299274,0.15996288547325466
56,0.14989253520460094,0.15994676514327497
57,0.14975606600865135,0.15991313450354688
58,0.14961663272411355,0.1598952450416453
59,0.14952661119195568,0.15981905120564868
60,0.14938498751272006,0.15976956158980016
61,0.14922574717463194,0.15973050045214277
62,0.1490901857283566,0.15974138990502423
63,0.14899358101471866,0.15972228701385918
64,0.14883458060971977,0.15969385477196832
65,0.14874832252313988,0.15966898694994264
66,0.1486162013680778,0.15969178341533746
67,0.14851182277677805,0.15965414659116584
68,0.14840677724527176,0.1596604156363192
69,0.14824768929617554,0.15965096287137573
70,0.14810588764481705,0.15968965319109368
71,0.14797301153513215,0.15973184440144725
72,0.14783379425147897,0.159719140758087
73,0.14770169833164512,0.1597579691166504
74,0.1475608071502968,0.15968905802355055
75,0.14741722652175956,0.1596919312920268
76,0.14727650164529776,0.15969302330318913
77,0.14712630139295893,0.15968406982587352
78,0.1470008411898671,0.15958649186307652
79,0.14687283689469208,0.1595442067697412
80,0.14678110511918066,0.15956460908360015
81,0.14672497327215714,0.15955810510742544
82,0.14665146399084308,0.15950908927710375
83,0.14653611078554804,0.15943977081999805
84,0.1463947948834557,0.15941003969657694
85,0.14628362747267964,0.15933687347961017
86,0.14617112133389865,0.15938028751275915
87,0.146042023763596,0.1593459881040544
88,0.14590193318956365,0.15936048989929322
89,0.14579628077187418,0.15935251953068844
90,0.14564637725232438,0.15935791519315426
91,0.14550591180248884,0.15936328947503273
92,0.1454262719897892,0.15938167027780312
93,0.14532425338383917,0.15930905787222335
94,0.14522543247481587,0.15928349025438862
95,0.14511253734587415,0.15924560150093858
