epoch,train_loss,validation_loss
1,0.028531975281429308,0.015796408816345538
2,0.01461560160424163,0.014714329506471226
3,0.01354036380966942,0.013440609894621027
4,0.012246609028974896,0.014619852708191446
5,0.012087804148664618,0.013252039433987003
6,0.011574684600592562,0.012602864623884297
7,0.011732962508080175,0.012738448998911779
8,0.010859224106283205,0.012571439578218858
9,0.010750704696203255,0.012902003542259574
10,0.010093262813298233,0.013803219030404589
11,0.010006654126273502,0.012842113757056822
12,0.010392287305728658,0.01329189750973818
13,0.009236610529166168,0.012464059328127329
14,0.008812494199089731,0.012805815543560162
15,0.008814512762572444,0.01279599321377239
16,0.008096859090450666,0.013254860967062293
17,0.00753381591115893,0.01225559465838686
18,0.007523095107035479,0.013718593700929661
19,0.006735680204369409,0.013607793700225483
20,0.00639782708294623,0.01325572368919466
21,0.006227343290639145,0.013508380243967968
22,0.005507484921436893,0.01444568197239921
23,0.005852225038536401,0.01361263534982488
24,0.00547829449736992,0.013449685740916484
25,0.00511738480275775,0.013525071964147007
26,0.0052075358860820264,0.014414234613921864
27,0.004600328134010044,0.013386535056989484
28,0.004236370776328069,0.013350551717366628
29,0.0046612020259555135,0.013658692000188245
30,0.004507970415165998,0.013533958952598442
31,0.004236741479728512,0.013654087191010402
32,0.003867553072710408,0.013632064164163982
33,0.0040446999027725136,0.01373465127128976
34,0.003834373818252797,0.014142467649324147
35,0.0038013703575010393,0.014334114343287286
36,0.0034268338070427315,0.013631209494528089
37,0.0038743441668387148,0.013593457591303676
