epoch,train_loss,validation_loss
1,0.031623276330250485,0.028099715791485885
2,0.027827314742488583,0.028002747834710386
3,0.027048135705459837,0.0324712980467032
4,0.026361804406505727,0.02792977746865778
5,0.025375773749315534,0.028676658572266107
6,0.02452752556405858,0.028347929358509626
7,0.023510099779666234,0.02890800401118515
8,0.022875234963154363,0.02911940087502088
9,0.022111415758808855,0.029394197159285734
10,0.02131237299890621,0.02906351314630949
11,0.020754428686825067,0.02976028230262806
12,0.019849148347113373,0.03004841793120616
13,0.01946362906495577,0.03075141281448475
14,0.018923106384051765,0.030590448136571777
15,0.01840314536867425,0.03135619139723132
16,0.017823806268602554,0.03192936393201406
17,0.017465059455094772,0.03110775281653858
18,0.01704870056701933,0.03212602036065283
19,0.016534049461470836,0.03219144866688472
20,0.0157424496166232,0.032592087602353596
21,0.015685184440691793,0.03255180594633177
22,0.015219082413768459,0.03219508503078869
23,0.014877187039270183,0.03232808557678992
24,0.014838387878198855,0.0337376935306974
