epoch,train_loss,validation_loss
1,0.030431730736508487,0.027087865277030457
2,0.027259645059712397,0.027783668764175425
3,0.025888077954386076,0.026534797201004306
4,0.025225373083072742,0.025882002083168664
5,0.02414852833290597,0.02622979367208073
6,0.023458825893386562,0.026502165504706878
7,0.023064044085365377,0.025529406720986008
8,0.022474024387374506,0.02644056402319214
9,0.021984408868701764,0.02727787780108856
10,0.021238909363061123,0.026366993706013774
11,0.02046099885178498,0.027048444219488252
12,0.020025352194135974,0.02689161612268095
13,0.01919513603510209,0.027162152442563946
14,0.018519855479994327,0.027537070586153078
15,0.01789911079759527,0.026896957444098275
16,0.0172177641631102,0.02825620913769398
17,0.016924776865239546,0.027535400641576144
18,0.01671804743981591,0.027031426513623783
19,0.015667289153343165,0.029104668791715048
20,0.015103021698651119,0.029927344589121264
21,0.01496919058612409,0.027861882289178234
22,0.014409410979419128,0.02812867130544524
23,0.01399849452367784,0.029130936283205955
24,0.013360812970954265,0.02987177459601785
25,0.013114503321861018,0.02966228693918563
26,0.012983676468393967,0.029344321566800655
27,0.012371003425294973,0.030916380531846036
