Feature,Position,Channel,CNN_IG,CNN_ISM,ISM_SNR
A_pos_3,3,A,0.0006515760906040668,0.005286247469484806,1.307978868484497
G_pos_1,1,G,0.0007504898239858449,0.005270690191537142,1.4805439710617065
A_pos_18,18,A,0.0007488771807402372,0.005236600525677204,1.286888837814331
H3K4me3_pos_0,0,H3K4me3,0.0014402569504454732,0.0052259559743106365,1.8050386905670166
C_pos_20,20,C,0.00047559646191075444,0.005076875444501638,1.2901763916015625
T_pos_1,1,T,0.0007352493121288717,0.00494286697357893,1.0526018142700195
G_pos_19,19,G,0.0005269238026812673,0.004886152688413858,1.3204901218414307
C_pos_21,21,C,0.0,0.004809029866009951,1.3309731483459473
Dnase_pos_21,21,Dnase,0.00725749833509326,0.0045447880402207375,3.3720836639404297
H3K4me3_pos_1,1,H3K4me3,0.002620422514155507,0.004523155745118856,1.7286847829818726
H3K4me3_pos_21,21,H3K4me3,0.0005897808587178588,0.004494387190788984,1.6759061813354492
G_pos_0,0,G,0.0007337019196711481,0.0044183796271681786,1.7228364944458008
A_pos_2,2,A,0.0005304368096403778,0.004323410801589489,1.3259515762329102
Dnase_pos_2,2,Dnase,0.0056776013225317,0.004303520545363426,2.1311588287353516
G_pos_20,20,G,0.0004306720511522144,0.004097374621778727,1.4226207733154297
T_pos_0,0,T,0.0005380056099966168,0.003923751413822174,1.1285121440887451
A_pos_1,1,A,0.0003998336324002594,0.0039029866456985474,1.311424732208252
Dnase_pos_22,22,Dnase,0.003410310484468937,0.003870938438922167,2.946131944656372
T_pos_22,22,T,0.0,0.0038708914071321487,1.7655898332595825
H3K4me3_pos_22,22,H3K4me3,0.00034488990786485374,0.0037333883810788393,1.647445797920227
A_pos_21,21,A,0.0,0.0037071865517646074,1.393761396408081
A_pos_0,0,A,0.0005465545109473169,0.0037071064580231905,1.494856595993042
Dnase_pos_1,1,Dnase,0.00493942154571414,0.0035186694003641605,2.152963161468506
G_pos_21,21,G,0.002458111383020878,0.0035127371083945036,1.4256408214569092
A_pos_22,22,A,0.0,0.0031291230116039515,1.4983004331588745
G_pos_22,22,G,0.0014362011570483446,0.002944038948044181,1.405213475227356
Dnase_pos_0,0,Dnase,0.003245884319767356,0.0025185123085975647,0.9734479188919067
