Feature,Position,Channel,CNN_IG,CNN_ISM,ISM_SNR
T_pos_19,19,T,0.0012710463488474488,0.01208464428782463,1.8983033895492554
T_pos_18,18,T,0.0010252196807414293,0.010768507607281208,1.5572385787963867
RRBS_pos_20,20,RRBS,5.3883799409959465e-05,0.010257660411298275,4.685876369476318
RRBS_pos_17,17,RRBS,1.1483061825856566e-06,0.009918061085045338,3.6221346855163574
RRBS_pos_16,16,RRBS,4.0746044760453515e-06,0.009909577667713165,3.642364978790283
RRBS_pos_12,12,RRBS,2.513445451768348e-06,0.009907600469887257,3.7060163021087646
RRBS_pos_15,15,RRBS,6.843406936241081e-06,0.009901529178023338,3.604558229446411
C_pos_19,19,C,0.0026081199757754803,0.009891352616250515,1.665191888809204
RRBS_pos_8,8,RRBS,3.9720911445328966e-05,0.009847590699791908,3.6513099670410156
RRBS_pos_14,14,RRBS,0.0,0.009843471460044384,3.5163707733154297
RRBS_pos_13,13,RRBS,0.0,0.009828443638980389,3.5637600421905518
RRBS_pos_11,11,RRBS,3.348986501805484e-05,0.009815806522965431,3.5542843341827393
RRBS_pos_18,18,RRBS,0.0,0.009814226068556309,3.5349795818328857
RRBS_pos_9,9,RRBS,0.0,0.009809908457100391,3.4983832836151123
RRBS_pos_7,7,RRBS,8.134447853080928e-06,0.009786092676222324,3.507333278656006
RRBS_pos_5,5,RRBS,3.565105362213217e-05,0.00978107564151287,3.450632333755493
RRBS_pos_10,10,RRBS,3.344432479934767e-05,0.00977251399308443,3.4755804538726807
RRBS_pos_6,6,RRBS,3.361181734362617e-05,0.00976902898401022,3.47139835357666
RRBS_pos_4,4,RRBS,0.0,0.009698905050754547,3.4372682571411133
RRBS_pos_3,3,RRBS,1.015829184325412e-05,0.009696022607386112,3.459662437438965
T_pos_20,20,T,0.001560741919092834,0.00965791754424572,1.7104159593582153
RRBS_pos_19,19,RRBS,0.0,0.009535650722682476,3.698841094970703
RRBS_pos_2,2,RRBS,5.888012674404308e-05,0.00902622938156128,3.464169979095459
T_pos_9,9,T,0.0008271000697277486,0.008621477521955967,1.26340651512146
T_pos_6,6,T,0.0007297633565030992,0.008620232343673706,1.2283631563186646
T_pos_17,17,T,0.0008567165932618082,0.008565780706703663,1.247597575187683
T_pos_7,7,T,0.0010355800623074174,0.008291162550449371,1.2553436756134033
T_pos_12,12,T,0.0006671574665233493,0.008087677881121635,1.2293802499771118
T_pos_8,8,T,0.0009037716081365943,0.00800208281725645,1.2143309116363525
RRBS_pos_21,21,RRBS,6.134451541583985e-05,0.00796392373740673,2.874018907546997
T_pos_14,14,T,0.0008012866601347923,0.007845130749046803,1.2612357139587402
T_pos_16,16,T,0.0006077856523916125,0.007788957562297583,1.2120779752731323
T_pos_4,4,T,0.0005989514756947756,0.007700486108660698,1.2652124166488647
T_pos_15,15,T,0.0006520297611132264,0.007629514671862125,1.1703126430511475
T_pos_10,10,T,0.0007963200914673507,0.00761066609993577,1.2151330709457397
H3K4me3_pos_2,2,H3K4me3,0.0018124344060197473,0.007579645607620478,1.9028018712997437
T_pos_13,13,T,0.0008367911214008927,0.007545653730630875,1.188952088356018
T_pos_11,11,T,0.0006830720230937004,0.007508325390517712,1.2343902587890625
H3K4me3_pos_3,3,H3K4me3,0.0020514964126050472,0.007446521893143654,1.706146240234375
G_pos_17,17,G,0.0009821818675845861,0.00742005230858922,1.6517622470855713
T_pos_5,5,T,0.0007666294695809484,0.007416314911097288,1.1735010147094727
C_pos_12,12,C,0.001899657305330038,0.0073947785422205925,1.325483798980713
C_pos_18,18,C,0.0015070668887346983,0.007370639126747847,1.432934045791626
G_pos_3,3,G,0.001221208367496729,0.007364343386143446,1.5849790573120117
G_pos_4,4,G,0.0013484979281201959,0.00730588473379612,1.646999716758728
C_pos_5,5,C,0.0014640552690252662,0.007235864643007517,1.472790002822876
C_pos_15,15,C,0.0014261731412261724,0.007202666252851486,1.4688735008239746
C_pos_13,13,C,0.001735466648824513,0.0071967532858252525,1.3729510307312012
C_pos_1,1,C,0.0016352803213521838,0.007191577926278114,1.6523594856262207
C_pos_3,3,C,0.0015448215417563915,0.007151252590119839,1.5259361267089844
C_pos_7,7,C,0.0018591057742014527,0.007087626028805971,1.4522051811218262
G_pos_7,7,G,0.000833026715554297,0.007069548591971397,1.612441062927246
H3K4me3_pos_19,19,H3K4me3,0.0022285913582891226,0.006978241261094809,1.6611435413360596
C_pos_4,4,C,0.002085738116875291,0.0069730342365801334,1.3349497318267822
H3K4me3_pos_15,15,H3K4me3,0.0020132376812398434,0.00696951150894165,1.4891433715820312
G_pos_8,8,G,0.0011641382006928325,0.006968741305172443,1.4123471975326538
G_pos_5,5,G,0.0010462058708071709,0.006964964792132378,1.4324523210525513
H3K4me3_pos_8,8,H3K4me3,0.0020311702974140644,0.006959088612347841,1.4840571880340576
H3K4me3_pos_4,4,H3K4me3,0.0020034238696098328,0.0069450861774384975,1.4838167428970337
H3K4me3_pos_7,7,H3K4me3,0.002007709350436926,0.006944881286472082,1.4749042987823486
H3K4me3_pos_17,17,H3K4me3,0.0020215092226862907,0.0069407629780471325,1.4832724332809448
H3K4me3_pos_16,16,H3K4me3,0.0020115457009524107,0.00693578040227294,1.4814109802246094
H3K4me3_pos_14,14,H3K4me3,0.0020054823253303766,0.006934698671102524,1.4796587228775024
H3K4me3_pos_5,5,H3K4me3,0.002008732408285141,0.0069273472763597965,1.467063546180725
C_pos_11,11,C,0.0014523073332384229,0.006923321634531021,1.3411991596221924
H3K4me3_pos_9,9,H3K4me3,0.0020266028586775064,0.006919378414750099,1.4714683294296265
H3K4me3_pos_6,6,H3K4me3,0.002016256796196103,0.006907169707119465,1.4633640050888062
H3K4me3_pos_13,13,H3K4me3,0.0020319747272878885,0.006904596462845802,1.4785797595977783
H3K4me3_pos_12,12,H3K4me3,0.0020433722529560328,0.006896305829286575,1.4738993644714355
H3K4me3_pos_18,18,H3K4me3,0.0020093966741114855,0.006884503178298473,1.4703319072723389
H3K4me3_pos_11,11,H3K4me3,0.0020124672446399927,0.006875218357890844,1.4679596424102783
H3K4me3_pos_10,10,H3K4me3,0.0020172654185444117,0.006874799262732267,1.4638665914535522
G_pos_11,11,G,0.0012274981709197164,0.006860517896711826,1.4978891611099243
C_pos_9,9,C,0.0021303370594978333,0.00678933784365654,1.3294843435287476
C_pos_6,6,C,0.001696231891401112,0.006761400494724512,1.3447046279907227
C_pos_10,10,C,0.0017037885263562202,0.006728962063789368,1.3400284051895142
G_pos_14,14,G,0.0011645961785688996,0.006720257457345724,1.459788203239441
C_pos_14,14,C,0.0014406348345801234,0.006718950346112251,1.3216060400009155
C_pos_16,16,C,0.001657436485402286,0.006712728179991245,1.3083301782608032
Dnase_pos_19,19,Dnase,0.005871111061424017,0.006689548958092928,4.00966739654541
G_pos_9,9,G,0.0010947948321700096,0.006645812653005123,1.4762849807739258
T_pos_2,2,T,0.0005612892564386129,0.006613409146666527,1.175917387008667
C_pos_2,2,C,0.0018520477460697293,0.006601255852729082,1.5000455379486084
G_pos_10,10,G,0.0010247213067486882,0.006576748099178076,1.4898167848587036
G_pos_6,6,G,0.001159610110335052,0.006567804608494043,1.5184942483901978
G_pos_12,12,G,0.0012173359282314777,0.006551596336066723,1.4376740455627441
G_pos_15,15,G,0.001292090630158782,0.006525169126689434,1.5027058124542236
C_pos_22,22,C,0.0,0.006454897578805685,2.1727583408355713
C_pos_0,0,C,0.001204909523949027,0.006411787588149309,1.8722527027130127
G_pos_13,13,G,0.0009886797051876783,0.0063649252988398075,1.5091489553451538
G_pos_16,16,G,0.00103987124748528,0.006345672532916069,1.5205578804016113
A_pos_6,6,A,0.0006266210111789405,0.00630581472069025,1.4383084774017334
C_pos_8,8,C,0.0016129924915730953,0.0062741246074438095,1.4051395654678345
G_pos_2,2,G,0.0009093962726183236,0.006237716879695654,1.5193877220153809
T_pos_3,3,T,0.0007540805963799357,0.006194430403411388,1.1110697984695435
H3K4me3_pos_20,20,H3K4me3,0.002136136870831251,0.006096297409385443,1.4925732612609863
A_pos_19,19,A,0.0006364055443555117,0.00603257492184639,1.3276785612106323
A_pos_16,16,A,0.0007432553102262318,0.006008329335600138,1.3133825063705444
G_pos_18,18,G,0.0008996769320219755,0.005953543819487095,1.391865849494934
A_pos_12,12,A,0.0006302612600848079,0.005926636513322592,1.3907257318496704
Dnase_pos_3,3,Dnase,0.005973361432552338,0.005883130244910717,3.2663440704345703
A_pos_9,9,A,0.0007370648090727627,0.005854476243257523,1.4370557069778442
A_pos_7,7,A,0.0005585961625911295,0.005823539104312658,1.342637062072754
A_pos_5,5,A,0.0006913739489391446,0.005765290930867195,1.340340256690979
T_pos_21,21,T,0.0,0.005735366605222225,1.3325213193893433
A_pos_8,8,A,0.0005570074426941574,0.005733691621571779,1.4090029001235962
A_pos_10,10,A,0.0007103512180037796,0.005720030982047319,1.3032783269882202
A_pos_13,13,A,0.0005628126673400402,0.00566633976995945,1.2828367948532104
RRBS_pos_22,22,RRBS,0.0,0.0056447237730026245,3.2296981811523438
RRBS_pos_0,0,RRBS,0.0,0.00559987872838974,4.294011116027832
A_pos_17,17,A,0.0006959777674637735,0.005595542024821043,1.405189871788025
Dnase_pos_16,16,Dnase,0.005968717858195305,0.0055282237008214,2.501748561859131
Dnase_pos_17,17,Dnase,0.005978042259812355,0.005514336749911308,2.51570987701416
A_pos_20,20,A,0.0007749570067971945,0.005513467360287905,1.530901312828064
A_pos_14,14,A,0.0007500037318095565,0.005511516239494085,1.4060890674591064
Dnase_pos_15,15,Dnase,0.0059723504818975925,0.005502333398908377,2.445115804672241
Dnase_pos_8,8,Dnase,0.005980707239359617,0.005489220842719078,2.5231680870056152
Dnase_pos_14,14,Dnase,0.005992152728140354,0.0054819113574922085,2.4344375133514404
Dnase_pos_9,9,Dnase,0.005988303106278181,0.005480604246258736,2.469212532043457
Dnase_pos_12,12,Dnase,0.005976315587759018,0.005476228427141905,2.44677472114563
Dnase_pos_13,13,Dnase,0.005973131395876408,0.005471767392009497,2.432021379470825
Dnase_pos_4,4,Dnase,0.006005911156535149,0.0054662469774484634,2.520371913909912
Dnase_pos_11,11,Dnase,0.005976645275950432,0.005465646740049124,2.4512665271759033
Dnase_pos_5,5,Dnase,0.006002978887408972,0.005462167784571648,2.495847463607788
Dnase_pos_7,7,Dnase,0.005976826883852482,0.005447478499263525,2.504239797592163
RRBS_pos_1,1,RRBS,1.8901622752309777e-05,0.005433349404484034,2.1937084197998047
Dnase_pos_18,18,Dnase,0.006018872372806072,0.005430708639323711,2.377089738845825
C_pos_17,17,C,0.001223189290612936,0.0054302942007780075,1.3228791952133179
Dnase_pos_10,10,Dnase,0.006001600064337254,0.005427804309874773,2.402540683746338
A_pos_11,11,A,0.0006011269288137555,0.005426461808383465,1.346040964126587
Dnase_pos_6,6,Dnase,0.005995871499180794,0.005421167705208063,2.4307124614715576
A_pos_4,4,A,0.0005076064262539148,0.005367024336010218,1.3014936447143555
Dnase_pos_20,20,Dnase,0.0055680787190794945,0.0053580813109874725,3.5651676654815674
A_pos_15,15,A,0.000619910133536905,0.005328932777047157,1.309149146080017
