Feature,XGB_Gain,XGB_Weight,XGB_Cover,TreeSHAP,SHAP_SNR
pos20_G,0.08393821120262146,69.0,506.55072021484375,0.014463093131780624,0.8449463002322677
pos17_T,0.05548631772398949,53.0,503.6603698730469,0.007856735959649086,0.7583751485479402
pos19_G,0.05491282045841217,73.0,276.53424072265625,0.008697004988789558,0.8384158696646976
pos8_CTCF,0.05437973514199257,7.0,88.42857360839844,0.0007249140180647373,0.6426459947999466
pos20_H3K4me3,0.0535132959485054,4.0,224.25,0.00035645774914883077,0.6545989433409771
pos18_C,0.05306609719991684,75.0,403.6400146484375,0.011042697355151176,0.8453099897875851
pos21_H3K4me3,0.04502775892615318,12.0,262.9166564941406,0.001089719356968999,0.6619030233475329
pos1_G,0.044672541320323944,85.0,358.5882263183594,0.009572516195476055,0.8685695109702484
pos19_T,0.04401325434446335,60.0,362.3833312988281,0.005661903880536556,0.7626152834932184
pos14_H3K4me3,0.04195660725235939,3.0,149.3333282470703,0.00021087717323098332,0.6283310630635386
pos20_T,0.03994688019156456,73.0,315.3013610839844,0.0067953262478113174,0.7311063479407102
pos11_A,0.03797513246536255,55.0,196.2181854248047,0.0034466618672013283,0.7539668147624015
pos21_T,0.037573181092739105,67.0,231.6865692138672,0.005738623905926943,0.8492121412998818
pos20_C,0.03435899317264557,69.0,215.20289611816406,0.0028465252835303545,0.7891666213707164
pos7_CTCF,0.033277273178100586,2.0,567.5,0.0003810730704572052,0.7497598716696147
pos14_G,0.03283138945698738,62.0,278.93548583984375,0.004174118395894766,0.8431310062621097
pos21_G,0.032329391688108444,56.0,185.39285278320312,0.0016637173248454928,0.5785636346520234
pos22_H3K4me3,0.03216845169663429,3.0,436.6666564941406,0.00018953740072902292,0.691453205815769
pos7_T,0.031674329191446304,55.0,251.56362915039062,0.0036725294776260853,0.7379607974414168
pos9_G,0.03152039647102356,69.0,163.6666717529297,0.002469052793458104,0.7326756374096554
pos4_H3K4me3,0.031397223472595215,1.0,32.0,3.838759585050866e-05,0.32076470115282635
pos17_G,0.031313326209783554,75.0,279.44000244140625,0.0047611030749976635,0.8503152298552658
pos21_CTCF,0.031238432973623276,9.0,76.33333587646484,0.0002855476923286915,0.6960300984392679
pos17_A,0.03084084950387478,55.0,268.2181701660156,0.003891472704708576,0.7119624875622845
pos11_Dnase,0.029459273442626,5.0,431.0,0.00019047767273150384,0.29062792425860334
pos17_H3K4me3,0.029405683279037476,1.0,50.0,2.937584758910816e-05,0.48137740238298915
pos4_G,0.029139913618564606,66.0,278.80303955078125,0.004999819677323103,0.8490998790826245
pos20_A,0.029095714911818504,61.0,169.26229858398438,0.0023433081805706024,0.7396228509270018
pos4_CTCF,0.02871405892074108,6.0,109.0,0.00028992450097575784,0.6280643542204883
pos23_CTCF,0.028511038050055504,3.0,139.6666717529297,0.00023984190193004906,0.65057719972953
pos11_C,0.02837441675364971,54.0,138.57408142089844,0.0012950814561918378,0.7161986080702145
pos6_A,0.028245627880096436,56.0,390.7678527832031,0.005004053469747305,0.8031724573952158
pos9_C,0.02819782681763172,50.0,144.33999633789062,0.0018118667649105191,0.7445482152114261
pos5_T,0.027942772954702377,61.0,152.29507446289062,0.001087555312551558,0.7185548242728682
pos18_T,0.027552081272006035,49.0,159.448974609375,0.0013676568632945418,0.7058191877968076
pos4_C,0.027402030304074287,67.0,129.11940002441406,0.002208285965025425,0.7513123483850466
pos15_C,0.02719452604651451,71.0,135.33802795410156,0.001014395267702639,0.710169579436523
pos7_A,0.027148529887199402,62.0,227.1774139404297,0.0024244345258921385,0.6863817108249384
pos14_T,0.02706078253686428,56.0,253.17857360839844,0.002882221480831504,0.7138540323075545
pos2_T,0.027024218812584877,50.0,92.69999694824219,0.0011338976910337806,0.6236894497776417
pos16_C,0.026489777490496635,48.0,149.0416717529297,0.0008526674355380237,0.7524102861851563
pos12_A,0.026453223079442978,35.0,129.4857177734375,0.0009737505461089313,0.6897803818486787
pos16_T,0.026415163651108742,42.0,138.38095092773438,0.0006915486301295459,0.5263016717382116
pos12_C,0.026364922523498535,52.0,130.15383911132812,0.0016134654870256782,0.7447265141317037
pos16_G,0.026316391304135323,70.0,240.85714721679688,0.003518233774229884,0.8015715271919248
pos3_C,0.026148274540901184,53.0,206.1886749267578,0.003018994815647602,0.7985050295176231
pos15_G,0.026114951819181442,65.0,210.12307739257812,0.0032267249189317226,0.8224204657472954
pos1_H3K4me3,0.02596607245504856,32.0,154.84375,0.001350134494714439,0.7060494585434067
pos19_C,0.025930486619472504,65.0,228.63076782226562,0.0020776367746293545,0.7607403833490535
pos10_CTCF,0.025866862386465073,4.0,141.5,0.00031734592630527914,0.6805714803967154
pos3_G,0.02582346461713314,71.0,138.4225311279297,0.0028065869119018316,0.7957978419394961
pos16_CTCF,0.02574549801647663,12.0,215.8333282470703,0.0010194579372182488,0.8613124973605024
pos21_RRBS,0.02569510042667389,19.0,473.1052551269531,0.0009093894041143358,0.3611178320684627
pos14_A,0.025602947920560837,62.0,136.88710021972656,0.0008963917498476803,0.699634569601374
pos5_A,0.025563467293977737,64.0,141.421875,0.001325273304246366,0.6780427522800629
pos2_G,0.02516021952033043,80.0,151.4375,0.0020431585144251585,0.775320896520498
pos7_C,0.025092972442507744,62.0,183.30645751953125,0.001686916104517877,0.7183975217095335
pos10_A,0.02494732290506363,62.0,146.3709716796875,0.0025967152323573828,0.7442715853374812
pos6_G,0.024901239201426506,67.0,163.05970764160156,0.0021908641792833805,0.7319897932567228
pos14_CTCF,0.024830428883433342,5.0,52.400001525878906,0.00017658373690210283,0.54361633742914
pos15_A,0.024457871913909912,73.0,274.3150634765625,0.0034704452846199274,0.7069691443926438
pos12_G,0.02412978745996952,55.0,174.0,0.0007758440333418548,0.6692176520009167
pos4_A,0.02409284934401512,63.0,158.76190185546875,0.0016619443194940686,0.7074989470730775
pos10_T,0.024077551439404488,56.0,190.82142639160156,0.0012770160101354122,0.6860926968036589
pos1_Dnase,0.023965461179614067,16.0,226.125,0.00016017904272302985,0.296880294179387
pos13_C,0.02385442890226841,49.0,127.12245178222656,0.0015079957665875554,0.7682953139364714
pos9_A,0.023815076798200607,53.0,142.92453002929688,0.0006903085159137845,0.675516832449633
pos17_C,0.023767272010445595,56.0,161.4107208251953,0.0019425759091973305,0.7597577965700637
