epoch,train_loss,validation_loss
1,0.027420373589064528,0.023423056573849306
2,0.025534745018825127,0.024291451013881887
3,0.02494530470428535,0.02365479893188156
4,0.024553935682806095,0.023401739626090053
5,0.02383530057900685,0.02428814946164806
6,0.02340791967393349,0.023336195808523405
7,0.02278438672276078,0.02363684025460479
8,0.022109827799970144,0.023646958096748605
9,0.021444958159173112,0.024556860982313716
10,0.020803113224844422,0.023867412842958336
11,0.020265513641255683,0.02407379672483244
12,0.01953227028641761,0.023669200573730013
13,0.01878950479818126,0.02420604178591579
14,0.01826105350101571,0.02396823827332136
15,0.0179846577546937,0.025647997482722017
16,0.017303062356556445,0.024972798070865155
17,0.016679225220321472,0.025757723422898848
18,0.016102364534371225,0.026352011204112614
19,0.015953551203357823,0.025553089535595847
20,0.015431748053037398,0.02595015628413018
21,0.01514026652272453,0.02519491808074056
22,0.01473308198189524,0.025530527114116883
23,0.014502516883566985,0.025591754271739955
24,0.01388156702380117,0.02724556307150562
25,0.0137704434768432,0.02717877525425766
26,0.013341321176312858,0.026652117332409513
