Feature,MLP_IG,IG_SNR
pos18_C,0.015921352,0.6360665
pos20_G,0.010525268,0.6447667
pos23_G,0.009502269,2.616655
pos18_A,0.008874323,0.748416
pos1_G,0.008134425,0.5542653
pos16_C,0.0064353473,0.5773807
pos14_T,0.0058684996,0.5290387
pos10_A,0.0058180555,0.5347143
pos11_A,0.0050347196,0.53770685
pos12_A,0.00476728,0.5808878
pos15_A,0.0044396576,0.56624734
pos8_G,0.004245497,0.6134083
pos20_A,0.0041860514,0.5989305
pos21_G,0.004035421,0.4551692
pos8_C,0.004035192,0.55571157
pos22_G,0.003907332,1.0498986
pos2_G,0.0038639973,0.59283864
pos1_C,0.0038268345,0.557716
pos16_T,0.0036417227,0.52480173
pos3_T,0.0032916719,0.5580737
pos19_G,0.003275239,0.60522634
pos13_C,0.0032606889,0.5937101
pos16_G,0.0030142374,0.5728786
pos9_T,0.002996106,0.5604185
pos7_C,0.002950221,0.5833039
pos4_A,0.0028835868,0.4976383
pos6_G,0.0028289335,0.5445217
pos19_C,0.0027433774,0.58544654
pos17_A,0.002683494,0.5652072
pos20_C,0.0026683186,0.6189789
pos14_G,0.0024714675,0.5226101
pos5_C,0.0022786544,0.5305656
pos15_T,0.0021735257,0.51222825
pos16_A,0.0021523733,0.5133669
pos2_C,0.0020668304,0.5217862
pos9_A,0.0019959798,0.50233173
pos4_G,0.001948434,0.48655248
pos11_G,0.00184623,0.54566735
pos8_A,0.0018382801,0.48367563
pos5_A,0.0018057051,0.46871147
pos10_C,0.0017158776,0.5033988
pos2_T,0.0017033316,0.45992973
pos14_A,0.0016712043,0.48697838
pos19_A,0.0016471839,0.5278182
pos3_A,0.0016308125,0.47016072
pos2_A,0.0016264204,0.47453773
pos17_C,0.0016090393,0.54653364
pos7_G,0.0015052345,0.50050634
pos6_C,0.0014972457,0.49428743
pos12_G,0.0014966087,0.466235
pos11_T,0.0014431726,0.43298692
pos21_C,0.0014019421,0.38778067
pos17_G,0.0013621943,0.5096438
pos12_C,0.0013502024,0.48933625
pos3_G,0.0013445088,0.45376465
pos21_A,0.0013230982,0.5046582
pos11_C,0.0012846014,0.44017068
pos15_G,0.0012527908,0.40587458
pos5_G,0.0012458207,0.49092942
pos18_G,0.0012283364,0.43325225
pos1_T,0.0012199489,0.4572823
pos3_C,0.0011882444,0.44669807
pos14_C,0.0011351143,0.4484058
pos1_A,0.001131968,0.41420722
pos21_T,0.0010652341,0.45810986
pos4_C,0.0010614825,0.4562963
pos12_T,0.0010576622,0.42301574
pos13_T,0.00095581583,0.38284674
pos18_T,0.00094589184,0.23452845
pos9_G,0.0009225856,0.40349042
pos8_T,0.00088402344,0.38307154
pos10_T,0.000868212,0.401765
pos4_T,0.00086269027,0.38883257
pos6_T,0.00085578527,0.40315434
pos15_C,0.0008336871,0.4044328
pos10_G,0.0008327351,0.41088724
pos13_G,0.0008207815,0.43219158
pos6_A,0.0008151116,0.40778863
pos7_T,0.00080715126,0.380498
pos5_T,0.0007317343,0.37620762
pos9_C,0.00070839893,0.42419493
pos17_T,0.0006248436,0.20537758
pos19_T,0.00061945943,0.21242759
pos7_A,0.000618234,0.38049272
pos13_A,0.0006126604,0.37368563
pos17_RRBS,0.00029217373,0.099418074
pos21_RRBS,0.00028211108,0.15050492
pos20_T,0.00021119737,0.18607539
pos18_RRBS,0.00020665876,0.114773154
pos4_RRBS,0.00020031816,0.08988467
pos12_RRBS,0.00018715706,0.102630764
pos19_RRBS,0.0001691117,0.10194557
pos9_RRBS,0.00015142832,0.08497234
pos5_RRBS,0.00012430768,0.08573095
pos20_RRBS,0.00011861663,0.10086439
pos15_RRBS,9.839934e-05,0.08672275
pos2_RRBS,9.753027e-05,0.07815245
pos16_RRBS,9.2513874e-05,0.06433867
pos1_RRBS,8.015838e-05,0.08733397
pos14_RRBS,6.521331e-05,0.086680666
pos22_RRBS,5.7882356e-05,0.108875
pos8_RRBS,5.6814264e-05,0.089062445
pos3_RRBS,5.5834527e-05,0.08012611
pos10_RRBS,4.6996294e-05,0.09420449
pos6_RRBS,2.958046e-05,0.05946558
pos7_RRBS,2.9501161e-05,0.06809055
pos11_RRBS,2.571639e-05,0.07008568
pos13_RRBS,1.6906657e-05,0.06335418
pos1_CTCF,0.0,0.0
pos1_Dnase,0.0,0.0
pos2_CTCF,0.0,0.0
pos2_Dnase,0.0,0.0
pos1_H3K4me3,0.0,0.0
pos5_CTCF,0.0,0.0
pos4_CTCF,0.0,0.0
pos4_Dnase,0.0,0.0
pos2_H3K4me3,0.0,0.0
pos3_CTCF,0.0,0.0
pos3_Dnase,0.0,0.0
pos3_H3K4me3,0.0,0.0
pos7_H3K4me3,0.0,0.0
pos7_Dnase,0.0,0.0
pos7_CTCF,0.0,0.0
pos6_H3K4me3,0.0,0.0
pos6_Dnase,0.0,0.0
pos6_CTCF,0.0,0.0
pos5_Dnase,0.0,0.0
pos5_H3K4me3,0.0,0.0
pos4_H3K4me3,0.0,0.0
pos15_Dnase,0.0,0.0
pos15_CTCF,0.0,0.0
pos14_H3K4me3,0.0,0.0
pos14_Dnase,0.0,0.0
