epoch,train_loss,validation_loss
1,0.018554130796002096,0.021284355380695157
2,0.014162479558830128,0.016713219974788918
3,0.012932188307042172,0.014859080054105477
4,0.0124491662010089,0.014554077215864056
5,0.011801801334761457,0.013212124141789613
6,0.011577392344382903,0.01630999198800306
7,0.011234117653900316,0.016314435070470406
8,0.0109429617270735,0.014638322270759816
9,0.01017408152364056,0.013448765119567658
10,0.009583937090097914,0.012398383413947568
11,0.008808670296601012,0.01385854828917089
12,0.008582827556270694,0.01331450058285063
13,0.008071691757971799,0.012696559338791482
14,0.008256249214379605,0.015369213695287513
15,0.007666982071319081,0.012825606853500536
16,0.007061828291896123,0.01602229832632653
17,0.006562132927725644,0.012934876778058204
18,0.005905812237019466,0.014826415160557082
19,0.0057050064209328176,0.014195438261799682
20,0.005224100820763781,0.015424593851880629
21,0.004719520504320398,0.01569161311067473
22,0.00527719520602865,0.020705266559191072
23,0.004771591083410068,0.014956884328695163
24,0.0044376946324245405,0.01778298330723856
25,0.0038675575254963172,0.018989648274670076
26,0.003481449465750007,0.016774354831965408
27,0.0031731233806128203,0.016455889035651153
28,0.0032688860171932806,0.017433634521948755
29,0.0032055515291826917,0.016780592821586362
30,0.004112068224308599,0.01655931658503806
