epoch,train_loss,validation_loss
1,0.030875994424506815,0.02631549463877755
2,0.026921409119878618,0.026837798772800354
3,0.026443124229710017,0.026454666112699816
4,0.026122256442393795,0.026023496819599982
5,0.025828479836142594,0.026071769473773817
6,0.02549583902022642,0.026548382435594837
7,0.025543746658283423,0.02672951800989047
8,0.0256543622728409,0.02594021177820621
9,0.025064200852834954,0.02569382318686093
10,0.025116175085978562,0.02577904494359128
11,0.0252764609323286,0.025526770979406373
12,0.024899237964626262,0.025567576799902222
13,0.024813524210261954,0.026158122099455325
14,0.024797205345506466,0.025508096003003657
15,0.024538123150046647,0.025412260611811954
16,0.0246148541092013,0.025409077222068463
17,0.024523087075945905,0.025699130710094206
18,0.02447985355079591,0.025395135884924282
19,0.024425767805769362,0.025427030029916954
20,0.02437647902019089,0.025628867099482207
21,0.024493454067284134,0.025788823617321828
22,0.024250468867162662,0.025486978642161814
23,0.024072261142310255,0.025574399512862004
24,0.024142785592814027,0.025253101450300987
25,0.024178062256691064,0.025741481252254977
26,0.02404949159083342,0.025794976715358995
27,0.02391207564048183,0.025454270662439445
28,0.024136315493941664,0.02582017730080312
29,0.023856944311051117,0.025799732997773155
30,0.02407399359273941,0.026307457120668502
31,0.024043911578875515,0.026243654256986996
32,0.02390751009374776,0.02672880031168461
33,0.023713484274546077,0.025696138809284855
34,0.023727177891108404,0.025703221983126093
35,0.023700404683492122,0.025690842786383245
36,0.023462939206986885,0.02575000064267266
37,0.02371702336536128,0.025827899425020142
38,0.023507854154254475,0.026128258796468858
39,0.02369763460060826,0.025940295447024607
40,0.023369847819332514,0.025700960314321904
41,0.023498538319794395,0.026389527215712492
42,0.02313177591910809,0.026545645687128267
43,0.02326903400715804,0.026173662132914027
44,0.02326573070905242,0.025587963709427463
