Feature,XGB_Gain,XGB_Weight,XGB_Cover,TreeSHAP,SHAP_SNR
pos18_C,1.0931819677352905,78.0,5213.33349609375,0.023876270279288292,0.891790288550828
pos18_CTCF,0.6159027814865112,6.0,2230.666748046875,0.0006924810004420578,0.5419975767735615
pos11_CTCF,0.5209404230117798,2.0,1258.0,0.00022992042067926377,0.58929902927239
pos13_CTCF,0.4204429090023041,3.0,1322.0,0.0002178910217480734,0.5269257444717027
pos20_G,0.3848317265510559,58.0,2544.137939453125,0.008267111144959927,0.8244315000011863
pos18_A,0.35835397243499756,41.0,3249.51220703125,0.00653992360457778,0.8864661528594218
pos18_G,0.3390360474586487,39.0,1664.7178955078125,0.0014581609284505248,0.7930187665399779
pos19_A,0.30175429582595825,51.0,2930.784423828125,0.006289339624345303,0.8366376470199686
pos17_T,0.29765403270721436,35.0,1633.5714111328125,0.0015282821841537952,0.40205247645115
pos20_C,0.2959628105163574,66.0,1958.8787841796875,0.0058359005488455296,0.8565120194040641
pos1_G,0.2951814830303192,70.0,2817.04296875,0.008017323911190033,0.8393966080560973
pos14_G,0.29117265343666077,60.0,2581.9833984375,0.006121676880866289,0.8518236365957124
pos10_CTCF,0.2554333209991455,5.0,1285.800048828125,0.0003053381515201181,0.6278130680970265
pos17_RRBS,0.25291261076927185,28.0,1863.9285888671875,0.0004980383673682809,0.18514448701317576
pos8_CTCF,0.2518226206302643,5.0,4775.7998046875,0.0006753650959581137,0.7033998111393535
pos17_A,0.24102315306663513,54.0,1785.0555419921875,0.002514694584533572,0.7177038670121234
pos2_CTCF,0.24043643474578857,10.0,1508.300048828125,0.0005788265261799097,0.6922161004072562
pos16_G,0.23446476459503174,64.0,2436.90625,0.00590111780911684,0.8500653451233489
pos16_T,0.23317819833755493,53.0,1084.0943603515625,0.0030779147055000067,0.7672026474342213
pos16_C,0.23187783360481262,57.0,1712.4210205078125,0.004090608563274145,0.8130500768626018
pos19_T,0.2308943122625351,32.0,1195.84375,0.0011138940462842584,0.3841891853995568
pos4_CTCF,0.23084022104740143,6.0,1384.1666259765625,0.0004452365974429995,0.6997279787472606
pos7_CTCF,0.22799551486968994,5.0,1901.5999755859375,0.0005876288050785661,0.8047443574531064
pos14_T,0.22031880915164948,70.0,2017.8428955078125,0.005520076956599951,0.7842322431529211
pos15_A,0.2196584939956665,57.0,1834.4561767578125,0.00393541669473052,0.794098246446833
pos20_A,0.2168608456850052,48.0,1534.3958740234375,0.0012306991266086698,0.7265109977860502
pos10_G,0.21565066277980804,46.0,716.8043212890625,0.0014476754004135728,0.7674674952313464
pos18_T,0.21198759973049164,22.0,1139.3636474609375,0.0003370074846316129,0.37824555004535493
pos2_T,0.20642001926898956,40.0,3254.875,0.003098246641457081,0.7395744915589493
pos20_T,0.20587672293186188,31.0,1515.806396484375,0.0007965055992826819,0.3185223596508413
pos15_T,0.20296187698841095,45.0,1235.933349609375,0.0018559021409600973,0.6817472827164112
pos11_A,0.20119357109069824,55.0,1873.8726806640625,0.003852220019325614,0.8035485273347527
pos17_H3K4me3,0.20100781321525574,1.0,356.0,2.949430199805647e-05,0.2976176409072626
pos19_C,0.19743157923221588,51.0,1086.686279296875,0.0017809141427278519,0.7347124607182629
pos3_C,0.19546960294246674,50.0,1275.699951171875,0.0026128191966563463,0.7814434243657269
pos21_G,0.193630650639534,51.0,3189.058837890625,0.004071351140737534,0.7170484812398971
pos10_A,0.18944646418094635,44.0,2345.886474609375,0.0032571901101619005,0.763491000035847
pos19_G,0.1893140822649002,50.0,1698.4000244140625,0.003648522775620222,0.887425930519529
pos9_A,0.18769150972366333,41.0,1040.731689453125,0.0016324013704434037,0.7655502464508812
pos8_A,0.18728502094745636,35.0,1487.94287109375,0.001240515848621726,0.6725947771799977
