epoch,train_loss,validation_loss
1,0.031955031218111954,0.029537263562652603
2,0.027986317225705343,0.02768423625810155
3,0.02645715933290068,0.02871550099729602
4,0.025237350873558037,0.027361720299987652
5,0.024309350229259324,0.027103768022202733
6,0.02400541434515368,0.027345942423692836
7,0.023106606755809465,0.027444476567542377
8,0.022478756629774603,0.02745048003966239
9,0.021615013113426017,0.028019159010597573
10,0.02101988557956888,0.029163748442904272
11,0.020364016224041933,0.028582344762980938
12,0.01962742964101814,0.031033628967715735
13,0.018843945450382496,0.028233545165119778
14,0.018253055902254126,0.03488572653549821
15,0.017534643164498105,0.031380929275235135
16,0.016844351993632347,0.036951866167694775
17,0.016817557512074345,0.02987806721409755
18,0.016093599380805373,0.029916107223661087
19,0.015106421935098048,0.03137751910557498
20,0.014603756049370125,0.03121380744251742
21,0.013972245432594343,0.056836971012291626
22,0.01405261559965971,0.030680567929660205
23,0.013395750071145988,0.03436232711285798
24,0.012867790750837365,0.03239765273990916
25,0.012622105202864562,0.03041607847631867
