epoch,train_loss,validation_loss
1,0.032526161457960355,0.0279724577189472
2,0.029182556168593075,0.02579919409193536
3,0.02851209819618863,0.026023314428532507
4,0.028105031943599527,0.025988282690505873
5,0.027535655904814223,0.025136820228803924
6,0.027080818445601586,0.025140169980230515
7,0.026792034437987913,0.02501026651447897
8,0.02690985183656338,0.02505138395142653
9,0.026176886281662155,0.025358198174131784
10,0.02588402511807146,0.027377679095491943
11,0.025973351119582787,0.024907656380806057
12,0.02553511971401693,0.0254623016558395
13,0.025451155716774095,0.02473967808416185
14,0.0253543940192617,0.025227834433010875
15,0.025497216948252143,0.024753013862035846
16,0.025121968816784235,0.025329101330417624
17,0.024982086502108612,0.025774001547178443
18,0.025172333302983303,0.024928144145371887
19,0.02470039040371406,0.025176678756113364
20,0.024687852370258844,0.02476506769772365
21,0.024775144919798948,0.024824725693352843
22,0.02438148133595601,0.025023255760860962
23,0.024368284545725424,0.02566287812201442
24,0.024444137402522333,0.025551298337119954
25,0.02413702360382238,0.024837921766276905
26,0.024063389362235017,0.025301301578379228
27,0.02400059417547661,0.025849183451766462
28,0.023726515162927952,0.025297689372666337
29,0.023738079767579277,0.02593678792467459
30,0.02381967921150848,0.02595491812344912
31,0.02374957238499356,0.025319252922743
32,0.02369356713392642,0.025063599936792462
33,0.023435353162412218,0.025485632091486417
