epoch,train_loss,validation_loss
1,0.031898213039896366,0.02869161817586869
2,0.02808019981767886,0.02834792939940943
3,0.027395207407663213,0.032306068518078886
4,0.026966410565388867,0.02826385144127255
5,0.02638318860436095,0.028145840798810547
6,0.02591770371452578,0.02811230582416003
7,0.025606670150875047,0.028321709119172023
8,0.02502233762462574,0.028047510326481256
9,0.02472003576309663,0.028427061920496485
10,0.024234805764335603,0.02778504858405243
11,0.02381612145417797,0.029053154903355805
12,0.02321877189296441,0.02858078272882014
13,0.022918805088504482,0.02908625525966873
14,0.02245500087762241,0.029040307021288292
15,0.022072778970231854,0.029108564629264633
16,0.021628261966396188,0.029966102253512733
17,0.02135829202416904,0.02917045708626427
18,0.02101878498954016,0.029520178920941297
19,0.020908118585894753,0.029470533377951913
20,0.02022359507898283,0.030016797244521533
21,0.020147193153424725,0.029549934791378876
22,0.019641905485697844,0.02972154519695376
23,0.019348498443509932,0.029740720220448658
24,0.01928048236213136,0.029919580589683362
25,0.018677584464038298,0.030672827798597112
26,0.018384403666448248,0.030264192205416644
27,0.01820880466922216,0.0299237995167337
28,0.017988615852125547,0.029785795776345592
29,0.017564210748321287,0.030442348184628105
30,0.017676701334166767,0.030359611320773725
