Feature,MLP_IG,IG_SNR
pos18_C,0.014520019,0.63988394
pos13_CTCF,0.009465313,1.7012217
pos18_A,0.0077343886,0.70849335
pos9_CTCF,0.0076073515,1.7778138
pos20_G,0.006781577,0.64384294
pos17_CTCF,0.004939043,1.3031523
pos1_G,0.0047473363,0.5683194
pos16_CTCF,0.004671576,1.3508939
pos22_G,0.0046047918,1.6254103
pos3_G,0.0044621653,0.5578481
pos14_G,0.0043492108,0.6178642
pos5_CTCF,0.004328774,1.2579125
pos6_G,0.004249477,0.57335573
pos22_CTCF,0.0038594967,1.2721924
pos1_CTCF,0.0038463478,1.4134547
pos19_C,0.003702081,0.6031047
pos16_C,0.0036837163,0.5672562
pos10_CTCF,0.0035697757,1.2285353
pos19_G,0.0034815003,0.6799003
pos1_C,0.003421887,0.55747443
pos14_T,0.0033775896,0.51006764
pos21_G,0.003309354,0.40637615
pos20_C,0.003179278,0.6600645
pos16_T,0.0031369028,0.51278746
pos23_CTCF,0.0031162177,1.160433
pos4_CTCF,0.0030849895,1.1780238
pos8_G,0.0030349188,0.57910466
pos18_G,0.0029103702,0.5461673
pos8_CTCF,0.0028771234,1.0682981
pos10_A,0.0028632225,0.51974356
pos15_A,0.0028582679,0.57360333
pos19_CTCF,0.0027852545,1.0440849
pos2_C,0.0027602266,0.5899599
pos3_T,0.0027092986,0.51782244
pos11_A,0.0026870202,0.47828147
pos16_G,0.0026603444,0.49307793
pos4_A,0.0026297679,0.5272064
pos14_A,0.0025968505,0.50258356
pos8_C,0.0025613622,0.5568958
pos2_CTCF,0.0025251666,0.73704684
pos7_CTCF,0.0024932493,0.98550785
pos7_T,0.0024536576,0.4974136
pos12_A,0.002382028,0.5126484
pos23_G,0.0023338676,0.8023802
pos17_A,0.0023307852,0.51760167
pos6_CTCF,0.0022727603,0.86238897
pos3_CTCF,0.0022726583,0.87948215
pos15_T,0.0022459922,0.5454678
pos13_G,0.0022448879,0.5936305
pos7_C,0.002209825,0.5884789
pos15_CTCF,0.0021511372,0.74130654
pos7_G,0.0021391893,0.5438029
pos12_CTCF,0.002076043,0.8314878
pos20_A,0.0020518347,0.5615263
pos6_C,0.0019769494,0.54278904
pos4_G,0.0019563294,0.5477083
pos15_C,0.0019538112,0.515232
pos3_A,0.0019007273,0.50978935
pos9_C,0.0018972008,0.49332148
pos8_T,0.0017952477,0.4981532
pos4_T,0.0017480827,0.45864293
pos20_CTCF,0.0017232603,0.73635554
pos18_CTCF,0.0016937585,0.7261285
pos2_G,0.0016881059,0.5323036
pos14_CTCF,0.0016880329,0.74303156
pos5_C,0.0016843027,0.53024966
pos12_T,0.0016801102,0.50969875
pos10_G,0.0016750207,0.51401716
pos11_CTCF,0.0016657372,0.73661274
pos12_G,0.001624107,0.45466504
pos3_C,0.0015857337,0.4875058
pos21_A,0.0015717648,0.49973893
pos21_CTCF,0.0015289232,0.72433615
pos1_A,0.0014265408,0.4444612
pos2_A,0.0014087961,0.4961242
pos6_T,0.0013456675,0.46406996
pos11_G,0.0012837407,0.520664
pos9_G,0.0012391421,0.47494596
pos5_A,0.0011756562,0.46242478
pos9_A,0.0011452808,0.4637577
pos15_G,0.0011411584,0.4165449
pos8_A,0.0011306426,0.39260054
pos13_C,0.0011027772,0.46176344
pos19_A,0.0010777552,0.44911948
pos9_T,0.0010730257,0.47837514
pos17_C,0.0010686871,0.5110855
pos21_T,0.0010459279,0.45491242
pos5_G,0.0010423291,0.4007698
pos13_T,0.0009753418,0.4425814
pos14_C,0.00097134686,0.35630122
pos4_C,0.0009706246,0.41248363
pos11_T,0.0009237357,0.3965579
pos17_G,0.00088263047,0.47671232
pos5_T,0.00085217674,0.43013227
pos11_C,0.00083595235,0.40322176
pos6_A,0.0008284058,0.3990954
pos2_T,0.00082786917,0.36196575
pos13_A,0.0007631133,0.3972666
pos10_C,0.00074190355,0.4140156
pos7_A,0.00071339955,0.35917085
pos12_C,0.00066790875,0.4118922
pos10_T,0.00066720764,0.37320876
pos16_A,0.0006137139,0.35282844
pos17_T,0.00058642554,0.20647793
pos20_T,0.0005752671,0.20332968
pos1_T,0.0005735305,0.39737633
pos21_C,0.0005508892,0.33695874
pos19_T,0.00048645269,0.19112927
pos18_T,0.00036997255,0.22481392
pos17_RRBS,0.00026727648,0.108724825
pos21_RRBS,0.00021514892,0.15362045
pos16_RRBS,0.00018480094,0.11512918
pos11_RRBS,8.189329e-05,0.07959093
pos18_RRBS,6.557475e-05,0.08813455
pos20_RRBS,6.4130065e-05,0.08225831
pos9_RRBS,6.229121e-05,0.07590093
pos2_RRBS,5.1010797e-05,0.06855695
pos14_RRBS,4.9240483e-05,0.08225948
pos4_RRBS,4.5190725e-05,0.0810738
pos13_RRBS,4.3250973e-05,0.08717413
pos7_RRBS,4.1176245e-05,0.07472531
pos12_RRBS,3.7316808e-05,0.09376598
pos22_RRBS,3.6219408e-05,0.10613985
pos10_RRBS,3.1338852e-05,0.063509956
pos19_RRBS,2.857199e-05,0.083520316
pos5_RRBS,2.4915707e-05,0.07733856
pos1_RRBS,1.7481862e-05,0.06364164
pos6_RRBS,1.6528566e-05,0.05911911
pos3_RRBS,1.5476882e-05,0.06065994
pos8_RRBS,1.3328418e-05,0.06713406
pos15_RRBS,1.1939529e-05,0.06544045
pos2_Dnase,0.0,0.0
pos3_Dnase,0.0,0.0
pos3_H3K4me3,0.0,0.0
pos1_H3K4me3,0.0,0.0
pos1_Dnase,0.0,0.0
pos7_H3K4me3,0.0,0.0
pos7_Dnase,0.0,0.0
pos6_Dnase,0.0,0.0
pos6_H3K4me3,0.0,0.0
pos4_H3K4me3,0.0,0.0
pos4_Dnase,0.0,0.0
pos5_Dnase,0.0,0.0
pos5_H3K4me3,0.0,0.0
