Feature,MLP_IG,IG_SNR
pos23_G,0.011604265,4.568264
pos12_Dnase,0.011263206,5.968324
pos23_Dnase,0.0098642055,4.576198
pos6_Dnase,0.0074570016,3.019247
pos1_Dnase,0.0069599054,3.5931716
pos5_Dnase,0.0058514145,2.6584728
pos17_Dnase,0.005752901,2.3488495
pos17_G,0.005665918,0.746884
pos11_Dnase,0.0046307417,2.4272213
pos9_Dnase,0.004465753,1.9011134
pos18_Dnase,0.0040478813,1.91871
pos2_Dnase,0.0038282499,1.668365
pos8_Dnase,0.003627092,1.6825047
pos20_G,0.003610367,0.643913
pos14_C,0.0035005515,0.59976315
pos8_C,0.00349713,0.59150344
pos10_Dnase,0.0034832517,1.3813524
pos18_C,0.0033861767,0.64891094
pos15_T,0.0033420417,0.57073796
pos1_G,0.0033017586,0.5374046
pos16_G,0.0032680605,0.60756445
pos13_C,0.00318332,0.6134428
pos14_Dnase,0.0031629866,1.7360345
pos21_A,0.0031576674,0.70543236
pos15_Dnase,0.0030806055,1.3402975
pos16_C,0.0029396557,0.5843881
pos9_G,0.0028509025,0.5386209
pos22_Dnase,0.0027651296,1.4776715
pos21_Dnase,0.0027510112,1.231032
pos19_G,0.0027371047,0.7083622
pos3_Dnase,0.0027229004,1.1269208
pos7_Dnase,0.002684371,0.9727002
pos13_G,0.0024667634,0.58879805
pos10_C,0.0024634863,0.5956202
pos3_G,0.002442927,0.5463379
pos16_Dnase,0.0023723824,1.0654663
pos19_Dnase,0.0023687764,0.8376474
pos7_C,0.0022621616,0.6044717
pos4_G,0.0022526095,0.5872563
pos2_G,0.0021996046,0.6111485
pos21_T,0.0021965853,0.6322691
pos7_G,0.002099902,0.57078046
pos12_A,0.0020658444,0.56532025
pos13_Dnase,0.0020396016,0.8119276
pos4_Dnase,0.0020047382,0.9655889
pos20_Dnase,0.00200277,0.8134395
pos17_A,0.001989986,0.6118074
pos19_C,0.0019891309,0.6182735
pos11_C,0.0019802595,0.5694059
pos3_T,0.0019622329,0.55540556
pos9_T,0.0018522139,0.5502138
pos5_G,0.0018410813,0.57943803
pos22_G,0.0018358784,0.91024387
pos10_A,0.0018310343,0.50409466
pos4_A,0.001797465,0.51339495
pos10_G,0.0017782808,0.5717307
pos2_C,0.0017168481,0.57462454
pos6_A,0.001689839,0.5363618
pos6_G,0.0016291452,0.5179668
pos12_C,0.0016058802,0.5474272
pos18_A,0.0015453652,0.6601626
pos5_A,0.0015408624,0.507241
pos20_C,0.0015000395,0.6703891
pos8_T,0.0014665371,0.50081795
pos12_G,0.001421874,0.5029924
pos8_A,0.0013534875,0.5153568
pos8_G,0.0012935667,0.5464911
pos11_G,0.0012837462,0.55575466
pos2_A,0.0011968176,0.50584656
pos15_A,0.0011880504,0.528999
pos11_A,0.0011802748,0.49894935
pos10_T,0.0010884744,0.48515838
pos16_T,0.0010757688,0.49288923
pos5_T,0.0010421423,0.46808183
pos6_T,0.0009967921,0.45328727
pos1_A,0.00094496214,0.458755
pos18_G,0.0009433315,0.50564003
pos14_A,0.00092130015,0.46624926
pos11_T,0.0009105884,0.45294324
pos4_T,0.0008887969,0.45798653
pos19_A,0.00083152216,0.5284827
pos5_C,0.0008215513,0.47719347
pos14_T,0.00078728463,0.4348014
pos14_G,0.0007650908,0.48067388
pos13_A,0.0007646205,0.43054625
pos15_G,0.0007086543,0.45652097
pos9_C,0.00069924654,0.47439536
pos20_A,0.0006968619,0.4609695
pos7_T,0.00062876765,0.45079663
pos1_T,0.00062649476,0.43089238
pos9_A,0.0006184662,0.43970445
pos15_C,0.0006158393,0.44065744
pos4_C,0.00059963256,0.4500143
pos17_C,0.0005880688,0.47517952
pos1_C,0.0005686669,0.45570987
pos3_A,0.0005522221,0.42351103
pos3_C,0.00052390405,0.42052928
pos6_C,0.0005232786,0.4171234
pos16_A,0.0005050802,0.38431165
pos12_T,0.0004479534,0.40949517
pos21_G,0.00040504851,0.3597868
pos7_A,0.00037302813,0.37836874
pos13_T,0.00036040923,0.3856289
pos2_T,0.00028377134,0.35785735
pos19_RRBS,0.00028348135,0.11929009
pos17_RRBS,0.00024800777,0.1062661
pos21_C,0.00024389882,0.29028994
pos22_RRBS,0.00023207911,0.146302
pos11_RRBS,0.00016949502,0.089151055
pos10_RRBS,0.00014817629,0.09382104
pos18_RRBS,0.00012725365,0.117842264
pos8_RRBS,0.00011363301,0.08783507
pos12_RRBS,9.575389e-05,0.086647324
pos9_RRBS,7.592079e-05,0.08093492
pos21_RRBS,6.32476e-05,0.13741772
pos13_RRBS,6.0458642e-05,0.08234632
pos7_RRBS,5.4265292e-05,0.08237022
pos20_RRBS,4.841301e-05,0.09184278
pos16_RRBS,3.8581926e-05,0.08961743
pos5_RRBS,3.356959e-05,0.0821915
pos3_RRBS,2.9960753e-05,0.07523772
pos4_RRBS,2.0522306e-05,0.06805234
pos14_RRBS,1.9282372e-05,0.06992816
