Feature,Linear_Coefficient,SE,t_stat,p_value,FDR
pos1_A,-0.0009677250094149934,0.004244363617986929,-0.22800238068998865,0.8196484135735413,1.0
pos1_C,-0.016330938273049187,0.004133419897627898,-3.950950708497156,7.830298198863161e-05,0.0007461813577740189
pos1_G,0.023256805703086338,0.004248021382550663,5.47473838022965,4.472906423025336e-08,8.051231561445604e-07
pos1_CTCF,-0.10710695645245286,0.035470444116352265,-3.0196113728126504,0.002536504390867389,0.014675489690018464
pos1_Dnase,-0.09237904198025969,0.16243419209187673,-0.568716726389773,0.5695594189387525,1.0
pos1_H3K4me3,6.128566423507971e-17,3.162277660168379e-08,1.938022868991728e-09,0.9999999984537147,1.0
pos1_RRBS,-2.0924279693438721e-16,3.162277660168379e-08,-6.616838222967614e-09,0.9999999947206408,1.0
pos2_A,0.00986585520706849,0.004560713287711781,2.163226360589404,0.030544157469308386,0.13021456605336734
pos2_C,0.011729034951425391,0.0044864808105254134,2.614306278522074,0.008952455471344267,0.04532180582368035
pos2_G,0.012826920483690845,0.004422852152692931,2.9001467923545556,0.0037368914709079437,0.020179213942902896
pos2_CTCF,0.09128357357627313,0.04668094002953615,1.9554784783364652,0.05055062610437999,0.18198225397576798
pos2_Dnase,0.00973667682996119,0.17707348009976073,0.05498664635989354,0.956150050539295,1.0
pos2_H3K4me3,-2.050549225735845e-16,3.162277660168379e-08,-6.48440600762003e-09,0.9999999948263043,1.0
pos2_RRBS,1.4235233696940944e-15,3.162277660168379e-08,4.501576150711248e-08,0.9999999640833939,1.0
pos3_A,-0.0065582926875244,0.004150400958356247,-1.5801588216001643,0.11409779966080014,0.3487517650009363
pos3_C,-0.02153282552289808,0.004221172311503325,-5.101148196252949,3.429397479326468e-07,5.5556239165088785e-06
pos3_G,0.0027422874347457406,0.004249066890932863,0.645385800020598,0.518689984479622,1.0
pos3_CTCF,0.057079131112747206,0.044825964377623505,1.2733497629164294,0.20291950444702822,0.5667751675934236
pos3_Dnase,0.2601878108491993,0.13230098718478803,1.9666354453258055,0.04924908777127124,0.18132618679422594
pos3_H3K4me3,-9.961031732700031e-17,3.162277660168379e-08,-3.149954812054563e-09,0.9999999974867539,1.0
pos3_RRBS,3.900892644182879e-16,3.162277660168379e-08,1.2335705663414678e-08,0.9999999901577432,1.0
pos4_A,0.015076502386186226,0.004392816357269583,3.432081188924829,0.0006010608869093659,0.004868593183965863
pos4_C,0.0057074360734041905,0.0042572823366074965,1.3406289792732609,0.1800672307644533,0.51177002427792
pos4_G,0.012425851641576988,0.00427503607657979,2.906607434180578,0.003660638714046982,0.020179213942902896
pos4_CTCF,-0.04074761696173477,0.0454455999099025,-0.896624030544615,0.36993820167163793,0.8488279922986484
pos4_Dnase,-0.15579746600466726,0.1588122061873341,-0.9810169491688148,0.32660486934707755,0.8016664974882813
pos4_H3K4me3,-1.5043652012009389e-15,3.162277660168379e-08,-4.7572204684924383e-08,0.9999999620436915,1.0
pos4_RRBS,4.517192351499898e-16,3.162277660168379e-08,1.4284616459831597e-08,0.9999999886027711,1.0
pos5_A,0.011116892832348468,0.004385456600701163,2.534945353368919,0.011259531358549735,0.055274063032880516
pos5_C,0.014652917127944864,0.004291252294014253,3.4146016416661884,0.0006409432041101226,0.004944419003135232
pos5_G,0.007353438794334083,0.004296123680070569,1.7116450414233173,0.08698886802716976,0.293587429591698
pos5_CTCF,0.012866829506666181,0.04540801988619749,0.28336028611054376,0.7769057315749912,1.0
pos5_Dnase,0.01698281363534083,0.13382698836753887,0.12690126141596855,0.8990207505994372,1.0
pos5_H3K4me3,1.354508645471335e-16,3.162277660168379e-08,4.283332430078934e-09,0.9999999965824691,1.0
pos5_RRBS,2.3749376810595024e-16,3.162277660168379e-08,7.51021237310656e-09,0.9999999940078468,1.0
pos6_A,0.0020750291774318677,0.004137709052661329,0.5014922874041208,0.6160342337302311,1.0
pos6_C,0.017943313505050434,0.00419647866734439,4.275802387530138,1.919757736335015e-05,0.0002073338355241816
pos6_G,0.020888902544058178,0.0043142131823004125,4.841880004854062,1.3027841003765417e-06,1.9186456750999977e-05
pos6_CTCF,-0.03725958843040718,0.04616801480187486,-0.8070433305461098,0.419658087473171,0.9064614689420495
pos6_Dnase,-0.07324984824387906,0.1010188002763321,-0.7251110490671796,0.4683985519523879,0.9854618885232057
pos6_H3K4me3,3.1453559811926817e-16,3.162277660168379e-08,9.946488952602611e-09,0.9999999920640212,1.0
pos6_RRBS,-5.238522873705881e-16,3.162277660168379e-08,-1.6565663855801167e-08,0.9999999867827978,1.0
pos7_A,0.0024909019071015152,0.004405430528262649,0.565416226886647,0.5718016395968935,1.0
pos7_C,0.007238045377345272,0.004274266321545107,1.6934006523788125,0.09040611465716086,0.2988936851930624
pos7_G,0.008520815499077197,0.004261998196314118,1.9992536614506806,0.04560423036605332,0.1725173873100658
pos7_CTCF,-0.02171504359209469,0.04828610655990641,-0.44971618420205006,0.6529235139526026,1.0
pos7_Dnase,0.05724618282697205,0.057800495106404504,0.9904099043025147,0.321994491219304,0.8016664974882813
pos7_H3K4me3,1.058262325069376e-15,3.162277660168379e-08,3.346519309164735e-08,0.9999999732992153,1.0
pos7_RRBS,1.890331793728058e-15,3.162277660168379e-08,5.977754001612259e-08,0.999999952305453,1.0
pos8_A,7.897272792252204e-05,0.0043759908089528255,0.0180468221644689,0.9856018115752572,1.0
pos8_C,0.009667751800927165,0.004333114440991527,2.231132348933516,0.025691425038216975,0.11248677989705812
pos8_G,0.013996174080444517,0.004339572669964043,3.2252424708353797,0.0012621522229698812,0.008930911998399849
pos8_CTCF,0.08502757305782829,0.046642643623866095,1.8229578439743799,0.06833553618825716,0.24065993179342743
pos8_Dnase,0.057246182826971796,0.057800495106404545,0.9904099043025095,0.3219944912193067,0.8016664974882813
pos8_H3K4me3,-7.216306138888225e-16,3.162277660168379e-08,-2.2819963691942168e-08,0.9999999817926961,1.0
pos8_RRBS,8.758244901873077e-16,3.162277660168379e-08,2.7696002195476833e-08,0.9999999779022644,1.0
pos9_A,0.0050694652913757885,0.004144390441039167,1.2232113174415746,0.22127477246283722,0.5876477563767153
pos9_C,-0.011354315725923676,0.004195178047995537,-2.706515813160489,0.006809294907626606,0.03558405725921001
pos9_G,-0.004346052704322546,0.004255179104133707,-1.0213559988815886,0.30710713139883805,0.7897040521684406
pos9_CTCF,-0.01443953345672847,0.04317871704068671,-0.3344132120257834,0.7380738246381495,1.0
pos9_Dnase,0.005703921983889536,0.12081804359549594,0.04721084545108605,0.9623459975161381,1.0
pos9_H3K4me3,8.257459067298756e-17,3.162277660168379e-08,2.611237833827368e-09,0.9999999979165786,1.0
pos9_RRBS,-4.617694554568383e-16,3.162277660168379e-08,-1.4602432331392774e-08,0.9999999883491961,1.0
pos10_A,0.019845553479021498,0.004390682546162586,4.519924469685543,6.247477963183812e-06,8.434095250298146e-05
pos10_C,0.009043827159862019,0.0042881628918041495,2.109021366037014,0.034964139897761815,0.14523565803685676
pos10_G,0.00019860032698220244,0.004275347577921916,0.04645244003266152,0.9629504411632155,1.0
pos10_CTCF,-0.010619342409681426,0.04281076100433975,-0.24805311002541952,0.8040977110856073,1.0
pos10_Dnase,-0.13360755136493396,0.11188059135739171,-1.1941977580198657,0.23242507023657488,0.6073042157794375
pos10_H3K4me3,-3.162518092183415e-16,3.162277660168379e-08,-1.0000760312789937e-08,0.9999999920207201,1.0
pos10_RRBS,2.348100171447676e-16,3.162277660168379e-08,7.425344716006528e-09,0.99999999407556,1.0
pos11_A,0.0188982696843493,0.0044084960573872786,4.286783846087745,1.827450342872794e-05,0.0002073338355241816
pos11_C,-0.0038367151182250284,0.004297704914353758,-0.892735819393024,0.37201720650125947,0.8488279922986484
pos11_G,0.0015894695724328121,0.004323093676119943,0.3676694727233833,0.7131264223213558,1.0
pos11_CTCF,0.03979354834982935,0.043232566903277696,0.9204530565778731,0.35735521929632164,0.8390079061739726
pos11_Dnase,0.043818481285067566,0.11179257451808852,0.3919623595212717,0.6950932356169548,1.0
pos11_H3K4me3,-4.3889087425118945e-17,3.162277660168379e-08,-1.3878948068963058e-09,0.999999998892644,1.0
pos11_RRBS,6.389516385667086e-16,3.162277660168379e-08,2.0205424925674835e-08,0.9999999838787514,1.0
pos12_A,0.00840095551494492,0.004113745430436092,2.042167085203993,0.041157555849450134,0.16262253774660784
pos12_C,-0.0009334521350432918,0.00424133468460463,-0.22008452632412492,0.8258092034477864,1.0
pos12_G,-0.002557860841512292,0.00432940720680026,-0.5908108707110351,0.554658675954365,1.0
pos12_CTCF,-0.0327585650059656,0.04747198093708564,-0.6900610498934171,0.4901696191405762,1.0
pos12_Dnase,-0.06162303551283872,0.11204467900610718,-0.5499862738638384,0.5823393909556251,1.0
pos12_H3K4me3,5.34699079980841e-17,3.162277660168379e-08,1.6908669555359991e-09,0.9999999986509125,1.0
pos12_RRBS,-1.1181350031298803e-18,3.162277660168379e-08,-3.535853341449922e-11,0.9999999999717886,1.0
pos13_A,0.0022277155519940615,0.004434663858459558,0.5023414678306395,0.6154368922482998,1.0
pos13_C,0.007673955543201173,0.004304550079873086,1.7827543879864511,0.0746524711122929,0.25731277277003084
pos13_G,0.006910821138116059,0.004285149479282877,1.6127374719428902,0.10682879374553411,0.3328127805149332
pos13_CTCF,0.013628333454772438,0.04664163021989912,0.2921924767749234,0.7701446956981226,1.0
pos13_Dnase,-0.04095989556654045,0.11200974656504051,-0.36568153060462766,0.7146094059789379,1.0
pos13_H3K4me3,1.330854703621163e-16,3.162277660168379e-08,4.208532098191214e-09,0.9999999966421498,1.0
pos13_RRBS,6.661691623652817e-17,3.162277660168379e-08,2.1066118600408123e-09,0.9999999983192032,1.0
pos14_A,-0.013350826551995026,0.004363565908760936,-3.0596138184116675,0.0022212904353984264,0.013327742612390558
pos14_C,-0.01912043781961512,0.004302708424811689,-4.443814437751946,8.919841256282979e-06,0.00011115494488598789
pos14_G,-0.03622547828749207,0.004329460724215388,-8.367203352804886,0.0,0.0
pos14_CTCF,-0.01732741391066748,0.045456762777626836,-0.3811845114319444,0.7030733312660269,1.0
pos14_Dnase,0.13262581288351472,0.1369928953306611,0.9681218326205492,0.3330037375092356,0.8051732160671071
pos14_H3K4me3,4.154903442852999e-17,3.162277660168379e-08,1.3138958337490727e-09,0.9999999989516855,1.0
pos14_RRBS,2.589371475331938e-17,3.162277660168379e-08,8.188311570319425e-10,0.9999999993466813,1.0
pos15_A,0.005702435558907513,0.004131694482063944,1.3801687379505663,0.16756132860762984,0.4847309863292149
pos15_C,-0.013429454939334168,0.004247920980362457,-3.1614182564639637,0.0015740751987285417,0.010200007287760951
pos15_G,-0.013802539073266328,0.004297572500094983,-3.2117059276978503,0.0013230980738370146,0.008930911998399849
pos15_CTCF,-0.014990454783930369,0.04360241006717911,-0.3437987661882514,0.7310038674694517,1.0
pos15_Dnase,-0.11346324073914921,0.13260844817482784,-0.8556260351494496,0.3922223596683927,0.8704112639216386
pos15_H3K4me3,-1.2537454804239436e-17,3.162277660168379e-08,-3.9646913242817093e-10,0.9999999996836704,1.0
pos15_RRBS,-1.6338637813396722e-17,3.162277660168379e-08,-5.166730935488679e-10,0.9999999995877633,1.0
pos16_A,-0.010670794759329093,0.004355513881456103,-2.4499508094235973,0.014302265404127157,0.06619905701338856
pos16_C,0.005353119926438837,0.004331602358071138,1.235829026749025,0.216547180682785,0.5846773878435195
pos16_G,-0.033207482511340536,0.004230853166050879,-7.848885604871211,4.440892098500626e-15,2.5779378631796135e-13
pos16_CTCF,0.008917629841640294,0.04164357052529547,0.21414181659143458,0.8304402358658667,1.0
pos16_Dnase,0.1019690216611522,0.11587476488166377,0.8799933425132495,0.3788811696581682,0.8524826317308785
pos16_H3K4me3,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos16_RRBS,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos17_A,0.018116295525598083,0.007216255423739931,2.5104842417300475,0.012070082681235661,0.05751039395176991
pos17_C,0.022695619421416235,0.007234241721995035,3.1372492506591714,0.0017096837385734975,0.010652644832650254
pos17_G,0.023122004657965337,0.007173912616237802,3.2230675079077216,0.0012717665094219566,0.008930911998399849
pos17_CTCF,0.008615023699517641,0.04417866718488847,0.19500415581718708,0.8453931137988313,1.0
pos17_Dnase,-0.011581607504110318,0.11007087579314051,-0.10521954532165238,0.916203423486931,1.0
pos17_H3K4me3,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos17_RRBS,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos18_A,-0.027128935392682713,0.006612127366984958,-4.102905749840864,4.107858409319043e-05,0.0004159206639435531
pos18_C,0.051806227108083115,0.006665293892728829,7.772534556142909,8.215650382226158e-15,2.5779378631796135e-13
pos18_G,-0.014017578588475377,0.006731421198018904,-2.0824099660560287,0.037326925743358386,0.15117404926060146
pos18_CTCF,0.02563524379102758,0.04240233965070737,0.6045714458730327,0.5454756240226919,1.0
pos18_Dnase,0.07971243307671952,0.10982362561138545,0.7258222685051813,0.4679623957684269,0.9854618885232057
pos18_H3K4me3,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos18_RRBS,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos19_A,-0.0009531342656210815,0.006986857007844758,-0.1364181726563051,0.8914930786537243,1.0
pos19_C,0.024461795994466882,0.006943137733907368,3.5231615635400324,0.00042807414643286634,0.0036498953537960183
pos19_G,0.02646115338122155,0.006910099215134024,3.8293449279669027,0.00012916178914612608,0.0011624561023151347
pos19_CTCF,-0.0682973498882816,0.0416408086504412,-1.6401542645728124,0.10100024503689609,0.3208243077642582
pos19_Dnase,0.14577812643645685,0.11622045398203662,1.2543241868508683,0.20974950278275561,0.57592236357299
pos19_H3K4me3,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos19_RRBS,0.0,3.162277660168379e-08,0.0,1.0,1.0
pos20_A,0.01636202409095086,0.0071835594837008345,2.2777042673726777,0.022762338920215175,0.10243052514096829
pos20_C,0.002087077555038625,0.007138593609615414,0.29236536903115073,0.7700125191312162,1.0
pos20_G,0.041628356059338754,0.007213671067880857,5.770758836605482,8.093769210404389e-09,1.8731294458364444e-07
pos20_CTCF,0.05732375085375195,0.041018213416527075,1.397519445121787,0.16228418447314108,0.4847309863292149
pos20_Dnase,-0.09187917230149378,0.13238632642796214,-0.6940231274676976,0.4876816210476589,1.0
pos20_H3K4me3,0.0,3.162277660168379e-08,0.0,1.0,1.0
