Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_19,19,RRBS,0.13126139342784882,3.352055072784424,1.4486268758773804
H3K4me3_pos_19,19,H3K4me3,0.13126139342784882,3.352055072784424,1.4486268758773804
Dnase_pos_19,19,Dnase,0.13126139342784882,3.352055072784424,1.4486268758773804
CTCF_pos_19,19,CTCF,0.13126139342784882,3.352055072784424,1.4486268758773804
T_pos_19,19,T,0.13126139342784882,3.352055072784424,1.4486268758773804
G_pos_19,19,G,0.13126139342784882,3.352055072784424,1.4486268758773804
C_pos_19,19,C,0.13126139342784882,3.352055072784424,1.4486268758773804
A_pos_19,19,A,0.13126139342784882,3.352055072784424,1.4486268758773804
RRBS_pos_20,20,RRBS,0.12870042026042938,3.352055072784424,1.6032521724700928
H3K4me3_pos_20,20,H3K4me3,0.12870042026042938,3.352055072784424,1.6032521724700928
Dnase_pos_20,20,Dnase,0.12870042026042938,3.352055072784424,1.6032521724700928
CTCF_pos_20,20,CTCF,0.12870042026042938,3.352055072784424,1.6032521724700928
T_pos_20,20,T,0.12870042026042938,3.352055072784424,1.6032521724700928
G_pos_20,20,G,0.12870042026042938,3.352055072784424,1.6032521724700928
C_pos_20,20,C,0.12870042026042938,3.352055072784424,1.6032521724700928
A_pos_20,20,A,0.12870042026042938,3.352055072784424,1.6032521724700928
A_pos_18,18,A,0.10863670706748962,3.352055072784424,1.1170114278793335
C_pos_18,18,C,0.10863670706748962,3.352055072784424,1.1170114278793335
G_pos_18,18,G,0.10863670706748962,3.352055072784424,1.1170114278793335
T_pos_18,18,T,0.10863670706748962,3.352055072784424,1.1170114278793335
CTCF_pos_18,18,CTCF,0.10863670706748962,3.352055072784424,1.1170114278793335
Dnase_pos_18,18,Dnase,0.10863670706748962,3.352055072784424,1.1170114278793335
H3K4me3_pos_18,18,H3K4me3,0.10863670706748962,3.352055072784424,1.1170114278793335
RRBS_pos_18,18,RRBS,0.10863670706748962,3.352055072784424,1.1170114278793335
A_pos_15,15,A,0.0977972000837326,3.352055072784424,1.4498717784881592
C_pos_15,15,C,0.0977972000837326,3.352055072784424,1.4498717784881592
G_pos_15,15,G,0.0977972000837326,3.352055072784424,1.4498717784881592
T_pos_15,15,T,0.0977972000837326,3.352055072784424,1.4498717784881592
CTCF_pos_15,15,CTCF,0.0977972000837326,3.352055072784424,1.4498717784881592
Dnase_pos_15,15,Dnase,0.0977972000837326,3.352055072784424,1.4498717784881592
H3K4me3_pos_15,15,H3K4me3,0.0977972000837326,3.352055072784424,1.4498717784881592
RRBS_pos_15,15,RRBS,0.0977972000837326,3.352055072784424,1.4498717784881592
A_pos_14,14,A,0.06848091632127762,3.352055072784424,1.2145054340362549
C_pos_14,14,C,0.06848091632127762,3.352055072784424,1.2145054340362549
G_pos_14,14,G,0.06848091632127762,3.352055072784424,1.2145054340362549
T_pos_14,14,T,0.06848091632127762,3.352055072784424,1.2145054340362549
CTCF_pos_14,14,CTCF,0.06848091632127762,3.352055072784424,1.2145054340362549
Dnase_pos_14,14,Dnase,0.06848091632127762,3.352055072784424,1.2145054340362549
H3K4me3_pos_14,14,H3K4me3,0.06848091632127762,3.352055072784424,1.2145054340362549
RRBS_pos_14,14,RRBS,0.06848091632127762,3.352055072784424,1.2145054340362549
A_pos_17,17,A,0.04919109866023064,3.352055072784424,0.48375949263572693
C_pos_17,17,C,0.04919109866023064,3.352055072784424,0.48375949263572693
G_pos_17,17,G,0.04919109866023064,3.352055072784424,0.48375949263572693
T_pos_17,17,T,0.04919109866023064,3.352055072784424,0.48375949263572693
CTCF_pos_17,17,CTCF,0.04919109866023064,3.352055072784424,0.48375949263572693
Dnase_pos_17,17,Dnase,0.04919109866023064,3.352055072784424,0.48375949263572693
H3K4me3_pos_17,17,H3K4me3,0.04919109866023064,3.352055072784424,0.48375949263572693
RRBS_pos_17,17,RRBS,0.04919109866023064,3.352055072784424,0.48375949263572693
A_pos_9,9,A,0.04819101467728615,3.352055072784424,0.6527737379074097
C_pos_9,9,C,0.04819101467728615,3.352055072784424,0.6527737379074097
G_pos_9,9,G,0.04819101467728615,3.352055072784424,0.6527737379074097
T_pos_9,9,T,0.04819101467728615,3.352055072784424,0.6527737379074097
CTCF_pos_9,9,CTCF,0.04819101467728615,3.352055072784424,0.6527737379074097
Dnase_pos_9,9,Dnase,0.04819101467728615,3.352055072784424,0.6527737379074097
H3K4me3_pos_9,9,H3K4me3,0.04819101467728615,3.352055072784424,0.6527737379074097
RRBS_pos_9,9,RRBS,0.04819101467728615,3.352055072784424,0.6527737379074097
RRBS_pos_8,8,RRBS,0.04455123841762543,3.352055072784424,0.7869751453399658
