Feature,MLP_IG,IG_SNR
pos17_CTCF,0.0024665676,0.73764926
pos22_CTCF,0.0023958366,0.77735907
pos19_C,0.0023806638,0.4923595
pos3_C,0.0023567274,0.46755454
pos15_A,0.002338659,0.44078305
pos2_A,0.002258874,0.4354092
pos3_G,0.0022431337,0.45812315
pos20_A,0.002196507,0.5046055
pos5_A,0.0021313343,0.46286085
pos13_T,0.002068295,0.43932244
pos13_G,0.0020223605,0.5054265
pos3_T,0.0020191579,0.4495645
pos4_A,0.0019558654,0.44102472
pos2_G,0.0019009539,0.5193879
pos5_G,0.0018894969,0.46590123
pos9_C,0.0018521531,0.4441437
pos17_G,0.0018255977,0.50552464
pos10_G,0.001782437,0.39753813
pos16_A,0.0017135094,0.40407032
pos7_C,0.0016850561,0.45576167
pos15_T,0.0016485765,0.4246964
pos8_A,0.0016481923,0.42344844
pos9_A,0.0016298053,0.40031824
pos13_C,0.0016278988,0.4563256
pos4_G,0.0016199788,0.4235991
pos8_G,0.0016058,0.44677806
pos7_A,0.0015495023,0.4063511
pos11_C,0.0015349549,0.477753
pos12_C,0.0015119697,0.40325895
pos1_A,0.0015085553,0.38442877
pos21_A,0.0014890194,0.4587419
pos3_A,0.0014776263,0.40658653
pos8_T,0.0014723204,0.39728123
pos12_G,0.0014594572,0.3815433
pos4_C,0.0014552877,0.4439634
pos7_G,0.001435721,0.40694112
pos14_C,0.0013902278,0.46565056
pos12_T,0.001368496,0.45000425
pos5_C,0.0012644727,0.4268915
pos5_T,0.0012372549,0.4155734
pos1_T,0.001214726,0.3938131
pos7_T,0.0012124695,0.33684784
pos13_A,0.0012112127,0.38104364
pos10_C,0.0012057691,0.41500357
pos10_T,0.0011919112,0.38643742
pos11_T,0.001178129,0.38812658
pos20_T,0.0010391339,0.20056216
pos14_A,0.0010213786,0.39345235
pos4_T,0.001013675,0.35742694
pos2_T,0.0010061323,0.3694112
pos9_G,0.000997145,0.3832379
pos9_T,0.0009943919,0.4120772
pos2_C,0.00096084835,0.38840136
pos19_T,0.00095978857,0.20737784
pos6_C,0.0009572611,0.4075102
pos21_C,0.00087535393,0.2890592
pos17_T,0.0008683594,0.19288196
pos11_G,0.000841133,0.39278832
pos18_T,0.00060643535,0.2026943
pos3_H3K4me3,0.0,0.0
pos3_RRBS,0.0,0.0
pos1_RRBS,0.0,0.0
pos1_H3K4me3,0.0,0.0
pos7_RRBS,0.0,0.0
pos7_H3K4me3,0.0,0.0
pos6_H3K4me3,0.0,0.0
pos6_RRBS,0.0,0.0
pos4_RRBS,0.0,0.0
pos4_H3K4me3,0.0,0.0
pos5_H3K4me3,0.0,0.0
pos5_RRBS,0.0,0.0
pos2_RRBS,0.0,0.0
pos2_H3K4me3,0.0,0.0
pos8_H3K4me3,0.0,0.0
pos8_RRBS,0.0,0.0
pos10_RRBS,0.0,0.0
pos10_H3K4me3,0.0,0.0
pos11_H3K4me3,0.0,0.0
pos11_RRBS,0.0,0.0
pos15_RRBS,0.0,0.0
pos15_H3K4me3,0.0,0.0
pos14_H3K4me3,0.0,0.0
pos14_RRBS,0.0,0.0
pos12_RRBS,0.0,0.0
pos12_H3K4me3,0.0,0.0
pos13_H3K4me3,0.0,0.0
pos13_RRBS,0.0,0.0
pos9_RRBS,0.0,0.0
pos9_H3K4me3,0.0,0.0
pos18_H3K4me3,0.0,0.0
pos18_RRBS,0.0,0.0
pos16_RRBS,0.0,0.0
pos16_H3K4me3,0.0,0.0
pos17_H3K4me3,0.0,0.0
pos17_RRBS,0.0,0.0
pos19_RRBS,0.0,0.0
pos19_H3K4me3,0.0,0.0
pos20_H3K4me3,0.0,0.0
pos20_RRBS,0.0,0.0
pos21_RRBS,0.0,0.0
pos21_H3K4me3,0.0,0.0
pos22_T,0.0,0.0
pos22_A,0.0,0.0
pos22_RRBS,0.0,0.0
pos22_H3K4me3,0.0,0.0
pos22_C,0.0,0.0
pos23_A,0.0,0.0
pos23_T,0.0,0.0
pos23_C,0.0,0.0
pos23_H3K4me3,0.0,0.0
pos23_RRBS,0.0,0.0
