Feature,MLP_IG,IG_SNR
pos18_C,0.014045407,0.6124284
pos18_A,0.013146586,0.6918378
pos20_G,0.007947195,0.5791744
pos23_CTCF,0.006533651,1.4200326
pos1_CTCF,0.006101456,1.4681424
pos14_G,0.0060434197,0.5558806
pos16_CTCF,0.005812264,1.4618576
pos5_CTCF,0.005647322,1.4469548
pos1_G,0.0054769223,0.5348198
pos16_Dnase,0.005352777,1.5644684
pos19_CTCF,0.0051990054,1.3281686
pos16_G,0.0051461915,0.54530156
pos6_CTCF,0.005121702,1.5387977
pos4_Dnase,0.004940881,1.2620084
pos1_C,0.004880172,0.5690581
pos21_Dnase,0.0047470024,1.0863081
pos20_C,0.004712351,0.5721915
pos13_Dnase,0.0046985494,1.2099656
pos14_T,0.0046337545,0.46054807
pos21_CTCF,0.004575615,0.9068566
pos22_Dnase,0.004554593,1.5542196
pos8_Dnase,0.0045469366,1.2093759
pos18_G,0.004534197,0.52159226
pos11_CTCF,0.004355584,0.96378636
pos15_G,0.004328856,0.5208951
pos12_Dnase,0.0041976334,1.1453246
pos11_Dnase,0.004192614,1.1286937
pos6_G,0.0041454714,0.49479666
pos2_CTCF,0.0041345223,0.988954
pos14_Dnase,0.004100474,0.83025664
pos7_CTCF,0.0039392607,1.2116226
pos20_Dnase,0.0038846172,0.9477631
pos13_CTCF,0.0038680427,1.0286136
pos4_CTCF,0.0038232089,1.2222191
pos6_Dnase,0.003805349,0.99044925
pos14_CTCF,0.0038015454,1.0415471
pos7_Dnase,0.0037736038,0.81850916
pos16_C,0.003728095,0.49358824
pos12_CTCF,0.0037059293,0.77597845
pos3_CTCF,0.003696036,0.8787986
pos23_G,0.0036392685,0.99126446
pos18_CTCF,0.0036166506,1.0166111
pos5_Dnase,0.0036145798,0.97129565
pos6_T,0.0036117933,0.48826844
pos10_A,0.0035783066,0.4555273
pos21_T,0.003504073,0.5669249
pos10_CTCF,0.0033844681,0.7797965
pos8_C,0.003351587,0.53606147
pos1_Dnase,0.0033448052,0.920933
pos9_Dnase,0.003289199,0.8218353
pos6_A,0.0032858779,0.5511654
pos11_A,0.0032746685,0.5289637
pos18_Dnase,0.0032586136,0.928788
pos3_Dnase,0.0032309727,0.78618973
pos15_Dnase,0.0031889025,0.95834064
pos10_Dnase,0.003182045,1.0612441
pos15_CTCF,0.003141744,0.9131748
pos15_C,0.003130837,0.46614757
pos20_CTCF,0.0030124916,0.7997463
pos19_A,0.0029844607,0.5261176
pos22_G,0.0029493354,0.85515887
pos19_G,0.0029314496,0.53544235
pos9_CTCF,0.0029240325,0.8390981
pos23_Dnase,0.002869931,0.79855263
pos8_CTCF,0.0028648928,0.7314431
pos19_Dnase,0.002863769,0.799141
pos17_C,0.0028155537,0.4886481
pos17_A,0.0027097794,0.4532656
pos12_A,0.0025906856,0.48648706
pos16_T,0.0025868134,0.4664456
pos2_Dnase,0.002585639,0.79901487
pos21_G,0.0025435959,0.40366393
pos17_Dnase,0.002509519,0.79805905
