comparison,n_pairs,mean_dR2,ci_low,ci_high,pct_positive,excludes_zero
k5 - k3,192,0.004567126633712352,-0.0029464869529364133,0.011586033475206817,0.6614583333333334,False
k7 - k3,192,0.016901577333032537,0.007657761789010704,0.02574246983928083,0.796875,True
k7 - k5,192,0.012334450699320182,0.006971601902447044,0.01753190885500051,0.7083333333333334,True
