epoch,train_loss,validation_loss
1,0.027615404959079323,0.025303600962399947
2,0.02604765589048725,0.025296343349725497
3,0.025087792121163185,0.025259069318772996
4,0.02439780822952364,0.02531629039730203
5,0.02360866734178551,0.02547744299032045
6,0.023111945122979902,0.025226593204280223
7,0.022087773460431632,0.025768314083467823
8,0.021271236006400514,0.026049253929000912
9,0.02058228614149296,0.026501288101479656
10,0.01979219639437773,0.026625994631558212
11,0.01921890481665529,0.02689011220564262
12,0.018648847120148068,0.027354133744945074
13,0.0181675719007103,0.028634986681929302
14,0.017547918227967113,0.029020027107265235
15,0.01675115191038906,0.02728450417988288
16,0.016277094262190022,0.028695486943961682
17,0.0158899118682605,0.02811533533701835
18,0.015525066640055372,0.029442526121494728
19,0.014844763437542463,0.028578673106506643
20,0.0144180466347838,0.029078145558123908
21,0.014368120700373228,0.029613600494653662
22,0.013559700523609684,0.028842522810849952
23,0.013272013540082004,0.029929629910646842
24,0.013312622991586283,0.030003721526763404
25,0.013048780549872538,0.030593384443085785
26,0.012539785022429875,0.03122225231523848
