iteration,train_rmse,validation_rmse
0,0.11775019729763676,0.1190858188664597
1,0.11740469554148557,0.11902665417104104
2,0.11712302546193425,0.11894597864031013
3,0.11686914166667457,0.11893920898405498
4,0.11660014569176917,0.11883949269159932
5,0.11629790409987055,0.118763970172395
6,0.11600202812035007,0.11874802379068171
7,0.11569025636534483,0.11871365564720694
8,0.11542934721600462,0.11869980743606674
9,0.11511606619617173,0.11854630478711439
10,0.114838048435462,0.11851100721821586
11,0.11456104153709291,0.11856888175868449
12,0.11426045403474988,0.11856073655411176
13,0.11402082697604296,0.11848464745302989
14,0.11374575911839124,0.11851040888200885
15,0.11348103807945678,0.11846956064516889
16,0.11324315073122937,0.11845695465926494
17,0.11296770145393563,0.11846960108524918
18,0.11274621896445662,0.11839828461256147
19,0.11248448138612087,0.11835990967618738
20,0.11224923250920062,0.11828135145091033
21,0.1120131056423343,0.11833526463163416
22,0.11176240714365779,0.11831262817516135
23,0.1115180499750765,0.1182438602131454
24,0.11128951550235958,0.1182269514440497
25,0.11101641429155143,0.11818851731459432
26,0.11080726013524275,0.11818554443092642
27,0.11057491900592868,0.11819669796721612
28,0.11033407691185634,0.11819610227981764
29,0.11008261055517976,0.1181750931572485
30,0.10988038134301635,0.11818119746654329
31,0.10963783434150158,0.1181040137814887
32,0.10937362865025607,0.11818612710709506
33,0.10917855683454004,0.11822143708877855
34,0.10893360230949631,0.11831556452444074
35,0.10870879498012785,0.11842298893074862
36,0.10846562595177096,0.1183717014331142
37,0.10827044254515784,0.11835870658413675
38,0.10803900783950424,0.11835844984044804
39,0.10787999700616269,0.11835727375401425
40,0.10765558745977527,0.1184018480308174
41,0.10740750884388535,0.11841136643528298
42,0.10716759273095029,0.1184218023583258
43,0.10696661134990589,0.11839396077120923
44,0.10678740513986804,0.11840866981417227
45,0.10657368068673667,0.11843040813722396
46,0.10637974862144656,0.11848137211493019
47,0.10614854994902775,0.11842891098437291
48,0.10595467208749167,0.1184353420281463
49,0.1057362165816504,0.1185152320541533
50,0.10554698233592105,0.11854728430231183
51,0.10533760376170258,0.11856142345757927
52,0.10512590193141678,0.1185094577752064
53,0.10490615058083437,0.11854995747091915
54,0.10471064861268473,0.11860127057641254
55,0.10452239101880186,0.11860140122024766
56,0.1043485278244926,0.1185992561958292
57,0.10412042548982084,0.1186682234967555
58,0.10393413100273405,0.11868438101349492
59,0.1037568686794612,0.1186587461399508
60,0.10354420026217186,0.11866286636572573
61,0.10334427615798791,0.11863700405708025
