iteration,train_rmse,validation_rmse
0,0.16879600397854658,0.16996937001673973
1,0.1676935268103637,0.16948466658865405
2,0.16676775747348413,0.1689948480527431
3,0.16569660454286517,0.16833486283038693
4,0.164616943828173,0.16777810503868795
5,0.163713254265709,0.16728465593449804
6,0.162898131895424,0.16676240188810196
7,0.1620352299318234,0.1665075780206552
8,0.16120381037860498,0.1663124339194753
9,0.16045872493978286,0.16615592179851388
10,0.15978376002502154,0.16595455174872284
11,0.15913322860150017,0.1656468679736427
12,0.15844933936115385,0.16533068157396114
13,0.15783287213596506,0.1650182357051697
14,0.1571628852149873,0.1648908313586094
15,0.15653841432903237,0.16470437306875918
16,0.15598707022241215,0.16450219543640568
17,0.1554873115104241,0.16432251679810905
18,0.1548068471467706,0.16411900688939435
19,0.15428538911016348,0.16388046974816436
20,0.15370057149396327,0.16371404849043047
21,0.15326695194903353,0.16364338140670415
22,0.15271059173649967,0.1635127550942694
23,0.15221607076902632,0.16326520567767547
24,0.15171143211003513,0.16319675049811086
25,0.1512474679144267,0.16296661438577273
26,0.150825129596842,0.16283349425462473
27,0.15035993910730375,0.16277931328396406
28,0.14994560067331705,0.16261656077961795
29,0.1494612286819317,0.16246628412999625
30,0.14901964071657278,0.16230591051889218
31,0.14855172100558392,0.16227051206687385
32,0.1481471604523205,0.1621170031028981
33,0.1477492741424439,0.16199910021748568
34,0.14734082718181948,0.1618914914241386
35,0.14690437153356464,0.16166500307233433
36,0.14651116556541632,0.16160299056253113
37,0.14605578593869292,0.16156742771565202
38,0.1456246125611992,0.16146997029148355
39,0.145237255034922,0.16147075132049762
40,0.1447698428348951,0.16139472171754066
41,0.14437225214051136,0.1613677423197161
42,0.1440072432671543,0.16120672866856584
43,0.1436372165659577,0.1611467597288074
44,0.1432445352327093,0.16109075917691243
45,0.14283011190524333,0.16092141838390706
46,0.14237481219117248,0.1609602250449098
47,0.1420045983238392,0.1609337454924949
48,0.14167326464394692,0.1610037785459463
49,0.14134284324146323,0.1609389649086105
50,0.1410054065086738,0.16083424156054185
51,0.14064494806662756,0.16083031787057203
52,0.1402579702723522,0.16077945096842503
53,0.13990104318205032,0.16074077654134863
54,0.13949794803573065,0.16067452618392386
55,0.13912783958557265,0.1607260861790863
56,0.13879453519794904,0.16069237958862514
57,0.13844489383271494,0.16063133192439719
58,0.13808998888954588,0.1606044516026278
59,0.137747112576539,0.16065912487755257
60,0.13738230967801557,0.16059929694847347
61,0.13704165723513273,0.16056152285374845
62,0.1367611209415535,0.16046029862549804
63,0.1364315801092299,0.16045601492051792
64,0.1361012511878826,0.1604808477876324
65,0.13581174848057756,0.1604478863472478
66,0.1354924801914898,0.1603908634847606
67,0.13523491298731247,0.1603897040945923
68,0.13489131874875912,0.16033728592645446
69,0.134574658348539,0.16040199991255485
70,0.1342615874437982,0.1604385739220474
71,0.13398455058795025,0.16042646291945914
72,0.13366871379458095,0.16053678862491155
73,0.13341435696827988,0.16056566983616524
74,0.1331612843169597,0.16061976024792124
75,0.13282787051072129,0.16057124747625
76,0.13252706051996296,0.16044199028596529
77,0.13220934936377923,0.1604845570774754
78,0.13189528977436502,0.16040079363496476
79,0.1316255333446644,0.1604461170211871
80,0.13133075242842646,0.1603941104559076
81,0.1310240659778096,0.16034025232791282
82,0.13070312520010754,0.1604004940343898
83,0.13038251505770404,0.1605069842607663
84,0.13003452756718836,0.16034997782201882
85,0.12972253240540668,0.16028996495241865
86,0.12946705001538983,0.16033915917861946
87,0.12921984060225508,0.16031402345120446
88,0.12895231035051757,0.16015433063682707
89,0.1286719638042667,0.16017265021335383
90,0.12842511293618974,0.1601489978111874
91,0.12815280531344403,0.16021822324532106
92,0.12786381491987084,0.16016546461231473
93,0.12759012904366138,0.16017954161315012
94,0.12732162566481556,0.16017641227435206
95,0.12709924498508296,0.16018640075537718
96,0.12675842628367529,0.16002406050425874
97,0.12650141932985398,0.1601189124914174
98,0.12622029977725263,0.16016289050514793
99,0.1259545007375775,0.16016434142589606
100,0.12566917143720893,0.16012344777727452
101,0.12541707770508462,0.1602037974768363
102,0.12517412556654162,0.16021624162207482
103,0.12489952809934275,0.16026600985076014
104,0.12463141866122798,0.160301010554851
105,0.12438472698359142,0.16030013465015847
106,0.12409698784926745,0.1602815468150027
107,0.12380071415682824,0.1602200873097508
108,0.12354453748270665,0.16018200477448594
109,0.12329399887468896,0.16019192995243486
110,0.12297942287302008,0.1602198672383991
111,0.12272089740592955,0.16020531444801142
112,0.12247072750012969,0.16026720335299574
113,0.12222616025104754,0.16036218031682936
114,0.12204869538350491,0.16037258177646635
115,0.12183376775490107,0.16043298949327553
116,0.1215430496364631,0.16059101949755697
117,0.12132764094001255,0.16050812234108766
118,0.12105529757223785,0.16048982110601942
119,0.12079180475902955,0.1604152880120675
120,0.12057251923680579,0.16050953966216466
121,0.12033228758930097,0.1605965566136656
122,0.12007953387963766,0.16065924786781047
123,0.11982173275939088,0.1607218346597329
124,0.11957380789581432,0.16074687862913278
125,0.1193124641974368,0.16083083753515295
126,0.11903420804304875,0.1609273577467994
