epoch,train_loss,validation_loss
1,0.031156840703720337,0.027484578612397448
2,0.028276303128293774,0.02597403225360844
3,0.026934308225243012,0.025844949360931006
4,0.026594689658179068,0.025952069361568977
5,0.02618130546014507,0.025639962876684727
6,0.02600128749331867,0.025489650055131763
7,0.02564904165932,0.025595282527493664
8,0.025625147258717933,0.026094806275947572
9,0.025449510228987417,0.025375202970684255
10,0.02517363036830716,0.025768498371119927
11,0.025203516500977276,0.025048372194950663
12,0.02501617702663846,0.025104935846306534
13,0.02497746755153218,0.02508406778635985
14,0.02472322098357217,0.025160276199954205
15,0.024616073297147555,0.02540867787682674
16,0.02445030011757171,0.02519967565647039
17,0.024465405743879974,0.025003108565993297
18,0.02430723818191314,0.024994157826815022
19,0.024368609087070035,0.025172709814277595
20,0.024435180087539386,0.02511411574213983
21,0.023965887927859628,0.024900385696047408
22,0.023963590003744126,0.025423075698182473
23,0.02391359335065616,0.025575687525853378
24,0.02382490872647666,0.025366165937329425
25,0.023779368052542722,0.02557087515689694
26,0.023462432583871786,0.02497581597696586
27,0.02345616384152059,0.027435357962868254
28,0.02337960893610706,0.025708580615750015
29,0.023258490574630707,0.025385755414541872
30,0.02325666907534305,0.02592090123498597
31,0.02294821788437804,0.025573230628621685
32,0.02290535781754281,0.025853343888901387
33,0.023037543859485834,0.02471208972063475
34,0.022706159528827513,0.025086675089067027
35,0.022968226185203545,0.02519851558150523
36,0.022636051370469347,0.025348455732879933
37,0.02240978274534179,0.025092378367549104
38,0.02257115742258008,0.025753350469922873
39,0.022421768368644568,0.02563380766116673
40,0.022196249586565582,0.02630741757813916
41,0.022172795166402675,0.026043163443987865
42,0.022113198367039656,0.025770131265469245
43,0.022086292650343484,0.02602746434198457
44,0.022083159213035712,0.024746365259134623
45,0.021798998812618077,0.026688995515427687
46,0.02182066658391972,0.025654183559715864
47,0.02169128178131831,0.024816097578773136
48,0.021489148651860485,0.02587457148010953
49,0.021336036543309744,0.025691207723525396
50,0.021540717952680716,0.0260830933751614
51,0.021619253163430763,0.026702688367076285
52,0.021223805235037533,0.026171132398693637
53,0.021375358783253327,0.02585361674897869
