iteration,train_rmse,validation_rmse
0,0.16858990570837173,0.1724030500115623
1,0.1679334991949678,0.17192112514462585
2,0.16739908165897585,0.17164380670945545
3,0.16681298011311643,0.17117073637757815
4,0.16623996543639538,0.1707925220157449
5,0.1657168277630899,0.17040057775763467
6,0.16523790173978967,0.17009253194670731
7,0.1647590251553833,0.16977470382471596
8,0.1642982817932412,0.16952530901444213
9,0.16387289126219212,0.16934472724600713
10,0.16352425243721988,0.16909343649611133
11,0.1631456093437073,0.16884491034072582
12,0.16280328781199066,0.16860817560926503
13,0.16246474882702827,0.16843744315094572
14,0.16211885854302321,0.1682846193237633
15,0.16181407328318875,0.16811598078931833
16,0.16153846319789603,0.16799847540121748
17,0.16127344365674565,0.16784485092102
18,0.16097842543304886,0.16771085284035595
19,0.1606880099098859,0.16759205901206123
20,0.16041892006273928,0.1675296354796756
21,0.16016674955564603,0.16740450599129625
22,0.1598718537212794,0.16737788626321742
23,0.15963725136206863,0.16733326435686985
24,0.15940971931973766,0.1672791111428541
25,0.15918654100778323,0.16718406444860964
26,0.15897698487455836,0.1671975769938074
27,0.15874457033736136,0.16708044418794982
28,0.1585418641929754,0.1670470074696165
29,0.15831843681179172,0.16706964659572163
30,0.15812958998370988,0.16696501367294939
31,0.15793591836387236,0.16692717005079954
32,0.1577415160395781,0.16691536075262411
33,0.15752245412917934,0.1668815151905044
34,0.15732206278498645,0.16680514372946623
35,0.15715860505129722,0.16675640787666723
36,0.1569403550609475,0.1666479589652694
37,0.15675524980581873,0.16659582168980108
38,0.15654749762824474,0.1665800650631829
39,0.15636148589683915,0.16653182938624017
40,0.1562004747342858,0.1664991508836178
41,0.1560108520474876,0.1664224778581436
42,0.15581152251773925,0.16637318102500698
43,0.15564988518826514,0.1663236514824737
44,0.15546196394731268,0.16626140321722863
45,0.15531590976284343,0.16621508790681735
46,0.1551771264058753,0.16613307353382276
47,0.15501603106113934,0.16610246564669648
48,0.15486964935158046,0.16609517319965153
49,0.15472870549575946,0.16605068096719908
50,0.15456997868181546,0.166075893134821
51,0.15438926289224372,0.16607388198264753
52,0.1542544151875196,0.16602567839231097
53,0.15409292205145725,0.1659805430515337
54,0.15394143353383768,0.16596693742726465
55,0.15377957998948757,0.16591903233088043
56,0.15362067764841758,0.16592359026170894
57,0.15349458155235016,0.16587149533522225
58,0.15338661890949695,0.1658484144270872
59,0.15322338297777216,0.1658268872801445
60,0.15305299402709904,0.1658128635346885
61,0.15290992475470155,0.16572477883103787
62,0.15279636846349928,0.1656599435719866
63,0.15263370171014778,0.16562094725588533
64,0.15248267355662246,0.16561822187140587
65,0.1523434005989325,0.1655440252975006
66,0.15220069747747608,0.16556864626630538
67,0.15208127808723235,0.16548383499819183
68,0.15196337939517587,0.16547632055990438
69,0.15182610375976296,0.16549568116458624
70,0.15168200883442387,0.16548704358943475
71,0.1515319411306669,0.16542785051429346
72,0.15140307915232704,0.16542418825114122
73,0.15128457535090648,0.1653706472724979
74,0.15113329869791234,0.16535366918757227
75,0.15101525751576286,0.16532090129371624
76,0.15091319079533574,0.16536750058580507
77,0.15078218160257692,0.16537138712115187
78,0.1506175328283519,0.16540826039015116
79,0.15049478551556167,0.16539028069236233
80,0.15038388222681642,0.16538690939639447
81,0.15028120720008112,0.16534365920457642
82,0.1502104545046764,0.1653620463877107
83,0.15006261660748985,0.16531516797223755
84,0.14998524543001923,0.16528732892645104
85,0.1498618993251147,0.16527230333012072
86,0.149727181566621,0.1652277212219573
87,0.14958511950162845,0.16521742797891803
88,0.1494862246568527,0.16518787086536074
89,0.1493499390334457,0.1651394393980449
90,0.14921650900891983,0.16510590964332336
91,0.14912673192489298,0.1650726517241052
92,0.14904090370330378,0.16501173349042408
93,0.14891303724926408,0.16497991335095755
94,0.1488231145615417,0.16496208141444663
95,0.14874331573980232,0.1649609804720053
96,0.14862087218874453,0.16494228990064755
97,0.14851121084231872,0.16491712245292187
98,0.14841775033215573,0.16491320585700814
99,0.14830092121726296,0.16492041641992952
100,0.14816861006153337,0.16492588145381612
101,0.1480814437307964,0.1648707010813248
102,0.14797808569593318,0.16483589741419044
103,0.14786849270054092,0.1647921181696051
104,0.14776413594488674,0.16480260718323664
105,0.14764965042834538,0.16477712897222405
106,0.14755958988156637,0.1647648035070923
107,0.14743719542951672,0.16475296401666303
108,0.14732773598165042,0.16470485901302295
109,0.14719029677824688,0.16465640123784994
110,0.1470878287462292,0.16460114517545882
111,0.14697494342671197,0.16459208103899617
112,0.14687769355344907,0.1645874797677935
113,0.1468068433381283,0.16459618435785717
114,0.146720555641357,0.16462442320216036
115,0.14662642238033258,0.16460158698856558
116,0.14652156121631665,0.16460407514216066
117,0.14642288393183886,0.16460405981770904
118,0.14634048220347695,0.1645854667708349
119,0.14622284073322456,0.1646190261773088
120,0.1461111740535915,0.16460174747093334
121,0.14602668862403037,0.16453836017637663
122,0.14593092578603353,0.16452227491833907
123,0.14581754251372317,0.1645301049492276
124,0.1457421248986324,0.16451903959085415
125,0.1456319372974319,0.16454191942025617
126,0.14555259217305525,0.16456243615579524
127,0.14550535769553358,0.16455354079322185
128,0.14545112771474708,0.1645006891264203
129,0.14537914731190152,0.16453145768499375
130,0.14526370480896364,0.16449610752063953
131,0.1451822977414041,0.16449331391599062
132,0.1450946913287228,0.16449626468386197
133,0.14503186616356675,0.16449600846807808
134,0.14498441957851274,0.1645014014750831
135,0.1449212500057192,0.16446822529696456
136,0.1448180187389421,0.16446727025864405
137,0.14471031198410916,0.16448932957264198
138,0.14460351251214176,0.16448304619533247
139,0.14456133495826326,0.16447161714684658
140,0.144502779576795,0.1644909902900241
141,0.14439263402441743,0.16446631380170332
142,0.1442612281979269,0.16446494150147956
143,0.14415958163821396,0.16448076978896575
144,0.14405792389800898,0.16445699685078502
145,0.14393424188726156,0.1644358469200732
146,0.14382419654184633,0.16443675906672903
147,0.1437755147989819,0.16440979008347853
148,0.14364333536619586,0.16439201706841436
149,0.14354312859856164,0.16436169439201148
150,0.14341999817704545,0.16440157224938526
151,0.14331174327051835,0.16437849556701864
152,0.14319132926977757,0.16436938007225038
153,0.1430882632127326,0.16439164034311476
154,0.1429921857679014,0.16439618007877027
155,0.1428865496249674,0.16440732045252573
156,0.14279793067055932,0.16444167892880523
157,0.14271984082646194,0.16444700908488474
158,0.14262523841188937,0.16443430150792412
159,0.1425540514778328,0.16444074233498512
160,0.14246238567104771,0.1644099583652809
161,0.14234757972846568,0.1644013314930284
162,0.14222309621353807,0.16437400283862955
163,0.14218674653225633,0.16435349277029968
164,0.1420832254218384,0.16436154917179696
165,0.14201214050169125,0.16435551325177555
166,0.14194489941985466,0.1643455268023508
167,0.1418417160106549,0.16434390720705738
168,0.14173568210929063,0.16441552686368419
169,0.1416666754915679,0.1644039840249038
170,0.14157769105394408,0.16440392193484404
171,0.14145532939810343,0.16433880288719255
172,0.14136429205148196,0.1643597423699577
173,0.14128882825626768,0.16435179571383454
174,0.14122019030618424,0.1643440287472882
175,0.14112987470985405,0.16432012521211367
176,0.14109971616967573,0.16429057490669563
177,0.14099604320682269,0.1643067473011507
178,0.14091428651008894,0.16433625937681023
179,0.1408671167881166,0.16433196201500702
180,0.1407762998486076,0.164358734943148
181,0.1406831036175634,0.16434920765630345
182,0.1406290109271232,0.164356099988227
183,0.1405188788699444,0.16437378553439055
184,0.14045474879946004,0.16437469270381658
185,0.14037885954023835,0.1643571544988308
186,0.14027916562388074,0.16440462207522652
187,0.14024395972309853,0.1644014984392424
188,0.14015113899959084,0.16439714249615534
189,0.14004231676145074,0.1643830079278319
190,0.13994730825673637,0.16441642484893074
191,0.13988533097023323,0.16439837150890013
192,0.13981505274796707,0.16441830959953607
193,0.13969551656440718,0.16440363373511022
194,0.13965447493155403,0.16439482098129404
195,0.13957290543382975,0.16438445426403278
196,0.13945604289137223,0.1643331824625929
197,0.13937750241879926,0.16431689676649236
198,0.13929718602348035,0.16432928640601982
199,0.13920302922476646,0.1643006264547267
200,0.13911017320035227,0.16432114322003552
201,0.13900184963743814,0.16431204998167132
202,0.13888012469463176,0.16434631531803015
203,0.13879870388691246,0.16435592838983254
204,0.13869794021341397,0.1643770836441359
205,0.13859662733301215,0.16443600519652488
206,0.13849615568920653,0.16445326698668794
