epoch,train_loss,validation_loss
1,0.030104190489529913,0.02408877730424395
2,0.02739418926378985,0.023649690829087033
3,0.02661395408771805,0.024041750468313694
4,0.02590898210697013,0.023163080411424525
5,0.025316790346851054,0.023612904432396404
6,0.024870379922509032,0.023204235326685457
7,0.024540361809279532,0.023007035894836568
8,0.024112419336373984,0.023358555189456107
9,0.02372688143663286,0.023106309533039184
10,0.02327099367442916,0.023373045830401337
11,0.022909333313616588,0.023259372976827144
12,0.02266143243086931,0.0237445379944493
13,0.022360175590258758,0.023601974998196985
14,0.021774406702941423,0.023735864897937994
15,0.021617023072420697,0.024285550774560388
16,0.021396740140988864,0.024366156406279774
17,0.021026068035038297,0.023654171846163894
18,0.020537139704398907,0.024680903671915416
19,0.020078292176833386,0.026122553312192265
20,0.019693296577910947,0.030454860926089348
21,0.019489984271188292,0.025466551557820447
22,0.019297191113914123,0.02404949768404154
23,0.019090576769038782,0.025898831063702218
24,0.01843244574542507,0.02439930182477858
25,0.018276765117270652,0.024241024023329418
26,0.01770011894023979,0.025209786007351218
27,0.017680047344017694,0.02607862350094527
