Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_19,19,RRBS,0.19066548347473145,3.430878162384033,1.6071726083755493
H3K4me3_pos_19,19,H3K4me3,0.19066548347473145,3.430878162384033,1.6071726083755493
Dnase_pos_19,19,Dnase,0.19066548347473145,3.430878162384033,1.6071726083755493
CTCF_pos_19,19,CTCF,0.19066548347473145,3.430878162384033,1.6071726083755493
T_pos_19,19,T,0.19066548347473145,3.430878162384033,1.6071726083755493
G_pos_19,19,G,0.19066548347473145,3.430878162384033,1.6071726083755493
C_pos_19,19,C,0.19066548347473145,3.430878162384033,1.6071726083755493
A_pos_19,19,A,0.19066548347473145,3.430878162384033,1.6071726083755493
A_pos_18,18,A,0.15866456925868988,3.430878162384033,1.5690430402755737
C_pos_18,18,C,0.15866456925868988,3.430878162384033,1.5690430402755737
G_pos_18,18,G,0.15866456925868988,3.430878162384033,1.5690430402755737
T_pos_18,18,T,0.15866456925868988,3.430878162384033,1.5690430402755737
CTCF_pos_18,18,CTCF,0.15866456925868988,3.430878162384033,1.5690430402755737
Dnase_pos_18,18,Dnase,0.15866456925868988,3.430878162384033,1.5690430402755737
H3K4me3_pos_18,18,H3K4me3,0.15866456925868988,3.430878162384033,1.5690430402755737
RRBS_pos_18,18,RRBS,0.15866456925868988,3.430878162384033,1.5690430402755737
RRBS_pos_20,20,RRBS,0.06401222944259644,3.430878162384033,1.2911252975463867
H3K4me3_pos_20,20,H3K4me3,0.06401222944259644,3.430878162384033,1.2911252975463867
Dnase_pos_20,20,Dnase,0.06401222944259644,3.430878162384033,1.2911252975463867
CTCF_pos_20,20,CTCF,0.06401222944259644,3.430878162384033,1.2911252975463867
T_pos_20,20,T,0.06401222944259644,3.430878162384033,1.2911252975463867
G_pos_20,20,G,0.06401222944259644,3.430878162384033,1.2911252975463867
C_pos_20,20,C,0.06401222944259644,3.430878162384033,1.2911252975463867
A_pos_20,20,A,0.06401222944259644,3.430878162384033,1.2911252975463867
A_pos_17,17,A,0.06385727971792221,3.430878162384033,0.7658630013465881
C_pos_17,17,C,0.06385727971792221,3.430878162384033,0.7658630013465881
G_pos_17,17,G,0.06385727971792221,3.430878162384033,0.7658630013465881
T_pos_17,17,T,0.06385727971792221,3.430878162384033,0.7658630013465881
CTCF_pos_17,17,CTCF,0.06385727971792221,3.430878162384033,0.7658630013465881
Dnase_pos_17,17,Dnase,0.06385727971792221,3.430878162384033,0.7658630013465881
H3K4me3_pos_17,17,H3K4me3,0.06385727971792221,3.430878162384033,0.7658630013465881
RRBS_pos_17,17,RRBS,0.06385727971792221,3.430878162384033,0.7658630013465881
A_pos_15,15,A,0.053035423159599304,3.430878162384033,1.349240779876709
C_pos_15,15,C,0.053035423159599304,3.430878162384033,1.349240779876709
G_pos_15,15,G,0.053035423159599304,3.430878162384033,1.349240779876709
T_pos_15,15,T,0.053035423159599304,3.430878162384033,1.349240779876709
CTCF_pos_15,15,CTCF,0.053035423159599304,3.430878162384033,1.349240779876709
Dnase_pos_15,15,Dnase,0.053035423159599304,3.430878162384033,1.349240779876709
H3K4me3_pos_15,15,H3K4me3,0.053035423159599304,3.430878162384033,1.349240779876709
RRBS_pos_15,15,RRBS,0.053035423159599304,3.430878162384033,1.349240779876709
A_pos_16,16,A,0.04482579603791237,3.430878162384033,1.1325374841690063
C_pos_16,16,C,0.04482579603791237,3.430878162384033,1.1325374841690063
G_pos_16,16,G,0.04482579603791237,3.430878162384033,1.1325374841690063
T_pos_16,16,T,0.04482579603791237,3.430878162384033,1.1325374841690063
CTCF_pos_16,16,CTCF,0.04482579603791237,3.430878162384033,1.1325374841690063
Dnase_pos_16,16,Dnase,0.04482579603791237,3.430878162384033,1.1325374841690063
H3K4me3_pos_16,16,H3K4me3,0.04482579603791237,3.430878162384033,1.1325374841690063
RRBS_pos_16,16,RRBS,0.04482579603791237,3.430878162384033,1.1325374841690063
RRBS_pos_3,3,RRBS,0.042305223643779755,3.430878162384033,0.7676618099212646
H3K4me3_pos_3,3,H3K4me3,0.042305223643779755,3.430878162384033,0.7676618099212646
Dnase_pos_3,3,Dnase,0.042305223643779755,3.430878162384033,0.7676618099212646
CTCF_pos_3,3,CTCF,0.042305223643779755,3.430878162384033,0.7676618099212646
T_pos_3,3,T,0.042305223643779755,3.430878162384033,0.7676618099212646
G_pos_3,3,G,0.042305223643779755,3.430878162384033,0.7676618099212646
C_pos_3,3,C,0.042305223643779755,3.430878162384033,0.7676618099212646
A_pos_3,3,A,0.042305223643779755,3.430878162384033,0.7676618099212646
A_pos_4,4,A,0.040832336992025375,3.430878162384033,0.7523007988929749
C_pos_4,4,C,0.040832336992025375,3.430878162384033,0.7523007988929749
G_pos_4,4,G,0.040832336992025375,3.430878162384033,0.7523007988929749
T_pos_4,4,T,0.040832336992025375,3.430878162384033,0.7523007988929749
CTCF_pos_4,4,CTCF,0.040832336992025375,3.430878162384033,0.7523007988929749
Dnase_pos_4,4,Dnase,0.040832336992025375,3.430878162384033,0.7523007988929749
H3K4me3_pos_4,4,H3K4me3,0.040832336992025375,3.430878162384033,0.7523007988929749
RRBS_pos_4,4,RRBS,0.040832336992025375,3.430878162384033,0.7523007988929749
RRBS_pos_9,9,RRBS,0.03864818811416626,3.430878162384033,1.1585121154785156
H3K4me3_pos_9,9,H3K4me3,0.03864818811416626,3.430878162384033,1.1585121154785156
Dnase_pos_9,9,Dnase,0.03864818811416626,3.430878162384033,1.1585121154785156
CTCF_pos_9,9,CTCF,0.03864818811416626,3.430878162384033,1.1585121154785156
T_pos_9,9,T,0.03864818811416626,3.430878162384033,1.1585121154785156
G_pos_9,9,G,0.03864818811416626,3.430878162384033,1.1585121154785156
C_pos_9,9,C,0.03864818811416626,3.430878162384033,1.1585121154785156
A_pos_9,9,A,0.03864818811416626,3.430878162384033,1.1585121154785156
A_pos_5,5,A,0.034103021025657654,3.430878162384033,0.8076679706573486
C_pos_5,5,C,0.034103021025657654,3.430878162384033,0.8076679706573486
G_pos_5,5,G,0.034103021025657654,3.430878162384033,0.8076679706573486
T_pos_5,5,T,0.034103021025657654,3.430878162384033,0.8076679706573486
CTCF_pos_5,5,CTCF,0.034103021025657654,3.430878162384033,0.8076679706573486
Dnase_pos_5,5,Dnase,0.034103021025657654,3.430878162384033,0.8076679706573486
H3K4me3_pos_5,5,H3K4me3,0.034103021025657654,3.430878162384033,0.8076679706573486
RRBS_pos_5,5,RRBS,0.034103021025657654,3.430878162384033,0.8076679706573486
RRBS_pos_14,14,RRBS,0.0335845872759819,3.430878162384033,1.0182243585586548
H3K4me3_pos_14,14,H3K4me3,0.0335845872759819,3.430878162384033,1.0182243585586548
Dnase_pos_14,14,Dnase,0.0335845872759819,3.430878162384033,1.0182243585586548
CTCF_pos_14,14,CTCF,0.0335845872759819,3.430878162384033,1.0182243585586548
T_pos_14,14,T,0.0335845872759819,3.430878162384033,1.0182243585586548
G_pos_14,14,G,0.0335845872759819,3.430878162384033,1.0182243585586548
C_pos_14,14,C,0.0335845872759819,3.430878162384033,1.0182243585586548
A_pos_14,14,A,0.0335845872759819,3.430878162384033,1.0182243585586548
A_pos_10,10,A,0.027626046910881996,3.430878162384033,1.0370306968688965
C_pos_10,10,C,0.027626046910881996,3.430878162384033,1.0370306968688965
G_pos_10,10,G,0.027626046910881996,3.430878162384033,1.0370306968688965
T_pos_10,10,T,0.027626046910881996,3.430878162384033,1.0370306968688965
CTCF_pos_10,10,CTCF,0.027626046910881996,3.430878162384033,1.0370306968688965
Dnase_pos_10,10,Dnase,0.027626046910881996,3.430878162384033,1.0370306968688965
H3K4me3_pos_10,10,H3K4me3,0.027626046910881996,3.430878162384033,1.0370306968688965
RRBS_pos_10,10,RRBS,0.027626046910881996,3.430878162384033,1.0370306968688965
RRBS_pos_6,6,RRBS,0.027589937672019005,3.430878162384033,0.8369959592819214
H3K4me3_pos_6,6,H3K4me3,0.027589937672019005,3.430878162384033,0.8369959592819214
Dnase_pos_6,6,Dnase,0.027589937672019005,3.430878162384033,0.8369959592819214
CTCF_pos_6,6,CTCF,0.027589937672019005,3.430878162384033,0.8369959592819214
T_pos_6,6,T,0.027589937672019005,3.430878162384033,0.8369959592819214
G_pos_6,6,G,0.027589937672019005,3.430878162384033,0.8369959592819214
C_pos_6,6,C,0.027589937672019005,3.430878162384033,0.8369959592819214
A_pos_6,6,A,0.027589937672019005,3.430878162384033,0.8369959592819214
A_pos_11,11,A,0.026912596076726913,3.430878162384033,0.6232297420501709
C_pos_11,11,C,0.026912596076726913,3.430878162384033,0.6232297420501709
G_pos_11,11,G,0.026912596076726913,3.430878162384033,0.6232297420501709
T_pos_11,11,T,0.026912596076726913,3.430878162384033,0.6232297420501709
CTCF_pos_11,11,CTCF,0.026912596076726913,3.430878162384033,0.6232297420501709
Dnase_pos_11,11,Dnase,0.026912596076726913,3.430878162384033,0.6232297420501709
H3K4me3_pos_11,11,H3K4me3,0.026912596076726913,3.430878162384033,0.6232297420501709
RRBS_pos_11,11,RRBS,0.026912596076726913,3.430878162384033,0.6232297420501709
A_pos_8,8,A,0.024190297350287437,3.430878162384033,1.121496319770813
C_pos_8,8,C,0.024190297350287437,3.430878162384033,1.121496319770813
G_pos_8,8,G,0.024190297350287437,3.430878162384033,1.121496319770813
T_pos_8,8,T,0.024190297350287437,3.430878162384033,1.121496319770813
CTCF_pos_8,8,CTCF,0.024190297350287437,3.430878162384033,1.121496319770813
Dnase_pos_8,8,Dnase,0.024190297350287437,3.430878162384033,1.121496319770813
H3K4me3_pos_8,8,H3K4me3,0.024190297350287437,3.430878162384033,1.121496319770813
RRBS_pos_8,8,RRBS,0.024190297350287437,3.430878162384033,1.121496319770813
A_pos_12,12,A,0.024126073345541954,3.430878162384033,0.5936354994773865
C_pos_12,12,C,0.024126073345541954,3.430878162384033,0.5936354994773865
G_pos_12,12,G,0.024126073345541954,3.430878162384033,0.5936354994773865
T_pos_12,12,T,0.024126073345541954,3.430878162384033,0.5936354994773865
CTCF_pos_12,12,CTCF,0.024126073345541954,3.430878162384033,0.5936354994773865
Dnase_pos_12,12,Dnase,0.024126073345541954,3.430878162384033,0.5936354994773865
H3K4me3_pos_12,12,H3K4me3,0.024126073345541954,3.430878162384033,0.5936354994773865
RRBS_pos_12,12,RRBS,0.024126073345541954,3.430878162384033,0.5936354994773865
A_pos_7,7,A,0.023197220638394356,3.430878162384033,0.8023406863212585
C_pos_7,7,C,0.023197220638394356,3.430878162384033,0.8023406863212585
G_pos_7,7,G,0.023197220638394356,3.430878162384033,0.8023406863212585
T_pos_7,7,T,0.023197220638394356,3.430878162384033,0.8023406863212585
CTCF_pos_7,7,CTCF,0.023197220638394356,3.430878162384033,0.8023406863212585
Dnase_pos_7,7,Dnase,0.023197220638394356,3.430878162384033,0.8023406863212585
H3K4me3_pos_7,7,H3K4me3,0.023197220638394356,3.430878162384033,0.8023406863212585
RRBS_pos_7,7,RRBS,0.023197220638394356,3.430878162384033,0.8023406863212585
A_pos_13,13,A,0.020838553085923195,3.430878162384033,0.802878737449646
C_pos_13,13,C,0.020838553085923195,3.430878162384033,0.802878737449646
G_pos_13,13,G,0.020838553085923195,3.430878162384033,0.802878737449646
T_pos_13,13,T,0.020838553085923195,3.430878162384033,0.802878737449646
CTCF_pos_13,13,CTCF,0.020838553085923195,3.430878162384033,0.802878737449646
Dnase_pos_13,13,Dnase,0.020838553085923195,3.430878162384033,0.802878737449646
H3K4me3_pos_13,13,H3K4me3,0.020838553085923195,3.430878162384033,0.802878737449646
RRBS_pos_13,13,RRBS,0.020838553085923195,3.430878162384033,0.802878737449646
A_pos_2,2,A,0.020430775359272957,3.430878162384033,0.7512140274047852
C_pos_2,2,C,0.020430775359272957,3.430878162384033,0.7512140274047852
G_pos_2,2,G,0.020430775359272957,3.430878162384033,0.7512140274047852
T_pos_2,2,T,0.020430775359272957,3.430878162384033,0.7512140274047852
CTCF_pos_2,2,CTCF,0.020430775359272957,3.430878162384033,0.7512140274047852
Dnase_pos_2,2,Dnase,0.020430775359272957,3.430878162384033,0.7512140274047852
H3K4me3_pos_2,2,H3K4me3,0.020430775359272957,3.430878162384033,0.7512140274047852
RRBS_pos_2,2,RRBS,0.020430775359272957,3.430878162384033,0.7512140274047852
RRBS_pos_0,0,RRBS,0.015916956588625908,3.430878162384033,0.5387974977493286
H3K4me3_pos_0,0,H3K4me3,0.015916956588625908,3.430878162384033,0.5387974977493286
Dnase_pos_0,0,Dnase,0.015916956588625908,3.430878162384033,0.5387974977493286
CTCF_pos_0,0,CTCF,0.015916956588625908,3.430878162384033,0.5387974977493286
T_pos_0,0,T,0.015916956588625908,3.430878162384033,0.5387974977493286
G_pos_0,0,G,0.015916956588625908,3.430878162384033,0.5387974977493286
C_pos_0,0,C,0.015916956588625908,3.430878162384033,0.5387974977493286
A_pos_0,0,A,0.015916956588625908,3.430878162384033,0.5387974977493286
RRBS_pos_1,1,RRBS,0.009783455170691013,3.430878162384033,0.6746795773506165
H3K4me3_pos_1,1,H3K4me3,0.009783455170691013,3.430878162384033,0.6746795773506165
Dnase_pos_1,1,Dnase,0.009783455170691013,3.430878162384033,0.6746795773506165
CTCF_pos_1,1,CTCF,0.009783455170691013,3.430878162384033,0.6746795773506165
T_pos_1,1,T,0.009783455170691013,3.430878162384033,0.6746795773506165
G_pos_1,1,G,0.009783455170691013,3.430878162384033,0.6746795773506165
C_pos_1,1,C,0.009783455170691013,3.430878162384033,0.6746795773506165
A_pos_1,1,A,0.009783455170691013,3.430878162384033,0.6746795773506165
A_pos_21,21,A,0.009428453631699085,3.430878162384033,1.2283012866973877
C_pos_21,21,C,0.009428453631699085,3.430878162384033,1.2283012866973877
G_pos_21,21,G,0.009428453631699085,3.430878162384033,1.2283012866973877
T_pos_21,21,T,0.009428453631699085,3.430878162384033,1.2283012866973877
CTCF_pos_21,21,CTCF,0.009428453631699085,3.430878162384033,1.2283012866973877
Dnase_pos_21,21,Dnase,0.009428453631699085,3.430878162384033,1.2283012866973877
H3K4me3_pos_21,21,H3K4me3,0.009428453631699085,3.430878162384033,1.2283012866973877
RRBS_pos_21,21,RRBS,0.009428453631699085,3.430878162384033,1.2283012866973877
A_pos_22,22,A,0.005425184965133667,3.430878162384033,0.9184610247612
C_pos_22,22,C,0.005425184965133667,3.430878162384033,0.9184610247612
G_pos_22,22,G,0.005425184965133667,3.430878162384033,0.9184610247612
T_pos_22,22,T,0.005425184965133667,3.430878162384033,0.9184610247612
CTCF_pos_22,22,CTCF,0.005425184965133667,3.430878162384033,0.9184610247612
Dnase_pos_22,22,Dnase,0.005425184965133667,3.430878162384033,0.9184610247612
H3K4me3_pos_22,22,H3K4me3,0.005425184965133667,3.430878162384033,0.9184610247612
RRBS_pos_22,22,RRBS,0.005425184965133667,3.430878162384033,0.9184610247612
