Feature,MLP_IG,IG_SNR
pos18_C,0.02168763,0.6290188
pos18_A,0.010900896,0.6687653
pos3_H3K4me3,0.009365784,1.4241928
pos20_G,0.008784413,0.57094175
pos23_G,0.008572381,1.4850419
pos16_H3K4me3,0.0080248015,1.4086244
pos1_C,0.0075228126,0.594607
pos15_H3K4me3,0.006814573,1.3302087
pos19_G,0.0065425257,0.59753126
pos20_C,0.0060748695,0.60114163
pos18_H3K4me3,0.0060600624,1.1390401
pos9_H3K4me3,0.0060150544,1.1494039
pos16_G,0.005966,0.5342065
pos1_G,0.0058869706,0.49664947
pos14_T,0.005834372,0.4473356
pos14_G,0.0053706844,0.5288256
pos1_H3K4me3,0.0053455024,0.9695121
pos19_A,0.0052641933,0.5548411
pos21_H3K4me3,0.0052622464,0.97389084
pos19_H3K4me3,0.005202279,1.0276031
pos15_G,0.004936928,0.50049925
pos17_H3K4me3,0.00493333,1.1096542
pos21_T,0.0049115857,0.5872442
pos5_H3K4me3,0.0048067276,0.8786588
pos2_H3K4me3,0.004765298,0.93292636
pos6_H3K4me3,0.0047527333,0.82615644
pos12_H3K4me3,0.0047224383,0.92880255
pos14_H3K4me3,0.0045492887,0.7913669
pos18_G,0.004543263,0.4987745
pos22_G,0.0044309483,0.789166
pos10_H3K4me3,0.004398003,1.073777
pos20_H3K4me3,0.0043221326,0.90981424
pos4_A,0.0043014158,0.48612005
pos7_H3K4me3,0.0042590518,0.7750482
pos12_A,0.0042554718,0.5279619
pos8_H3K4me3,0.004176305,0.8191963
pos6_T,0.0040259934,0.48573628
pos22_H3K4me3,0.0039893314,0.7459954
pos11_H3K4me3,0.0039436817,0.83673453
pos10_A,0.0039327624,0.46932423
pos2_G,0.0038485357,0.56728745
pos13_H3K4me3,0.0038261036,0.7716021
pos3_C,0.0038074243,0.49989533
pos6_G,0.003717042,0.43771783
pos16_C,0.003710256,0.4503663
pos23_H3K4me3,0.0036558863,0.76083905
pos17_A,0.003611328,0.46650845
pos8_C,0.003528922,0.52635
pos4_H3K4me3,0.0034637032,0.75466675
pos15_C,0.0034174449,0.46301353
pos11_A,0.0030579055,0.48277387
pos14_C,0.0029220162,0.4823631
pos21_A,0.0028978994,0.49449095
pos6_A,0.0027906771,0.4987161
pos11_C,0.0027774132,0.47296366
pos20_A,0.0027445839,0.41753268
pos7_G,0.002705053,0.46263707
pos17_C,0.002664144,0.47176534
pos9_G,0.0026408057,0.41176465
pos9_T,0.002625206,0.4623982
pos11_T,0.0025330314,0.4246224
pos17_G,0.0024746617,0.49313456
pos15_T,0.0024673096,0.43484503
pos16_T,0.0024233926,0.41246897
pos2_A,0.002411573,0.4009848
pos19_C,0.0023622445,0.44442496
pos4_T,0.0022895066,0.4170394
pos9_C,0.002282087,0.4209174
pos7_C,0.002251478,0.42401814
