Feature,MLP_IG,IG_SNR
pos18_C,0.015581666,0.63114786
pos20_G,0.008617872,0.64711803
pos9_H3K4me3,0.0082186125,2.1535773
pos17_H3K4me3,0.007854344,2.1762278
pos1_G,0.006977437,0.5808607
pos18_A,0.006761253,0.69358677
pos19_G,0.0058285757,0.69534814
pos2_H3K4me3,0.004865722,1.4711268
pos14_T,0.004704831,0.5547196
pos19_H3K4me3,0.0046936614,1.521988
pos17_G,0.004574688,0.7088308
pos20_C,0.0044282726,0.66701627
pos1_H3K4me3,0.0041682613,1.2915332
pos11_A,0.0041318694,0.5057749
pos12_A,0.004090686,0.5809302
pos21_G,0.0038321903,0.4402493
pos10_A,0.0037377605,0.51229376
pos22_G,0.0037086862,1.2633184
pos14_G,0.0037016098,0.5682056
pos16_G,0.0036138683,0.5807416
pos19_A,0.0035572147,0.5767225
pos16_C,0.0034708602,0.5727184
pos17_C,0.0034277204,0.6126919
pos20_A,0.0034069926,0.6303486
pos22_H3K4me3,0.0033477338,1.2734228
pos6_G,0.0033019432,0.5563413
pos4_G,0.0031500245,0.5886168
pos7_H3K4me3,0.0031298168,1.18663
pos20_H3K4me3,0.0029686124,1.255744
pos23_G,0.0029227482,1.0277381
pos15_A,0.0028092598,0.57133085
pos3_G,0.002775567,0.5312854
pos13_C,0.0027102313,0.58186656
pos3_T,0.0027082972,0.53623277
pos15_T,0.0026885688,0.5283916
pos6_T,0.0026599562,0.5337297
pos3_H3K4me3,0.0025964458,0.9859769
pos5_H3K4me3,0.0025884109,0.82670027
pos14_H3K4me3,0.0025262986,0.9783832
pos17_A,0.0025091541,0.5216275
pos5_C,0.002489177,0.5792012
pos18_H3K4me3,0.0024801577,1.0014825
pos21_T,0.0024201693,0.57634133
pos16_T,0.0024154112,0.5243863
pos1_C,0.0023751077,0.52570546
pos15_H3K4me3,0.0023583544,0.9270173
pos2_C,0.0023455939,0.5479472
pos13_H3K4me3,0.002302384,0.78626204
pos10_H3K4me3,0.0021954859,0.99755347
pos11_C,0.002184954,0.56447935
pos12_H3K4me3,0.0021544264,0.77139425
pos9_A,0.0021362174,0.5411096
pos11_H3K4me3,0.002129377,0.9246385
pos4_H3K4me3,0.002122121,0.77010894
pos23_H3K4me3,0.0020769355,0.8798013
pos3_C,0.0019346615,0.5179597
pos12_G,0.0018601085,0.49460685
pos11_G,0.0018331683,0.5689258
pos21_H3K4me3,0.0017831603,0.7641273
pos16_H3K4me3,0.0017410273,0.8199025
pos19_C,0.0016931524,0.53492886
pos8_H3K4me3,0.0016788156,0.7892585
pos15_G,0.0016099996,0.5032019
pos4_T,0.0016041341,0.4805601
pos14_A,0.0015983217,0.5002525
pos6_H3K4me3,0.0015817779,0.7534368
pos16_A,0.0015211385,0.47147763
pos8_C,0.0014960455,0.52983695
pos7_G,0.0014847061,0.49813578
pos10_T,0.0014544615,0.4724458
pos4_A,0.0013231484,0.43546548
pos7_C,0.0012018073,0.514186
pos14_C,0.0011718358,0.4557114
pos6_C,0.0010730388,0.47086427
pos18_G,0.0010193749,0.4333866
pos21_A,0.0010138174,0.5367511
pos9_C,0.00097344944,0.44737446
pos13_G,0.0009299914,0.45599186
pos2_T,0.0009136097,0.38797677
pos8_G,0.00087859825,0.4799856
pos15_C,0.0008598146,0.4200104
pos10_G,0.0008428588,0.4360305
pos2_A,0.0008356261,0.44601667
pos2_G,0.0008022764,0.43894434
pos10_C,0.0007601946,0.43233958
pos8_T,0.0007584036,0.39300779
pos9_T,0.0007577855,0.41192076
pos5_G,0.00075768644,0.38199973
pos19_T,0.00074485684,0.21651918
pos3_A,0.00073597656,0.41380057
pos9_G,0.0007335989,0.39849445
pos5_A,0.00073289574,0.4117407
pos17_T,0.0007285099,0.21725519
pos13_T,0.0006966844,0.3963617
pos1_T,0.0006845897,0.4124364
pos4_C,0.00066368515,0.4209287
pos11_T,0.00064917555,0.37906235
pos6_A,0.00064572063,0.40435106
pos12_T,0.00060404773,0.41340885
pos12_C,0.000600255,0.41069338
pos5_T,0.00059181167,0.39261958
pos20_T,0.0005863234,0.19932671
pos8_A,0.000559414,0.37981817
pos1_A,0.0005552781,0.3851449
pos7_A,0.00052516646,0.3914318
pos13_A,0.0005207756,0.37466785
pos7_T,0.0005046352,0.36757326
pos18_T,0.00046795662,0.23744935
pos21_C,0.00036874265,0.2979937
pos1_CTCF,0.0,0.0
pos2_CTCF,0.0,0.0
pos2_Dnase,0.0,0.0
pos1_RRBS,0.0,0.0
pos1_Dnase,0.0,0.0
pos4_CTCF,0.0,0.0
pos4_Dnase,0.0,0.0
pos2_RRBS,0.0,0.0
pos3_CTCF,0.0,0.0
pos3_Dnase,0.0,0.0
pos3_RRBS,0.0,0.0
pos7_RRBS,0.0,0.0
pos7_Dnase,0.0,0.0
pos7_CTCF,0.0,0.0
pos6_RRBS,0.0,0.0
pos6_Dnase,0.0,0.0
pos6_CTCF,0.0,0.0
pos5_Dnase,0.0,0.0
pos5_RRBS,0.0,0.0
